calc label enthalpyR enthalpyP
e2ts_A_E_E_D_A_A-e2ts_A_B_E_D_A_A e2ts_A_B_E_D_A_A -477.15566838 -376.89028813
e2ts_A_E_E_A_C_A-e2ts_A_E_E_C_C_A e2ts_A_E_E_C_C_A -2854.32441740 -280.84087380
e2ts_A_E_E_A_C_A-e2ts_A_E_E_A_C_B e2ts_A_E_E_A_C_B -2762.21136277 -188.75455650
e2ts_A_E_D_E_A_A-e2ts_A_E_D_C_A_A e2ts_A_E_D_C_A_A -365.08456554 -264.80796817
e2ts_A_E_D_A_C_B-e2ts_A_E_D_C_C_B e2ts_A_E_D_C_C_B -2838.29062755 -264.80796094
e2ts_A_E_D_A_C_A e2ts_A_E_D_A_C_A -2746.05622074 -172.71538912
e2ts_A_E_D_A_B_A-e2ts_A_E_D_E_B_A e2ts_A_E_D_E_B_A -688.01043363 -227.92920053
e2ts_A_E_D_A_B_A-e2ts_A_E_D_A_B_B e2ts_A_E_D_A_B_B -633.01539289 -172.71537231
e2ts_A_E_D_A_B_A e2ts_A_E_D_A_B_A -172.71541790
e2ts_A_E_D_A_A_A-e2ts_A_E_D_C_A_A e2ts_A_E_D_C_A_A -365.08373598 -264.80795312
e2ts_A_E_D_A_A_A e2ts_A_E_D_A_A_A -273.00321138 -172.71533967
e2ts_A_E_C_D_C_B-e2ts_A_E_D_D_C_B e2ts_A_E_D_D_C_B -2785.38627478 -211.89150818
e2ts_A_E_C_A_C_A e2ts_A_E_C_A_C_A -2799.11784691 -225.63425743
e2ts_A_E_C_A_B_A-e2ts_D_E_C_A_B_A e2ts_D_E_C_A_B_A -725.10457138 -264.81521639
e2ts_A_E_C_A_B_A e2ts_A_E_C_A_B_A -685.92265317 -225.63425920
e2ts_A_E_B_D_B_B e2ts_A_E_B_D_B_B -837.17625900 -376.88745716
e2ts_A_E_A_D_C_B-e2ts_A_E_E_D_C_B e2ts_A_E_E_D_C_B -2801.40512921 -227.93013519
e2ts_A_E_A_D_B_B-e2ts_A_E_A_E_B_B e2ts_A_E_A_E_B_B -649.05180310 -188.74858416
e2ts_A_E_A_D_B_B e2ts_A_E_A_D_B_B -633.01643827 -172.71482339
e2ts_A_E_A_D_B_A-e2ts_A_E_E_D_B_A e2ts_A_E_E_D_B_A -688.22844566 -227.92902571
e2ts_A_E_A_D_A_A-e2ts_A_E_D_D_A_A e2ts_A_E_D_D_A_A -312.17852667 -211.89149743
e2ts_A_E_A_D_A_A-e2ts_A_E_A_A_A_A e2ts_A_E_A_A_A_A -233.83245379 -133.54039957
e2ts_A_E_A_D_A_A e2ts_A_E_A_D_A_A -273.00516310 -172.71483221
e2ts_A_E_A_C_C_A-e2ts_A_E_A_E_C_A e2ts_A_E_A_E_C_A -2762.12595098 -188.74911785
e2ts_A_E_A_C_C_A e2ts_A_E_A_C_C_A -2799.11622024 -225.63128831
e2ts_A_E_A_C_B_A-e2ts_A_E_E_C_B_A e2ts_A_E_E_C_B_A -741.12890581 -280.84088090
e2ts_A_E_A_B_A_A-e2ts_E_E_A_B_A_A e2ts_E_E_A_B_A_A -493.20820951 -392.93620529
e2ts_A_E_A_B_A_A-e2ts_A_E_A_C_A_A e2ts_A_E_A_C_A_A -325.91032787 -225.63129231
e2ts_A_E_A_B_A_A e2ts_A_E_A_B_A_A -437.98662774 -337.70984372
e2ts_A_E_A_A_B_B e2ts_A_E_A_A_B_B -593.84362352 -133.54041302
e2ts_A_D_E_D_C_C-e2ts_A_D_E_E_C_C e2ts_A_D_E_E_C_C -2801.43211925 -227.93880400
e2ts_A_D_E_D_C_B-e2ts_A_D_E_D_C_C e2ts_A_D_E_D_C_C -2785.39031828 -211.89508239
e2ts_A_D_E_D_B_B-e2ts_A_D_E_C_B_B e2ts_A_D_E_C_B_B -725.09811991 -264.80155209
e2ts_A_D_E_D_B_A-e2ts_A_B_E_D_B_A e2ts_A_B_E_D_B_A -837.17096607 -376.89026090
e2ts_A_D_E_D_A_C-e2ts_A_D_E_E_A_C e2ts_A_D_E_E_A_C -328.21053553 -227.92814835
e2ts_A_D_E_D_A_A-e2ts_A_D_E_E_A_A e2ts_A_D_E_E_A_A -328.21717253 -227.93881513
e2ts_A_D_E_B_A_A-e2ts_A_E_E_B_A_A e2ts_A_E_E_B_A_A -493.20283218 -392.91807176
e2ts_A_D_E_A_C_C-e2ts_A_C_E_A_C_C e2ts_A_C_E_A_C_C -2799.11324698 -225.63426137
e2ts_A_D_E_A_B_B e2ts_A_D_E_A_B_B -633.01671410 -172.71541780
e2ts_A_D_E_A_B_A e2ts_A_D_E_A_B_A -633.01703741 -172.71536520
e2ts_A_D_E_A_A_C-e2ts_A_D_A_A_A_C e2ts_A_D_A_A_A_C -217.76777584 -117.49793400
e2ts_A_D_E_A_A_C e2ts_A_D_E_A_A_C -272.99812847 -172.71536570
e2ts_A_D_E_A_A_A e2ts_A_D_E_A_A_A -272.99812695 -172.71533592
e2ts_A_D_D_E_C_D-e2ts_A_E_D_E_C_A e2ts_A_E_D_E_C_A -227.92919898
e2ts_A_D_D_E_C_D-e2ts_A_D_A_E_C_A e2ts_A_D_A_E_C_A -2746.21325953 -172.71482108
e2ts_A_D_D_E_C_A-e2ts_A_E_D_E_C_A e2ts_A_E_D_E_C_A -227.92798302
e2ts_A_D_D_E_C_A e2ts_A_D_D_E_C_A -2785.38942159 -211.89243635
e2ts_A_D_D_D_A_A-e2ts_A_B_D_D_A_A e2ts_A_B_D_D_A_A -461.12247234 -360.83352660
e2ts_A_D_D_C_A_A e2ts_A_D_D_C_A_A -349.04381420 -248.76121403
e2ts_A_D_D_A_C_A-e2ts_B_D_D_A_C_A e2ts_B_D_D_A_C_A -2934.33436493 -360.83698645
e2ts_A_D_D_A_B_C-e2ts_D_D_D_A_B_C e2ts_D_D_D_A_B_C -656.16080149 -195.85063072
e2ts_A_D_D_A_B_A-e2ts_A_D_D_D_B_A e2ts_A_D_D_D_B_A -656.15601786 -195.85060091
e2ts_A_D_D_A_B_A-e2ts_A_D_D_A_B_C e2ts_A_D_D_A_B_C -616.98098330 -156.67267976
e2ts_A_D_D_A_A_A e2ts_A_D_D_A_A_A -256.96308291 -156.67148136
e2ts_A_D_C_A_A_A-e2ts_A_E_C_A_A_A e2ts_A_E_C_A_A_A -325.91089023 -225.63426700
e2ts_A_D_C_A_A_A e2ts_A_D_C_A_A_A -309.87080530 -209.58533887
e2ts_A_D_A_E_C_B-e2ts_A_D_E_E_C_B e2ts_A_D_E_E_C_B -2801.43167100 -227.93881013
e2ts_A_D_A_E_C_A-e2ts_A_D_A_E_C_B e2ts_A_D_A_E_C_B -2746.21326043 -172.71481161
e2ts_A_D_A_E_B_B-e2ts_E_D_A_E_B_B e2ts_E_D_A_E_B_B -688.23302785 -227.93469534
e2ts_A_D_A_E_B_B-e2ts_A_D_A_E_B_C e2ts_A_D_A_E_B_C -633.01731291 -172.71482596
e2ts_A_D_A_E_B_B-e2ts_A_A_A_E_B_B e2ts_A_A_A_E_B_B -593.83854700 -133.54041542
e2ts_A_D_A_E_B_B e2ts_A_D_A_E_B_B -633.01731154 -172.71481565
e2ts_A_D_A_E_A_A-e2ts_A_E_A_E_A_A e2ts_A_E_A_E_A_A -289.03975664 -188.74918368
e2ts_A_D_A_D_C_B-e2ts_A_D_D_D_C_B e2ts_A_D_D_D_C_B -2769.35179110 -195.84956179
e2ts_A_D_A_D_C_A-e2ts_A_D_A_D_C_B e2ts_A_D_A_D_C_B -2730.17796240 -156.67452403
e2ts_A_D_A_D_B_B-e2ts_A_D_D_D_B_B e2ts_A_D_D_D_B_B -656.15602174 -195.84963354
e2ts_A_D_A_D_B_B-e2ts_A_D_A_D_B_A e2ts_A_D_A_D_B_A -616.98222913 -156.67452066
e2ts_A_D_A_D_B_A-e2ts_A_D_A_E_B_A e2ts_A_D_A_E_B_A -633.01730516 -172.71480178
e2ts_A_D_A_D_A_A-e2ts_A_C_A_D_A_A e2ts_A_C_A_D_A_A -309.86155289 -209.58476905
e2ts_A_D_A_C_B_A e2ts_A_D_A_C_B_A -669.88726632 -209.58479012
e2ts_A_D_A_C_A_A-e2ts_A_D_E_C_A_A e2ts_A_D_E_C_A_A -365.07670562 -264.80156839
e2ts_A_D_A_A_C_C-e2ts_D_D_A_A_C_C e2ts_D_D_A_A_C_C -2730.18451599 -156.67623399
e2ts_A_D_A_A_C_C-e2ts_A_C_A_A_C_C e2ts_A_C_A_A_C_C -2743.90396600 -170.40575524
e2ts_A_D_A_A_C_B-e2ts_A_A_A_A_C_B e2ts_A_A_A_A_C_B -2651.82799437 -78.32107045
e2ts_A_D_A_A_C_B e2ts_A_D_A_A_C_B -2691.00550645 -117.49793928
e2ts_A_D_A_A_C_A-e2ts_A_D_A_A_C_C e2ts_A_D_A_A_C_C -2691.00551336 -117.49793565
e2ts_A_D_A_A_C_A e2ts_A_D_A_A_C_A -2691.00551243 -117.49793876
e2ts_A_D_A_A_B_D-e2ts_A_D_A_A_B_C e2ts_A_D_A_A_B_C -577.80975392 -117.49793288
e2ts_A_D_A_A_B_B-e2ts_A_A_A_A_B_B e2ts_A_A_A_A_B_B -538.63132347 -78.32107352
e2ts_A_D_A_A_B_B e2ts_A_D_A_A_B_B -577.80974887 -117.49793856
e2ts_A_D_A_A_B_A e2ts_A_D_A_A_B_A -577.80975068 -117.49793376
e2ts_A_D_A_A_A_A-e2ts_A_E_A_A_A_A e2ts_A_E_A_A_A_A -233.83244424 -133.54042021
e2ts_A_C_E_E_C_C-e2ts_A_C_E_E_C_B e2ts_A_C_E_E_C_B -2854.32888893 -280.86199556
e2ts_A_C_E_E_B_D-e2ts_A_C_E_E_B_B e2ts_A_C_E_E_B_B -741.13185175 -280.85944149
e2ts_A_C_E_E_B_A-e2ts_E_C_E_E_B_A e2ts_E_C_E_E_B_A -336.07408751
e2ts_A_C_E_D_B_C e2ts_A_C_E_D_B_C -725.09061189 -264.81522345
e2ts_A_C_E_D_B_A e2ts_A_C_E_D_B_A -725.09061302 -264.81524795
e2ts_A_C_E_D_A_A-e2ts_A_C_E_A_A_A e2ts_A_C_E_A_A_A -325.89536023 -225.63427250
e2ts_A_C_E_A_C_A-e2ts_D_C_E_A_C_A e2ts_D_C_E_A_C_A -2838.29355244 -264.80981686
e2ts_A_C_E_A_C_A-e2ts_A_B_E_A_C_A e2ts_A_B_E_A_C_A -2911.18806329 -337.70983543
e2ts_A_C_E_A_B_C-e2ts_A_B_E_A_B_C e2ts_A_B_E_A_B_C -797.99436291 -337.71035986
e2ts_A_C_E_A_B_A-e2ts_A_C_E_A_B_B e2ts_A_C_E_A_B_B -685.91382924 -225.63424806
e2ts_A_C_D_E_C_B-e2ts_A_C_D_E_C_D e2ts_A_C_D_E_C_D -2838.28989480 -264.81277239
e2ts_A_C_D_E_B_C-e2ts_A_C_D_E_B_D e2ts_A_C_D_E_B_D -725.09277165 -264.81279044
e2ts_A_C_D_D_C_B-e2ts_A_A_D_D_C_B e2ts_A_A_D_D_C_B -2730.17588054 -156.67622731
e2ts_A_C_D_D_A_A-e2ts_A_E_D_D_A_A e2ts_A_E_D_D_A_A -312.17852750 -211.89138071
e2ts_A_C_D_D_A_A e2ts_A_C_D_D_A_A -349.03728611 -248.76540208
e2ts_A_C_D_A_B_A-e2ts_A_C_D_D_B_A e2ts_A_C_D_D_B_A -709.05591041 -248.76541197
e2ts_A_C_D_A_A_A-e2ts_A_C_E_A_A_A e2ts_A_C_E_A_A_A -325.89535589 -225.63426049
e2ts_A_C_D_A_A_A e2ts_A_C_D_A_A_A -309.86213192 -209.58534950
e2ts_A_C_A_E_C_C-e2ts_A_E_A_E_C_C e2ts_A_E_A_E_C_C -2762.23268607 -188.74935970
e2ts_A_C_A_E_C_B e2ts_A_C_A_E_C_B -2799.10990314 -225.63130886
e2ts_A_C_A_E_C_A e2ts_A_C_A_E_C_A -2799.11184871 -225.63130091
e2ts_A_C_A_E_B_C-e2ts_A_E_A_E_B_C e2ts_A_E_A_E_B_C -649.00682129 -188.74936080
e2ts_A_C_A_E_B_B-e2ts_A_A_A_E_B_B e2ts_A_A_A_E_B_B -593.83515667 -133.54042170
e2ts_A_C_A_E_B_A-e2ts_A_D_A_E_B_A e2ts_A_D_A_E_B_A -633.01349719 -172.71482215
e2ts_A_C_A_E_B_A-e2ts_A_C_A_E_B_B e2ts_A_C_A_E_B_B -685.91489946 -225.63129040
e2ts_A_C_A_D_C_C-e2ts_A_C_A_A_C_C e2ts_A_C_A_A_C_C -2743.90396938 -170.40576016
e2ts_A_C_A_A_C_B-e2ts_B_C_A_A_C_B e2ts_B_C_A_A_C_B -2948.05047086 -374.55296654
e2ts_A_C_A_A_C_B e2ts_A_C_A_A_C_B -2743.90396487 -170.40575423
e2ts_A_C_A_A_C_A-e2ts_B_C_A_A_C_A e2ts_B_C_A_A_C_A -2948.05048032 -374.55299366
e2ts_A_C_A_A_C_A e2ts_A_C_A_A_C_A -2743.90397528 -170.40575265
e2ts_A_C_A_A_B_C-e2ts_C_C_A_A_B_C e2ts_C_C_A_A_B_C -722.77470609 -262.47968313
e2ts_A_C_A_A_B_C e2ts_A_C_A_A_B_C -630.70708196 -170.40575079
e2ts_A_C_A_A_B_B-e2ts_A_A_A_A_B_B e2ts_A_A_A_A_B_B -538.63132182 -78.32107096
e2ts_A_C_A_A_B_A-e2ts_A_C_A_A_B_B e2ts_A_C_A_A_B_B -630.70707880 -170.40575214
e2ts_A_C_A_A_B_A e2ts_A_C_A_A_B_A -630.70708240 -170.40575788
e2ts_A_C_A_A_A_A e2ts_A_C_A_A_A_A -270.68886164 -170.40575099
e2ts_A_B_E_E_C_A-e2ts_A_A_E_E_C_A e2ts_A_A_E_E_C_A -2762.25065026 -188.76016471
e2ts_A_B_E_E_C_A e2ts_A_B_E_E_C_A -2966.40537774 -392.93620807
e2ts_A_B_E_A_B_A-e2ts_A_E_E_A_B_A e2ts_A_E_E_A_B_A -649.05077142 -188.75458410
e2ts_A_B_D_E_C_B-e2ts_A_E_D_E_C_B e2ts_A_E_D_E_C_B -2801.42415838 -227.92758465
e2ts_A_B_D_E_C_A-e2ts_A_B_D_E_C_B e2ts_A_B_D_E_C_B -2950.36646080 -376.88074455
e2ts_A_B_D_E_B_B-e2ts_A_E_D_E_B_B e2ts_A_E_D_E_B_B -688.22809577 -227.92919835
e2ts_A_B_D_E_B_B-e2ts_A_B_D_E_B_A e2ts_A_B_D_E_B_A -837.17115167 -376.88068653
e2ts_A_B_D_E_B_A e2ts_A_B_D_E_B_A -837.17115909 -376.88062343
e2ts_A_B_D_A_B_B-e2ts_A_B_D_A_B_A e2ts_A_B_D_A_B_A -781.95936997 -321.65492503
e2ts_A_B_D_A_B_B e2ts_A_B_D_A_B_B -781.95565491 -321.65451950
e2ts_A_B_C_A_A_A-e2ts_A_B_C_E_A_A e2ts_A_B_C_E_A_A -530.05256230 -429.77575941
e2ts_A_B_A_E_C_B-e2ts_A_B_A_E_C_C e2ts_A_B_A_E_C_C -2911.18847559 -337.70439512
e2ts_A_B_A_E_C_B-e2ts_A_B_A_E_C_A e2ts_A_B_A_E_C_A -2911.18846113 -337.70439977
e2ts_A_B_A_E_B_B-e2ts_A_E_A_E_B_B e2ts_A_E_A_E_B_B -649.05180978 -188.74915633
e2ts_A_B_A_E_B_B-e2ts_A_A_A_E_B_B e2ts_A_A_A_E_B_B -593.83854810 -133.54042028
e2ts_A_B_A_E_B_A-e2ts_A_B_E_E_B_A e2ts_A_B_E_E_B_A -853.20786393 -392.93619592
e2ts_A_B_A_E_B_A-e2ts_A_B_A_E_B_D e2ts_A_B_A_E_B_D -797.99295856 -337.70438189
e2ts_A_B_A_E_B_A-e2ts_A_B_A_E_B_B e2ts_A_B_A_E_B_B -797.99296725 -337.70438857
e2ts_A_B_A_D_C_B-e2ts_A_B_A_D_C_C e2ts_A_B_A_D_C_C -2895.15482030 -321.65819514
e2ts_A_B_A_A_C_B-e2ts_A_B_A_A_C_A e2ts_A_B_A_A_C_A -2855.89136386 -282.47951450
e2ts_A_B_A_A_C_B-e2ts_A_A_A_A_C_B e2ts_A_A_A_A_C_B -2651.82799800 -78.32107441
e2ts_A_B_A_A_C_B e2ts_A_B_A_A_C_B -2855.98202456 -282.47957918
e2ts_A_B_A_A_B_A e2ts_A_B_A_A_B_A -742.77930530 -282.47951885
e2ts_A_A_E_E_A_A e2ts_A_A_E_E_A_A -289.03285789 -188.76553027
e2ts_A_A_E_D_C_B e2ts_A_A_E_D_C_B -2746.21284096 -172.71995375
e2ts_A_A_E_D_B_C-e2ts_A_A_E_D_B_D e2ts_A_A_E_D_B_D -633.01599368 -172.71996573
e2ts_A_A_E_D_B_B-e2ts_A_A_D_D_B_B e2ts_A_A_D_D_B_B -616.97920294 -156.67623657
e2ts_A_A_E_D_B_A-e2ts_A_A_E_E_B_A e2ts_A_A_E_E_B_A -649.05702024 -188.76550544
e2ts_A_A_E_D_B_A e2ts_A_A_E_D_B_A -633.01598282 -172.71995402
e2ts_A_A_E_D_A_A e2ts_A_A_E_D_A_A -272.99605467 -172.71991905
e2ts_A_A_E_A_C_D-e2ts_A_A_E_A_C_B e2ts_A_A_E_A_C_B -2707.03541296 -133.54041854
e2ts_A_A_E_A_C_D e2ts_A_A_E_A_C_D -2707.03193184 -133.54042226
e2ts_A_A_E_A_C_C-e2ts_A_A_E_A_C_B e2ts_A_A_E_A_C_B -2707.03541330 -133.54042011
e2ts_A_A_E_A_C_C-e2ts_A_A_E_A_C_A e2ts_A_A_E_A_C_A -2707.03542085 -133.54042383
e2ts_A_A_E_A_B_C-e2ts_A_A_E_A_B_A e2ts_A_A_E_A_B_A -593.83855153 -133.54041401
e2ts_A_A_E_A_B_C-e2ts_A_A_A_A_B_C e2ts_A_A_A_A_B_C -538.63132236 -78.32107243
e2ts_A_A_E_A_A_D-e2ts_A_A_E_A_A_C e2ts_A_A_E_A_A_C -233.81829131 -133.54042259
e2ts_A_A_E_A_A_C-e2ts_A_A_E_D_A_C e2ts_A_A_E_D_A_C -272.99568417 -172.71997353
e2ts_A_A_D_E_C_C-e2ts_A_A_D_E_C_B e2ts_A_A_D_E_C_B -2746.21283807 -172.71996011
e2ts_A_A_D_E_C_B-e2ts_A_A_E_E_C_B e2ts_A_A_E_E_C_B -2762.25395989 -188.76017557
e2ts_A_A_D_E_C_A-e2ts_A_A_D_E_C_B e2ts_A_A_D_E_C_B -2746.21284319 -172.71995469
e2ts_A_A_D_E_C_A e2ts_A_A_D_E_C_A -2746.21284378 -172.71995320
e2ts_A_A_D_E_B_C-e2ts_A_A_E_E_B_C e2ts_A_A_E_E_B_C -649.05409876 -188.76550704
e2ts_A_A_D_E_B_B-e2ts_A_A_E_E_B_B e2ts_A_A_E_E_B_B -649.05699897 -188.76552422
e2ts_A_A_D_E_B_B-e2ts_A_A_A_E_B_B e2ts_A_A_A_E_B_B -593.83854731 -133.54041502
e2ts_A_A_D_E_B_B e2ts_A_A_D_E_B_B -633.01598649 -172.71996399
e2ts_A_A_D_D_C_C e2ts_A_A_D_D_C_C -2730.17587724 -156.67621396
e2ts_A_A_D_D_C_A e2ts_A_A_D_D_C_A -2730.17587862 -156.67623360
e2ts_A_A_D_D_B_A e2ts_A_A_D_D_B_A -616.97920435 -156.67624142
e2ts_A_A_D_A_C_B-e2ts_A_A_D_D_C_B e2ts_A_A_D_D_C_B -2730.17588052 -156.67622273
e2ts_A_A_D_A_C_B-e2ts_A_A_D_A_C_D e2ts_A_A_D_A_C_D -2691.00057373 -117.49793767
e2ts_A_A_D_A_C_A e2ts_A_A_D_A_C_A -2691.00056510 -117.49793893
e2ts_A_A_D_A_B_C e2ts_A_A_D_A_B_C -577.80392628 -117.49793125
e2ts_A_A_D_A_B_B-e2ts_A_A_E_A_B_B e2ts_A_A_E_A_B_B -593.83516431 -133.54041490
e2ts_A_A_D_A_B_A e2ts_A_A_D_A_B_A -577.80391547 -117.49795232
e2ts_A_A_D_A_A_A-e2ts_A_A_D_D_A_A e2ts_A_A_D_D_A_A -256.95950311 -156.67623975
e2ts_A_A_D_A_A_A-e2ts_A_A_D_C_A_A e2ts_A_A_D_C_A_A -309.86469936 -209.58433594
e2ts_A_A_C_D_B_A-e2ts_A_A_C_E_B_A e2ts_A_A_C_E_B_A -685.91572862 -225.62421643
e2ts_A_A_C_A_A_A e2ts_A_A_C_A_A_A -270.68952260 -170.40575595
e2ts_A_A_A_E_C_C-e2ts_A_A_A_E_C_A e2ts_A_A_A_E_C_A -2707.03542059 -133.54042629
e2ts_A_A_A_E_C_A-e2ts_A_A_E_E_C_A e2ts_A_A_E_E_C_A -2762.25067257 -188.76115603
e2ts_A_A_A_E_B_D-e2ts_A_A_E_E_B_D e2ts_A_A_E_E_B_D -649.05408870 -188.76549912
e2ts_A_A_A_E_B_D e2ts_A_A_A_E_B_D -593.83855157 -133.54041828
e2ts_A_A_A_E_B_C-e2ts_A_A_E_E_B_C e2ts_A_A_E_E_B_C -649.05409751 -188.76549465
e2ts_A_A_A_E_B_C-e2ts_A_A_A_A_B_C e2ts_A_A_A_A_B_C -538.63132228 -78.32107167
e2ts_A_A_A_E_A_A-e2ts_A_A_D_E_A_A e2ts_A_A_D_E_A_A -272.99568196 -172.71995741
e2ts_A_A_A_D_C_D-e2ts_A_A_A_D_C_C e2ts_A_A_A_D_C_C -2691.00057414 -117.49793107
e2ts_A_A_A_D_C_B-e2ts_A_A_A_E_C_B e2ts_A_A_A_E_C_B -2707.03541158 -133.54041179
e2ts_A_A_A_D_C_B e2ts_A_A_A_D_C_B -2691.00057348 -117.49795274
e2ts_A_A_A_D_C_A e2ts_A_A_A_D_C_A -2691.00056242 -117.49794182
e2ts_A_A_A_D_B_B e2ts_A_A_A_D_B_B -577.80391894 -117.49792846
e2ts_A_A_A_D_B_A e2ts_A_A_A_D_B_A -577.80392076 -117.49793504
e2ts_A_A_A_D_A_A-e2ts_A_A_D_D_A_A e2ts_A_A_D_D_A_A -256.95950289 -156.67622195
e2ts_A_A_A_C_A_A e2ts_A_A_A_C_A_A -270.68952260 -170.40575635
e2ts_A_A_A_A_A_A e2ts_A_A_A_A_A_A -178.61176435 -78.32107491
