calc label enthalpy
e2ts_E_A_E_D_B_B_e2ts_E_A_E_C_B_B e2ts_E_A_E_D_B_B_e2ts_E_A_E_C_B_B -840.86370758
e2ts_B_A_E_D_B_C_e2ts_B_A_D_D_B_C e2ts_B_A_E_D_B_C_e2ts_B_A_D_D_B_C -1280.87553867
e2ts_C_D_D_A_C_B_e2ts_C_D_D_E_C_B e2ts_C_D_D_A_C_B_e2ts_C_D_D_E_C_B -2977.18165889
e2ts_C_E_E_C_C_C_e2ts_C_E_C_C_C_C e2ts_C_E_E_C_C_C_e2ts_C_E_C_C_C_C -3443.05739425
e2ts_D_E_E_D_B_A_e2ts_E_E_E_D_B_A e2ts_D_E_E_D_B_A_e2ts_E_E_E_D_B_A -743.98585545
e2ts_C_B_A_D_C_B_e2ts_C_B_D_D_C_B e2ts_C_B_A_D_C_B_e2ts_C_B_D_D_C_B -3126.11292215
e2ts_B_D_D_E_B_A_e2ts_B_B_D_E_B_A e2ts_B_D_D_E_B_A_e2ts_B_B_D_E_B_A -1041.84216987
e2ts_E_A_E_D_C_B_e2ts_E_E_E_D_C_B e2ts_E_A_E_D_C_B_e2ts_E_E_E_D_C_B -2956.41562501
e2ts_C_D_D_A_B_B_e2ts_C_D_D_C_B_B e2ts_C_D_D_A_B_B_e2ts_C_D_D_C_B_B -900.86785652
e2ts_B_A_D_E_C_C_e2ts_E_A_D_E_C_C e2ts_B_A_D_E_C_C_e2ts_E_A_D_E_C_C -3261.19699558
e2ts_C_C_A_B_B_A_e2ts_B_C_A_B_B_A e2ts_C_C_A_B_B_A_e2ts_B_C_A_B_B_A -1039.53808603
e2ts_E_A_D_D_A_A_e2ts_E_A_D_C_A_A e2ts_E_A_D_D_A_A_e2ts_E_A_D_C_A_A -404.76618211
e2ts_E_A_D_E_C_B_e2ts_E_E_D_E_C_B e2ts_E_A_D_E_C_B_e2ts_E_E_D_E_C_B -2956.41029736
e2ts_B_D_A_E_B_C_e2ts_B_C_A_E_B_C e2ts_B_D_A_E_B_C_e2ts_B_C_A_E_B_C -1349.81701131
e2ts_A_B_E_A_A_A_e2ts_B_B_E_A_A_A e2ts_A_B_E_A_A_A_e2ts_B_B_E_A_A_A -642.65078199
e2ts_E_B_D_A_C_A_e2ts_E_B_D_B_C_A e2ts_E_B_D_A_C_A_e2ts_E_B_D_B_C_A -3155.06283262
e2ts_C_E_E_D_C_B_e2ts_B_E_E_D_C_B e2ts_C_E_E_D_C_B_e2ts_B_E_E_D_C_B -3105.30031468
e2ts_C_E_E_D_A_A_e2ts_C_E_E_C_A_A e2ts_C_E_E_D_A_A_e2ts_C_E_E_C_A_A -473.73809848
e2ts_B_E_E_E_B_B_e2ts_D_E_E_E_B_B e2ts_B_E_E_E_B_B_e2ts_D_E_E_E_B_B -843.15363487
e2ts_D_C_D_A_B_C_e2ts_D_C_D_A_C_C e2ts_D_C_D_A_B_C_e2ts_D_C_D_A_C_C -3282.00688271
e2ts_A_B_A_E_A_A_e2ts_A_B_D_E_A_A e2ts_A_B_A_E_A_A_e2ts_A_B_D_E_A_A -477.66526871
e2ts_E_C_A_D_C_C_e2ts_E_B_A_D_C_C e2ts_E_C_A_D_C_C_e2ts_E_B_A_D_C_C -3410.13790670
e2ts_C_A_E_D_A_D_e2ts_C_A_E_A_A_D e2ts_C_A_E_D_A_D_e2ts_C_A_E_A_A_D -2898.79145555
e2ts_B_A_D_D_C_C_e2ts_B_E_D_D_C_C e2ts_B_A_D_D_C_C_e2ts_B_E_D_D_C_C -3449.31115639
e2ts_A_E_D_A_C_B_e2ts_E_E_D_A_C_B e2ts_A_E_D_A_C_B_e2ts_E_E_D_A_C_B -2901.19182013
e2ts_B_E_A_D_B_A_e2ts_B_B_A_D_B_A e2ts_B_E_A_D_B_A_e2ts_B_B_A_D_B_A -986.62809604
e2ts_E_D_D_A_C_A_e2ts_E_E_D_A_C_A e2ts_E_D_D_A_C_A_e2ts_E_E_D_A_C_A -2801.97525790
e2ts_B_E_D_D_B_A_e2ts_B_E_D_D_C_A e2ts_B_E_D_D_B_A_e2ts_B_E_D_D_C_A -2990.07630645
e2ts_E_C_C_A_A_A_e2ts_E_C_B_A_A_A e2ts_E_C_C_A_A_A_e2ts_E_C_B_A_A_A -530.60361736
e2ts_B_D_D_D_B_C_e2ts_B_D_D_D_B_A e2ts_B_D_D_D_B_C_e2ts_B_D_D_D_B_A -860.82650029
e2ts_E_B_C_D_C_A_e2ts_E_B_C_D_A_A e2ts_E_B_C_D_C_A_e2ts_E_B_C_D_A_A -569.78709521
e2ts_C_A_E_C_B_B_e2ts_B_A_E_C_B_B e2ts_C_A_E_C_B_B_e2ts_B_A_E_C_B_B -989.80306749
e2ts_D_D_A_E_B_C_e2ts_D_B_A_E_B_C e2ts_D_D_A_E_B_C_e2ts_D_B_A_E_B_C -1296.91398922
e2ts_C_C_D_C_B_A_e2ts_C_C_A_C_B_A e2ts_C_C_D_C_B_A_e2ts_C_C_A_C_B_A -815.39089580
e2ts_A_B_E_D_C_C_e2ts_A_E_E_D_C_C e2ts_A_B_E_D_C_C_e2ts_A_E_E_D_C_C -3261.19772687
e2ts_A_D_A_C_C_B_e2ts_A_D_D_C_C_B e2ts_A_D_A_C_C_B_e2ts_A_D_D_C_C_B -2921.98346708
e2ts_E_A_E_A_B_B_e2ts_E_A_E_C_B_B e2ts_E_A_E_A_B_B_e2ts_E_A_E_C_B_B -840.86365967
e2ts_E_D_A_A_C_A_e2ts_E_B_A_A_C_A e2ts_E_D_A_A_C_A_e2ts_E_B_A_A_C_A -2911.74400761
e2ts_E_C_E_E_B_B_e2ts_E_E_E_E_B_B e2ts_E_C_E_E_B_B_e2ts_E_E_E_E_B_B -859.22906559
e2ts_D_E_C_A_C_B_e2ts_D_E_C_A_B_B e2ts_D_E_C_A_C_B_e2ts_D_E_C_A_B_B -824.83602956
e2ts_D_A_E_E_C_C_e2ts_E_A_E_E_C_C e2ts_D_A_E_E_C_C_e2ts_E_A_E_E_C_C -3277.22472216
e2ts_C_A_E_A_C_C_e2ts_C_E_E_A_C_C e2ts_C_A_E_A_C_C_e2ts_C_E_E_A_C_C -3314.09897152
e2ts_A_B_A_E_B_C_e2ts_C_B_A_E_B_C e2ts_A_B_A_E_B_C_e2ts_C_B_A_E_B_C -1349.81834722
e2ts_B_A_E_D_A_A_e2ts_B_A_E_C_A_A e2ts_B_A_E_D_A_A_e2ts_B_A_E_C_A_A -530.59189082
e2ts_E_D_E_D_C_B_e2ts_E_E_E_D_C_B e2ts_E_D_E_D_C_B_e2ts_E_E_E_D_C_B -2956.41330192
e2ts_D_C_D_E_C_C_e2ts_D_C_D_A_C_C e2ts_D_C_D_E_C_C_e2ts_D_C_D_A_C_C -3282.00691103
e2ts_C_E_D_E_A_A_e2ts_B_E_D_E_A_A e2ts_C_E_D_E_A_A_e2ts_B_E_D_E_A_A -532.89046399
e2ts_C_D_D_E_B_B_e2ts_C_D_D_E_C_B e2ts_C_D_D_E_B_B_e2ts_C_D_D_E_C_B -2977.18160880
e2ts_B_D_E_D_C_A_e2ts_C_D_E_D_C_A e2ts_B_D_E_D_C_A_e2ts_C_D_E_D_C_A -2877.99299725
e2ts_E_C_E_C_B_A_e2ts_E_C_C_C_B_A e2ts_E_C_E_C_B_A_e2ts_E_C_C_C_B_A -870.61651528
e2ts_C_A_E_E_B_D_e2ts_C_A_E_E_C_D e2ts_C_A_E_E_B_D_e2ts_C_A_E_E_C_D -5427.28614647
e2ts_B_E_A_D_A_C_e2ts_B_E_D_D_A_C e2ts_B_E_A_D_A_C_e2ts_B_E_D_D_A_C -976.06283980
e2ts_E_A_E_C_B_A_e2ts_C_A_E_C_B_A e2ts_E_A_E_C_B_A_e2ts_C_A_E_C_B_A -778.51479158
e2ts_C_C_E_D_B_C_e2ts_C_C_E_C_B_C e2ts_C_C_E_D_B_C_e2ts_C_C_E_C_B_C -1329.83335425
e2ts_C_B_A_D_C_B_e2ts_E_B_A_D_C_B e2ts_C_B_A_D_C_B_e2ts_E_B_A_D_C_B -3050.09495279
e2ts_E_B_A_C_C_A_e2ts_E_B_A_A_C_A e2ts_E_B_A_C_C_A_e2ts_E_B_A_A_C_A -2911.74056644
e2ts_A_A_E_E_B_C_e2ts_A_E_E_E_B_C e2ts_A_A_E_E_B_C_e2ts_A_E_E_E_B_C -1164.01655987
e2ts_B_C_E_E_C_B_e2ts_B_C_E_E_C_A e2ts_B_C_E_E_C_B_e2ts_B_C_E_E_C_A -3059.00700056
e2ts_A_A_A_E_B_B_e2ts_A_A_C_E_B_B e2ts_A_A_A_E_B_B_e2ts_A_A_C_E_B_B -785.64183737
e2ts_E_B_B_A_A_A_e2ts_B_B_B_A_A_A e2ts_E_B_B_A_A_A_e2ts_B_B_B_A_A_A -791.59708127
e2ts_C_C_A_E_A_A_e2ts_C_C_A_E_A_B e2ts_C_C_A_E_A_A_e2ts_C_C_A_E_A_B -517.67789863
e2ts_A_E_D_E_C_B_e2ts_A_E_D_E_C_C e2ts_A_E_D_E_C_B_e2ts_A_E_D_E_C_C -3261.18500813
e2ts_C_D_E_E_B_A_e2ts_C_D_E_E_B_D e2ts_C_D_E_E_B_A_e2ts_C_D_E_E_B_D -3353.26456416
e2ts_E_D_D_E_A_A_e2ts_E_D_C_E_A_A e2ts_E_D_D_E_A_A_e2ts_E_D_C_E_A_A -420.83512970
e2ts_B_A_A_C_C_A_e2ts_B_B_A_C_C_A e2ts_B_A_A_C_C_A_e2ts_B_B_A_C_C_A -3152.74835474
e2ts_C_C_A_D_B_C_e2ts_C_C_A_C_B_C e2ts_C_C_A_D_B_C_e2ts_C_C_A_C_B_C -1274.61999190
e2ts_E_C_D_B_C_A_e2ts_E_B_D_B_C_A e2ts_E_C_D_B_C_A_e2ts_E_B_D_B_C_A -3155.06268232
e2ts_A_A_C_D_B_A_e2ts_A_B_C_D_B_A e2ts_A_A_C_D_B_A_e2ts_A_B_C_D_B_A -874.56893389
e2ts_A_B_E_A_C_A_e2ts_A_B_E_D_C_A e2ts_A_B_E_A_C_A_e2ts_A_B_E_D_C_A -2950.88331861
e2ts_C_C_A_C_A_B_e2ts_C_C_A_C_A_A e2ts_C_C_A_C_A_B_e2ts_C_C_A_C_A_A -455.37021478
e2ts_C_B_D_E_A_A_e2ts_A_B_D_E_A_A e2ts_C_B_D_E_A_A_e2ts_A_B_D_E_A_A -477.66521833
e2ts_E_A_E_E_C_A_e2ts_E_A_B_E_C_A e2ts_E_A_E_E_C_A_e2ts_E_A_B_E_C_A -2966.94966136
e2ts_D_E_E_C_B_A_e2ts_D_A_E_C_B_A e2ts_D_E_E_C_B_A_e2ts_D_A_E_C_B_A -725.62947921
e2ts_C_C_A_C_A_B_e2ts_C_C_A_E_A_B e2ts_C_C_A_C_A_B_e2ts_C_C_A_E_A_B -517.67784804
e2ts_E_C_A_C_A_A_e2ts_C_C_A_C_A_A e2ts_E_C_A_C_A_A_e2ts_C_C_A_C_A_A -455.37030018
e2ts_A_E_C_A_A_A_e2ts_A_E_C_E_A_A e2ts_A_E_C_A_A_A_e2ts_A_E_C_E_A_A -381.65166434
e2ts_D_A_C_A_A_B_e2ts_D_A_C_E_A_B e2ts_D_A_C_A_A_B_e2ts_D_A_C_E_A_B -464.78202105
e2ts_D_A_E_C_A_A_e2ts_D_A_E_C_A_C e2ts_D_A_E_C_A_A_e2ts_D_A_E_C_A_C -824.82513405
e2ts_A_A_A_D_C_B_e2ts_B_A_A_D_C_B e2ts_A_A_A_D_C_B_e2ts_B_A_A_D_C_B -2994.85627894
e2ts_C_E_E_E_A_A_e2ts_C_E_C_E_A_A e2ts_C_E_E_E_A_A_e2ts_C_E_C_E_A_A -473.73537202
e2ts_D_A_D_C_B_B_e2ts_D_A_D_C_A_B e2ts_D_A_D_C_B_B_e2ts_D_A_D_C_A_B -448.76452390
e2ts_A_B_E_E_B_C_e2ts_A_B_E_E_A_C e2ts_A_B_E_E_B_C_e2ts_A_B_E_E_A_C -952.89018846
e2ts_B_A_A_A_A_A_e2ts_B_A_A_C_A_A e2ts_B_A_A_A_A_A_e2ts_B_A_A_C_A_A -475.37615786
e2ts_A_B_C_E_B_A_e2ts_A_B_C_D_B_A e2ts_A_B_C_E_B_A_e2ts_A_B_C_D_B_A -874.56916785
e2ts_E_B_D_A_B_A_e2ts_B_B_D_A_B_A e2ts_E_B_D_A_B_A_e2ts_B_B_D_A_B_A -986.62386489
e2ts_A_C_A_D_B_D_e2ts_A_C_A_D_A_D e2ts_A_C_A_D_B_D_e2ts_A_C_A_D_A_D -2882.74888159
e2ts_C_E_E_E_B_B_e2ts_C_E_C_E_B_B e2ts_C_E_E_E_B_B_e2ts_C_E_C_E_B_B -932.95053327
e2ts_A_D_D_E_C_A_e2ts_E_D_D_E_C_A e2ts_A_D_D_E_C_A_e2ts_E_D_D_E_C_A -2841.12571762
e2ts_A_B_C_E_C_A_e2ts_A_E_C_E_C_A e2ts_A_B_C_E_C_A_e2ts_A_E_C_E_C_A -2854.84741525
e2ts_B_A_A_C_B_A_e2ts_B_A_A_B_B_A e2ts_B_A_A_C_B_A_e2ts_B_A_A_B_B_A -947.46508710
e2ts_D_A_C_A_A_B_e2ts_D_A_B_A_A_B e2ts_D_A_C_A_A_B_e2ts_D_A_B_A_A_B -521.66927131
e2ts_C_D_E_A_C_C_e2ts_C_D_E_C_C_C e2ts_C_D_E_A_C_C_e2ts_C_D_E_C_C_C -3390.13503996
e2ts_E_C_C_E_C_C_e2ts_D_C_C_E_C_C e2ts_E_C_C_E_C_C_e2ts_D_C_C_E_C_C -3390.13511982
e2ts_C_A_C_D_C_A_e2ts_C_A_C_E_C_A e2ts_C_A_C_D_C_A_e2ts_C_A_C_E_C_A -2891.73252124
e2ts_A_C_A_E_C_B_e2ts_B_C_A_E_C_B e2ts_A_C_A_E_C_B_e2ts_B_C_A_E_C_B -3102.97307275
e2ts_E_C_E_A_B_B_e2ts_E_E_E_A_B_B e2ts_E_C_E_A_B_B_e2ts_E_E_E_A_B_B -804.01918412
e2ts_E_C_E_C_C_B_e2ts_E_A_E_C_C_B e2ts_E_C_E_C_C_B_e2ts_E_A_E_C_C_B -2954.06218973
e2ts_A_E_A_E_B_C_e2ts_A_E_E_E_B_C e2ts_A_E_A_E_B_C_e2ts_A_E_E_E_B_C -1164.01762488
e2ts_D_D_E_A_C_C_e2ts_E_D_E_A_C_C e2ts_D_D_E_A_C_C_e2ts_E_D_E_A_C_C -3261.18869743
e2ts_A_D_B_E_A_A_e2ts_A_B_B_E_A_A e2ts_A_D_B_E_A_A_e2ts_A_B_B_E_A_A -642.67341235
e2ts_A_B_E_E_A_A_e2ts_A_B_D_E_A_A e2ts_A_B_E_E_A_A_e2ts_A_B_D_E_A_A -477.66522420
e2ts_E_A_C_D_A_A_e2ts_E_E_C_D_A_A e2ts_E_A_C_D_A_A_e2ts_E_E_C_D_A_A -420.84473209
e2ts_A_E_B_A_B_A_e2ts_A_B_B_A_B_A e2ts_A_E_B_A_B_A_e2ts_A_B_B_A_B_A -947.46505854
e2ts_C_E_A_E_C_A_e2ts_E_E_A_E_C_A e2ts_C_E_A_E_C_A_e2ts_E_E_A_E_C_A -2818.01054534
e2ts_C_D_E_A_C_A_e2ts_C_D_E_E_C_A e2ts_C_D_E_A_C_A_e2ts_C_D_E_E_C_A -2894.02838921
e2ts_E_B_D_A_C_A_e2ts_E_B_E_A_C_A e2ts_E_B_D_A_C_A_e2ts_E_B_E_A_C_A -2966.95811603
e2ts_A_D_E_E_B_D_e2ts_A_E_E_E_B_D e2ts_A_D_E_E_B_D_e2ts_A_E_E_E_B_D -3277.22892487
e2ts_E_C_A_D_C_B_e2ts_E_C_B_D_C_B e2ts_E_C_A_D_C_B_e2ts_E_C_B_D_C_B -3142.18683603
e2ts_E_B_B_D_B_A_e2ts_A_B_B_D_B_A e2ts_E_B_B_D_B_A_e2ts_A_B_B_D_B_A -986.64554316
e2ts_D_A_A_C_A_A_e2ts_C_A_A_C_A_A e2ts_D_A_A_C_A_A_e2ts_C_A_A_C_A_A -363.29419942
e2ts_C_A_C_C_B_A_e2ts_C_A_C_C_C_A e2ts_C_A_C_C_B_A_e2ts_C_A_C_C_C_A -2928.59674993
e2ts_E_D_A_E_C_A_e2ts_E_D_C_E_C_A e2ts_E_D_A_E_C_A_e2ts_E_D_C_E_C_A -2894.05026117
e2ts_A_C_E_E_A_D_e2ts_D_C_E_E_A_D e2ts_A_C_E_E_A_D_e2ts_D_C_E_E_A_D -2993.19578808
e2ts_B_E_E_E_B_B_e2ts_A_E_E_E_B_B e2ts_B_E_E_E_B_B_e2ts_A_E_E_E_B_B -803.96978278
e2ts_A_C_C_D_C_C_e2ts_C_C_C_D_C_C e2ts_A_C_C_D_C_C_e2ts_C_C_C_D_C_C -3427.00223947
e2ts_E_A_E_E_A_A_e2ts_E_A_E_E_A_B e2ts_E_A_E_E_A_A_e2ts_E_A_E_E_A_B -443.92803122
e2ts_B_E_A_D_C_B_e2ts_B_E_E_D_C_B e2ts_B_E_A_D_C_B_e2ts_B_E_E_D_C_B -3105.30084592
e2ts_D_D_E_D_C_A_e2ts_D_B_E_D_C_A e2ts_D_D_E_D_C_A_e2ts_D_B_E_D_C_A -2990.06236430
e2ts_D_D_E_D_A_D_e2ts_D_D_E_C_A_D e2ts_D_D_E_D_A_D_e2ts_D_D_E_C_A_D -2977.16928894
e2ts_A_D_E_C_C_B_e2ts_A_D_D_C_C_B e2ts_A_D_E_C_C_B_e2ts_A_D_D_C_C_B -2921.98345472
e2ts_A_A_E_A_B_B_e2ts_A_A_E_C_B_B e2ts_A_A_E_A_B_B_e2ts_A_A_E_C_B_B -785.64180153
e2ts_D_D_E_A_B_C_e2ts_B_D_E_A_B_C e2ts_D_D_E_A_B_C_e2ts_B_D_E_A_B_C -1296.91523334
e2ts_A_A_D_E_B_D_e2ts_A_A_D_E_A_D e2ts_A_A_D_E_B_D_e2ts_A_A_D_E_A_D -2845.87256139
e2ts_B_E_C_A_B_A_e2ts_B_E_C_A_A_A e2ts_B_E_C_A_B_A_e2ts_B_E_C_A_A_A -530.61021196
e2ts_B_A_A_A_C_A_e2ts_B_A_A_B_C_A e2ts_B_A_A_A_C_A_e2ts_B_A_A_B_C_A -3060.66058376
e2ts_E_E_B_D_A_A_e2ts_E_E_B_A_A_A e2ts_E_E_B_D_A_A_e2ts_E_E_B_A_A_A -493.74626641
e2ts_C_B_C_C_A_A_e2ts_C_B_C_D_A_A e2ts_C_B_C_C_A_A_e2ts_C_B_C_D_A_A -642.67341236
e2ts_A_E_E_C_B_A_e2ts_A_E_E_C_B_B e2ts_A_E_E_C_B_A_e2ts_A_E_E_C_B_B -840.86098037
e2ts_C_D_E_A_B_C_e2ts_B_D_E_A_B_C e2ts_C_D_E_A_B_C_e2ts_B_D_E_A_B_C -1296.91522918
e2ts_E_D_E_C_A_A_e2ts_E_E_E_C_A_A e2ts_E_D_E_C_A_A_e2ts_E_E_E_C_A_A -436.88076774
e2ts_C_C_A_C_C_A_e2ts_C_C_A_C_B_A e2ts_C_C_A_C_C_A_e2ts_C_C_A_C_B_A -815.39078356
e2ts_E_C_D_B_C_A_e2ts_E_A_D_B_C_A e2ts_E_C_D_B_C_A_e2ts_E_A_D_B_C_A -2950.88688686
e2ts_E_E_C_D_B_A_e2ts_E_E_C_D_A_A e2ts_E_E_C_D_B_A_e2ts_E_E_C_D_A_A -420.84442773
e2ts_B_E_A_E_B_C_e2ts_C_E_A_E_B_C e2ts_B_E_A_E_B_C_e2ts_C_E_A_E_B_C -1200.88654536
e2ts_A_C_D_E_A_A_e2ts_A_B_D_E_A_A e2ts_A_C_D_E_A_A_e2ts_A_B_D_E_A_A -477.66522289
e2ts_E_A_A_A_C_A_e2ts_E_B_A_A_C_A e2ts_E_A_A_A_C_A_e2ts_E_B_A_A_C_A -2911.72326721
e2ts_C_A_A_D_A_A_e2ts_C_A_A_C_A_A e2ts_C_A_A_D_A_A_e2ts_C_A_A_C_A_A -363.26864303
e2ts_D_E_E_A_B_B_e2ts_D_E_E_E_B_B e2ts_D_E_E_A_B_B_e2ts_D_E_E_E_B_B -843.14769031
e2ts_C_E_A_D_A_A_e2ts_C_E_A_C_A_A e2ts_C_E_A_D_A_A_e2ts_C_E_A_C_A_A -418.52337540
e2ts_D_E_A_B_C_B_e2ts_D_E_E_B_C_B e2ts_D_E_A_B_C_B_e2ts_D_E_E_B_C_B -3105.32089298
e2ts_C_A_E_D_B_B_e2ts_C_A_E_B_B_B e2ts_C_A_E_D_B_B_e2ts_C_A_E_B_B_B -989.80616165
e2ts_D_C_A_A_A_A_e2ts_D_C_C_A_A_A e2ts_D_C_A_A_A_A_e2ts_D_C_C_A_A_A -402.47758564
e2ts_B_E_D_D_B_B_e2ts_B_E_D_D_C_B e2ts_B_E_D_D_B_B_e2ts_B_E_D_D_C_B -3089.26184117
e2ts_E_E_A_B_A_A_e2ts_E_E_E_B_A_A e2ts_E_E_A_B_A_A_e2ts_E_E_E_B_A_A -548.96133736
e2ts_E_C_A_C_B_A_e2ts_C_C_A_C_B_A e2ts_E_C_A_C_B_A_e2ts_C_C_A_C_B_A -815.39058798
e2ts_D_E_E_E_B_A_e2ts_D_E_E_E_B_B e2ts_D_E_E_E_B_A_e2ts_D_E_E_E_B_B -843.14762806
e2ts_C_D_C_E_B_B_e2ts_C_E_C_E_B_B e2ts_C_D_C_E_B_B_e2ts_C_E_C_E_B_B -932.95052403
e2ts_C_C_D_B_B_A_e2ts_C_C_E_B_B_A e2ts_C_C_D_B_B_A_e2ts_C_C_E_B_B_A -982.67985325
e2ts_E_B_A_B_B_A_e2ts_E_B_A_B_A_A e2ts_E_B_A_B_B_A_e2ts_E_B_A_B_A_A -642.69247860
e2ts_E_B_D_E_B_C_e2ts_E_B_D_E_A_C e2ts_E_B_D_E_B_C_e2ts_E_B_D_E_A_C -992.07990208
e2ts_A_D_D_A_C_C_e2ts_C_D_D_A_C_C e2ts_A_D_D_A_C_C_e2ts_C_D_D_A_C_C -3282.00488264
e2ts_C_A_D_D_A_C_e2ts_C_A_D_C_A_C e2ts_C_A_D_D_A_C_e2ts_C_A_D_C_A_C -861.65153944
e2ts_B_B_E_A_B_A_e2ts_B_B_E_A_A_A e2ts_B_B_E_A_B_A_e2ts_B_B_E_A_A_A -642.65107013
e2ts_A_D_E_A_C_D_e2ts_C_D_E_A_C_D e2ts_A_D_E_A_C_D_e2ts_C_D_E_A_C_D -5411.24388884
e2ts_E_A_C_D_A_A_e2ts_E_B_C_D_A_A e2ts_E_A_C_D_A_A_e2ts_E_B_C_D_A_A -569.78703180
e2ts_A_B_C_E_A_A_e2ts_A_C_C_E_A_A e2ts_A_B_C_E_A_A_e2ts_A_C_C_E_A_A -418.51242548
e2ts_D_E_E_D_C_B_e2ts_D_E_E_E_C_B e2ts_D_E_E_D_C_B_e2ts_D_E_E_E_C_B -2956.35706823
e2ts_A_E_E_B_A_A_e2ts_E_E_E_B_A_A e2ts_A_E_E_B_A_A_e2ts_E_E_E_B_A_A -548.96131307
e2ts_E_A_B_D_B_B_e2ts_E_A_B_D_A_B e2ts_E_A_B_D_B_B_e2ts_E_A_B_D_A_B -576.89125566
e2ts_A_B_C_A_B_A_e2ts_A_B_C_A_B_B e2ts_A_B_C_A_B_A_e2ts_A_B_C_A_B_B -934.58943297
e2ts_B_E_E_A_C_A_e2ts_B_E_B_A_C_A e2ts_B_E_E_A_C_A_e2ts_B_E_B_A_C_A -3115.88858797
e2ts_C_D_E_E_A_B_e2ts_C_D_E_C_A_B e2ts_C_D_E_E_A_B_e2ts_C_D_E_C_A_B -556.88973044
e2ts_A_E_A_A_B_B_e2ts_A_E_A_A_A_B e2ts_A_E_A_A_B_B_e2ts_A_E_A_A_A_B -333.50553928
e2ts_A_E_A_E_A_A_e2ts_A_E_C_E_A_A e2ts_A_E_A_E_A_A_e2ts_A_E_C_E_A_A -381.65020372
e2ts_D_B_E_E_A_A_e2ts_D_B_E_C_A_A e2ts_D_B_E_E_A_A_e2ts_D_B_E_C_A_A -420.84440913
e2ts_A_E_E_C_C_A_e2ts_C_E_E_C_C_A e2ts_A_E_E_C_C_A_e2ts_C_E_E_C_C_A -2946.95165511
e2ts_A_D_E_C_A_A_e2ts_A_D_E_C_B_A e2ts_A_D_E_C_A_A_e2ts_A_D_E_C_B_A -725.62652107
e2ts_E_C_E_E_C_B_e2ts_E_D_E_E_C_B e2ts_E_C_E_E_C_B_e2ts_E_D_E_E_C_B -2956.35706513
e2ts_C_A_D_A_C_C_e2ts_C_C_D_A_C_C e2ts_C_A_D_A_C_C_e2ts_C_C_D_A_C_C -3334.91014146
e2ts_C_B_C_C_B_A_e2ts_C_B_C_D_B_A e2ts_C_B_C_C_B_A_e2ts_C_B_C_D_B_A -835.38550523
e2ts_C_C_C_D_B_A_e2ts_C_C_C_D_A_A e2ts_C_C_C_D_B_A_e2ts_C_C_C_D_A_A -494.54749291
e2ts_B_B_A_A_B_A_e2ts_B_B_A_A_A_A e2ts_B_B_A_A_B_A_e2ts_B_B_A_A_A_A -587.44502209
e2ts_C_E_A_E_C_A_e2ts_D_E_A_E_C_A e2ts_C_E_A_E_C_A_e2ts_D_E_A_E_C_A -2801.96000789
e2ts_A_E_C_D_C_A_e2ts_A_E_C_E_C_A e2ts_A_E_C_D_C_A_e2ts_A_E_C_E_C_A -2854.86657570
e2ts_A_E_C_E_B_A_e2ts_A_E_C_E_C_A e2ts_A_E_C_E_B_A_e2ts_A_E_C_E_C_A -2854.86657715
e2ts_E_C_E_A_C_A_e2ts_E_B_E_A_C_A e2ts_E_C_E_A_C_A_e2ts_E_B_E_A_C_A -2966.95811131
e2ts_B_C_A_E_B_B_e2ts_B_C_A_E_A_B e2ts_B_C_A_E_B_B_e2ts_B_C_A_E_A_B -629.76076415
e2ts_C_B_A_D_A_A_e2ts_C_B_D_D_A_A e2ts_C_B_A_D_A_A_e2ts_C_B_D_D_A_A -553.70944981
e2ts_A_B_D_E_C_A_e2ts_A_B_D_E_A_A e2ts_A_B_D_E_C_A_e2ts_A_B_D_E_A_A -477.66521398
e2ts_D_D_C_A_A_A_e2ts_D_B_C_A_A_A e2ts_D_D_C_A_A_A_e2ts_D_B_C_A_A_A -514.55967196
e2ts_A_A_D_E_A_A_e2ts_A_B_D_E_A_A e2ts_A_A_D_E_A_A_e2ts_A_B_D_E_A_A -477.66540700
e2ts_C_E_E_E_B_D_e2ts_C_E_E_E_C_D e2ts_C_E_E_E_B_D_e2ts_C_E_E_E_C_D -5482.52288776
e2ts_E_C_E_C_B_A_e2ts_E_C_E_C_A_A e2ts_E_C_E_C_B_A_e2ts_E_C_E_C_A_A -473.73541803
e2ts_D_D_B_E_B_A_e2ts_A_D_B_E_B_A e2ts_D_D_B_E_B_A_e2ts_A_D_B_E_B_A -798.53468198
e2ts_D_C_E_E_B_A_e2ts_D_C_E_E_C_A e2ts_D_C_E_E_B_A_e2ts_D_C_E_E_C_A -2894.03352681
e2ts_A_E_C_D_A_A_e2ts_E_E_C_D_A_A e2ts_A_E_C_D_A_A_e2ts_E_E_C_D_A_A -420.84442499
e2ts_D_A_E_B_B_A_e2ts_B_A_E_B_B_A e2ts_D_A_E_B_B_A_e2ts_B_A_E_B_B_A -1002.68805381
e2ts_A_E_D_D_A_A_e2ts_A_E_D_B_A_A e2ts_A_E_D_D_A_A_e2ts_A_E_D_B_A_A -477.69623772
e2ts_E_A_E_E_C_B_e2ts_E_A_E_C_C_B e2ts_E_A_E_E_C_B_e2ts_E_A_E_C_C_B -2954.06218973
e2ts_D_E_A_E_B_B_e2ts_D_E_E_E_B_B e2ts_D_E_A_E_B_B_e2ts_D_E_E_E_B_B -843.15362373
