calc label enthalpy
sn2_D_C_C_D_A_B sn2_D_C_C_D_A_B -540.80860580
sn2_D_C_C_C_A_A sn2_D_C_C_C_A_A -494.52850785
sn2_D_C_C_B_C_B sn2_D_C_C_B_C_B -3179.02396268
sn2_D_C_C_A_B_D sn2_D_C_C_A_B_D -3334.90805489
sn2_D_C_C_A_A_C sn2_D_C_C_A_A_C -861.66724347
sn2_D_C_B_E_B_C sn2_D_C_B_E_B_C -1389.00004034
sn2_D_C_B_E_B_B sn2_D_C_B_E_B_B -1028.96262653
sn2_D_C_B_C_C_B sn2_D_C_B_C_C_B -3179.02360576
sn2_D_C_B_C_B_B sn2_D_C_B_C_B_B -1065.82245664
sn2_D_C_B_A_B_B sn2_D_C_B_A_B_B -973.74184723
sn2_D_C_B_A_A_D sn2_D_C_B_A_A_D -3086.94235628
sn2_D_C_B_A_A_C sn2_D_C_B_A_A_C -973.74157698
sn2_D_C_A_E_B_D sn2_D_C_A_E_B_D -3298.03180020
sn2_D_C_A_E_B_C sn2_D_C_A_E_B_C -1184.82854836
sn2_D_C_A_E_A_D sn2_D_C_A_E_A_D -2937.99164982
sn2_D_C_A_E_A_C sn2_D_C_A_E_A_C -824.78998475
sn2_D_C_A_D_B_D sn2_D_C_A_D_B_D -3281.99517974
sn2_D_C_A_D_B_C sn2_D_C_A_D_B_C -1168.79171071
sn2_D_C_A_D_B_B sn2_D_C_A_D_B_B -808.75004544
sn2_D_C_A_D_A_C sn2_D_C_A_D_A_C -808.75002713
sn2_D_C_A_D_A_B sn2_D_C_A_D_A_B -448.71488027
sn2_D_C_A_C_C_C sn2_D_C_A_C_C_C -3334.90914966
sn2_D_C_A_C_C_A sn2_D_C_A_C_C_A -2875.68612641
sn2_D_C_A_C_B_D sn2_D_C_A_C_B_D -3334.90903777
sn2_D_C_A_C_B_C sn2_D_C_A_C_B_C -1221.70639676
sn2_D_C_A_B_C_C sn2_D_C_A_B_C_C -3446.98346205
sn2_D_C_A_B_C_A sn2_D_C_A_B_C_A -2987.76701794
sn2_D_C_A_B_B_C sn2_D_C_A_B_B_C -1333.78060381
sn2_D_C_A_B_A_C sn2_D_C_A_B_A_C -973.74464299
sn2_D_C_A_B_A_B sn2_D_C_A_B_A_B -613.71476018
sn2_D_C_A_A_A_C sn2_D_C_A_A_A_C -769.57853179
sn2_D_C_A_A_A_B sn2_D_C_A_A_A_B -409.54298984
sn2_D_B_E_E_A_B sn2_D_B_E_E_A_B -632.06250489
sn2_D_B_E_E_A_A sn2_D_B_E_E_A_A -532.87103900
sn2_D_B_E_A_A_D sn2_D_B_E_A_A_D -3050.07336010
sn2_D_B_E_A_A_B sn2_D_B_E_A_A_B -576.84280900
sn2_D_B_E_A_A_A sn2_D_B_E_A_A_A -477.65292497
sn2_D_B_D_E_A_C sn2_D_B_D_E_A_C -976.04460319
sn2_D_B_D_C_B_C sn2_D_B_D_C_B_C -1372.95323547
sn2_D_B_D_A_B_C sn2_D_B_D_A_B_C -1280.86772842
sn2_D_B_D_A_B_B sn2_D_B_D_A_B_B -920.82949655
sn2_D_B_D_A_A_C sn2_D_B_D_A_A_C -920.82951378
sn2_D_B_C_D_A_C sn2_D_B_C_D_A_C -1012.91927962
sn2_D_B_C_A_B_C sn2_D_B_C_A_B_C -1333.77921660
sn2_D_B_C_A_B_A sn2_D_B_C_A_B_A -874.55724837
sn2_D_B_A_E_B_B sn2_D_B_A_E_B_B -936.86706064
sn2_D_B_A_E_A_B sn2_D_B_A_E_A_B -576.83931878
sn2_D_B_A_D_B_B sn2_D_B_A_D_B_B -920.83183022
sn2_D_B_A_C_B_C sn2_D_B_A_C_B_C -1333.78584646
sn2_D_B_A_B_A_A sn2_D_B_A_B_A_A -626.61510810
sn2_D_B_A_A_C_B sn2_D_B_A_A_C_B -2994.86114187
sn2_D_B_A_A_A_B sn2_D_B_A_A_A_B -521.62952276
sn2_D_B_A_A_A_A sn2_D_B_A_A_A_A -422.43928631
sn2_D_A_E_E_C_D sn2_D_A_E_E_C_D -5374.37309035
sn2_D_A_E_E_C_A sn2_D_A_E_E_C_A -2801.93102549
sn2_D_A_E_E_B_D sn2_D_A_E_E_B_D -3261.16872300
sn2_D_A_E_E_B_C sn2_D_A_E_E_B_C -1147.96524549
sn2_D_A_E_E_B_B sn2_D_A_E_E_B_B -787.91687219
sn2_D_A_E_E_B_A sn2_D_A_E_E_B_A -688.72003095
sn2_D_A_E_E_A_D sn2_D_A_E_E_A_D -2901.12041108
sn2_D_A_E_E_A_C sn2_D_A_E_E_A_C -787.91821319
sn2_D_A_E_E_A_A sn2_D_A_E_E_A_A -328.68126341
sn2_D_A_E_D_C_D sn2_D_A_E_D_C_D -5358.33033545
sn2_D_A_E_D_C_C sn2_D_A_E_D_C_C -3245.12677497
sn2_D_A_E_D_C_B sn2_D_A_E_D_C_B -2885.07792760
sn2_D_A_E_D_B_D sn2_D_A_E_D_B_D -3245.12589044
sn2_D_A_E_D_B_C sn2_D_A_E_D_B_C -1131.92258785
sn2_D_A_E_D_B_B sn2_D_A_E_D_B_B -771.87530295
sn2_D_A_E_D_A_B sn2_D_A_E_D_A_B -411.83166259
sn2_D_A_E_D_A_A sn2_D_A_E_D_A_A -312.63856553
sn2_D_A_E_C_C_D sn2_D_A_E_C_C_D -5411.23991435
sn2_D_A_E_C_C_C sn2_D_A_E_C_C_C -3298.03682842
sn2_D_A_E_C_C_A sn2_D_A_E_C_C_A -2838.79954503
sn2_D_A_E_C_B_D sn2_D_A_E_C_B_D -3298.03560047
sn2_D_A_E_C_B_A sn2_D_A_E_C_B_A -725.59680846
sn2_D_A_E_B_C_A sn2_D_A_E_B_C_A -2950.88786546
sn2_D_A_E_B_B_A sn2_D_A_E_B_B_A -837.68532006
sn2_D_A_E_B_A_C sn2_D_A_E_B_A_C -936.88036348
sn2_D_A_E_B_A_A sn2_D_A_E_B_A_A -477.64355263
sn2_D_A_E_A_B_D sn2_D_A_E_A_B_D -3205.95254069
sn2_D_A_E_A_B_A sn2_D_A_E_A_B_A -633.50459388
sn2_D_A_E_A_A_D sn2_D_A_E_A_A_D -2845.89606877
sn2_D_A_E_A_A_C sn2_D_A_E_A_A_C -732.69377846
sn2_D_A_E_A_A_B sn2_D_A_E_A_A_B -372.65383563
sn2_D_A_D_E_C_C sn2_D_A_D_E_C_C -3245.13313882
sn2_D_A_D_E_C_A sn2_D_A_D_E_C_A -2785.88315756
sn2_D_A_D_E_B_D sn2_D_A_D_E_B_D -3245.13283076
sn2_D_A_D_E_B_C sn2_D_A_D_E_B_C -1131.92916104
sn2_D_A_D_E_B_B sn2_D_A_D_E_B_B -771.87644648
sn2_D_A_D_E_A_D sn2_D_A_D_E_A_D -2885.08586088
sn2_D_A_D_E_A_A sn2_D_A_D_E_A_A -312.64140591
sn2_D_A_D_D_C_D sn2_D_A_D_D_C_D -5342.29667601
sn2_D_A_D_D_B_D sn2_D_A_D_D_B_D -3229.09230321
sn2_D_A_D_D_B_B sn2_D_A_D_D_B_B -755.83636416
sn2_D_A_D_D_A_C sn2_D_A_D_D_A_C -755.83891109
sn2_D_A_D_C_C_D sn2_D_A_D_C_C_D -5395.21252049
sn2_D_A_D_C_C_C sn2_D_A_D_C_C_C -3282.00915243
sn2_D_A_D_C_B_D sn2_D_A_D_C_B_D -3282.00841993
sn2_D_A_D_C_B_C sn2_D_A_D_C_B_C -1168.80525069
sn2_D_A_D_C_B_B sn2_D_A_D_C_B_B -808.75863756
sn2_D_A_D_C_B_A sn2_D_A_D_C_B_A -709.56449723
sn2_D_A_D_C_A_C sn2_D_A_D_C_A_C -808.75901031
sn2_D_A_D_C_A_B sn2_D_A_D_C_A_B -448.72012975
sn2_D_A_D_C_A_A sn2_D_A_D_C_A_A -349.52647442
sn2_D_A_D_B_B_D sn2_D_A_D_B_B_D -3394.08637749
sn2_D_A_D_B_B_C sn2_D_A_D_B_B_C -1280.88340290
sn2_D_A_D_B_A_C sn2_D_A_D_B_A_C -920.83773548
sn2_D_A_D_B_A_B sn2_D_A_D_B_A_B -560.80086338
sn2_D_A_D_B_A_A sn2_D_A_D_B_A_A -461.60778458
sn2_D_A_D_A_C_C sn2_D_A_D_A_C_C -3189.92133036
sn2_D_A_D_A_C_B sn2_D_A_D_A_C_B -2829.86626643
sn2_D_A_D_A_C_A sn2_D_A_D_A_C_A -2730.67192925
sn2_D_A_D_A_B_D sn2_D_A_D_A_B_D -3189.92132593
sn2_D_A_D_A_B_C sn2_D_A_D_A_B_C -1076.71742189
sn2_D_A_D_A_B_B sn2_D_A_D_A_B_B -716.66399567
sn2_D_A_D_A_B_A sn2_D_A_D_A_B_A -617.46904609
sn2_D_A_D_A_A_D sn2_D_A_D_A_A_D -2829.86626199
sn2_D_A_D_A_A_B sn2_D_A_D_A_A_B -356.61937580
sn2_D_A_C_E_C_A sn2_D_A_C_E_C_A -2838.79950022
sn2_D_A_C_E_B_D sn2_D_A_C_E_B_D -3298.04366095
sn2_D_A_C_E_B_C sn2_D_A_C_E_B_C -1184.84040954
sn2_D_A_C_E_B_B sn2_D_A_C_E_B_B -824.79256567
sn2_D_A_C_E_B_A sn2_D_A_C_E_B_A -725.59706861
sn2_D_A_C_E_A_D sn2_D_A_C_E_A_D -2938.00037882
sn2_D_A_C_E_A_C sn2_D_A_C_E_A_C -824.79854988
sn2_D_A_C_E_A_B sn2_D_A_C_E_A_B -464.75741866
sn2_D_A_C_E_A_A sn2_D_A_C_E_A_A -365.56136020
sn2_D_A_C_D_C_D sn2_D_A_C_D_C_D -5395.20745534
sn2_D_A_C_D_C_C sn2_D_A_C_D_C_C -3282.00410337
sn2_D_A_C_D_C_B sn2_D_A_C_D_C_B -2921.95578206
sn2_D_A_C_D_B_C sn2_D_A_C_D_B_C -1168.80038190
sn2_D_A_C_D_B_B sn2_D_A_C_D_B_B -808.75363588
sn2_D_A_C_D_B_A sn2_D_A_C_D_B_A -709.55859138
sn2_D_A_C_D_A_C sn2_D_A_C_D_A_C -808.75459904
sn2_D_A_C_D_A_B sn2_D_A_C_D_A_B -448.71624949
sn2_D_A_C_D_A_A sn2_D_A_C_D_A_A -349.52145061
sn2_D_A_C_C_C_B sn2_D_A_C_C_C_B -2974.86646646
sn2_D_A_C_C_C_A sn2_D_A_C_C_C_A -2875.67412273
sn2_D_A_C_C_B_C sn2_D_A_C_C_B_C -1221.70667261
sn2_D_A_C_C_B_B sn2_D_A_C_C_B_B -861.66464978
sn2_D_A_C_C_A_C sn2_D_A_C_C_A_C -861.66449609
sn2_D_A_C_C_A_A sn2_D_A_C_C_A_A -402.43559748
sn2_D_A_C_B_C_B sn2_D_A_C_B_C_B -3086.94365389
sn2_D_A_C_B_B_C sn2_D_A_C_B_B_C -1333.78342678
sn2_D_A_C_B_A_A sn2_D_A_C_B_A_A -514.51937762
sn2_D_A_C_A_C_C sn2_D_A_C_A_C_C -3242.83366780
sn2_D_A_C_A_B_B sn2_D_A_C_A_B_B -769.58157903
sn2_D_A_C_A_B_A sn2_D_A_C_A_B_A -670.38726794
sn2_D_A_C_A_A_D sn2_D_A_C_A_A_D -2882.78314712
sn2_D_A_C_A_A_C sn2_D_A_C_A_A_C -769.58161076
sn2_D_A_C_A_A_B sn2_D_A_C_A_A_B -409.54235028
sn2_D_A_B_E_A_D sn2_D_A_B_E_A_D -3050.08791408
sn2_D_A_B_E_A_A sn2_D_A_B_E_A_A -477.64902557
sn2_D_A_B_D_B_C sn2_D_A_B_D_B_C -1280.87982263
sn2_D_A_B_D_B_B sn2_D_A_B_D_B_B -920.83403971
sn2_D_A_B_D_A_B sn2_D_A_B_D_A_B -560.79725996
sn2_D_A_B_D_A_A sn2_D_A_B_D_A_A -461.60399248
sn2_D_A_B_C_B_C sn2_D_A_B_C_B_C -1333.78467695
sn2_D_A_B_C_B_A sn2_D_A_B_C_B_A -874.54988939
sn2_D_A_B_C_A_C sn2_D_A_B_C_A_C -973.74315467
sn2_D_A_B_C_A_B sn2_D_A_B_C_A_B -613.70827775
sn2_D_A_B_B_B_C sn2_D_A_B_B_B_C -1445.85167559
sn2_D_A_B_A_C_D sn2_D_A_B_A_C_D -5468.11405488
sn2_D_A_B_A_C_C sn2_D_A_B_A_C_C -3354.91064874
sn2_D_A_B_A_C_A sn2_D_A_B_A_C_A -2895.66706974
sn2_D_A_B_A_B_D sn2_D_A_B_A_B_D -3354.91059571
sn2_D_A_B_A_B_C sn2_D_A_B_A_B_C -1241.70721607
sn2_D_A_B_A_B_B sn2_D_A_B_A_B_B -881.65901890
sn2_D_A_B_A_A_D sn2_D_A_B_A_A_D -2994.86031008
sn2_D_A_B_A_A_B sn2_D_A_B_A_A_B -521.61999924
sn2_D_A_B_A_A_A sn2_D_A_B_A_A_A -422.43027416
sn2_D_A_A_E_C_D sn2_D_A_A_E_C_D -5319.15826547
sn2_D_A_A_E_C_A sn2_D_A_A_E_C_A -2746.70402730
sn2_D_A_A_E_B_D sn2_D_A_A_E_B_D -3205.95393995
sn2_D_A_A_E_B_C sn2_D_A_A_E_B_C -1092.75010073
sn2_D_A_A_E_A_C sn2_D_A_A_E_A_C -732.70144806
sn2_D_A_A_D_C_D sn2_D_A_A_D_C_D -5303.11987669
sn2_D_A_A_D_C_C sn2_D_A_A_D_C_C -3189.91551866
sn2_D_A_A_D_C_B sn2_D_A_A_D_C_B -2829.86142046
sn2_D_A_A_D_C_A sn2_D_A_A_D_C_A -2730.66724358
sn2_D_A_A_D_B_C sn2_D_A_A_D_B_C -1076.71187232
sn2_D_A_A_D_A_D sn2_D_A_A_D_A_D -2829.86141716
sn2_D_A_A_D_A_B sn2_D_A_A_D_A_B -356.61527409
sn2_D_A_A_D_A_A sn2_D_A_A_D_A_A -257.42079729
sn2_D_A_A_C_C_D sn2_D_A_A_C_C_D -5356.03651790
sn2_D_A_A_C_C_C sn2_D_A_A_C_C_C -3242.83305250
sn2_D_A_A_C_B_D sn2_D_A_A_C_B_D -3242.83251499
sn2_D_A_A_C_B_C sn2_D_A_A_C_B_C -1129.62926518
sn2_D_A_A_C_B_B sn2_D_A_A_C_B_B -769.58202523
sn2_D_A_A_C_B_A sn2_D_A_A_C_B_A -670.38827897
sn2_D_A_A_C_A_C sn2_D_A_A_C_A_C -769.58010754
sn2_D_A_A_C_A_B sn2_D_A_A_C_A_B -409.54190976
sn2_D_A_A_B_C_C sn2_D_A_A_B_C_C -3354.90867254
sn2_D_A_A_B_C_A sn2_D_A_A_B_C_A -2895.66751055
sn2_D_A_A_B_B_D sn2_D_A_A_B_B_D -3354.90867210
sn2_D_A_A_B_B_C sn2_D_A_A_B_B_C -1241.70472172
sn2_D_A_A_B_B_B sn2_D_A_A_B_B_B -881.65820317
sn2_D_A_A_B_B_A sn2_D_A_A_B_B_A -782.46497376
sn2_D_A_A_B_A_C sn2_D_A_A_B_A_C -881.65722556
sn2_D_A_A_B_A_A sn2_D_A_A_B_A_A -422.43029786
sn2_D_A_A_A_C_C sn2_D_A_A_A_C_C -3150.74635163
sn2_D_A_A_A_C_A sn2_D_A_A_A_C_A -2691.49701767
sn2_D_A_A_A_B_D sn2_D_A_A_A_B_D -3150.74633384
sn2_D_A_A_A_B_A sn2_D_A_A_A_B_A -578.29391674
sn2_D_A_A_A_A_C sn2_D_A_A_A_A_C -677.48729605
sn2_C_E_E_E_C_B sn2_C_E_E_E_C_B -3009.25566336
sn2_C_E_E_E_B_A sn2_C_E_E_E_B_A -796.86169512
sn2_C_E_E_E_A_B sn2_C_E_E_E_A_B -536.02663947
sn2_C_E_E_D_B_B sn2_C_E_E_D_B_B -880.01500096
sn2_C_E_E_D_A_A sn2_C_E_E_D_A_A -420.79262873
sn2_C_E_E_C_C_A sn2_C_E_E_C_C_A -2946.93594115
sn2_C_E_E_C_A_B sn2_C_E_E_C_A_B -572.89890444
sn2_C_E_E_C_A_A sn2_C_E_E_C_A_A -473.70762693
sn2_C_E_E_B_B_B sn2_C_E_E_B_B_B -1045.00533544
sn2_C_E_E_B_A_B sn2_C_E_E_B_A_B -684.97833325
sn2_C_E_E_A_C_B sn2_C_E_E_A_C_B -2954.03982614
sn2_C_E_E_A_B_B sn2_C_E_E_A_B_B -840.83839790
sn2_C_E_E_A_B_A sn2_C_E_E_A_B_A -741.64493916
sn2_C_E_E_A_A_C sn2_C_E_E_A_A_C -840.83637315
sn2_C_E_E_A_A_B sn2_C_E_E_A_A_B -480.80567066
sn2_C_E_E_A_A_A sn2_C_E_E_A_A_A -381.61594773
sn2_C_E_D_E_C_B sn2_C_E_D_E_C_B -2993.20717059
sn2_C_E_D_E_B_B sn2_C_E_D_E_B_B -880.00553497
sn2_C_E_D_E_B_A sn2_C_E_D_E_B_A -780.81309489
sn2_C_E_D_E_A_C sn2_C_E_D_E_A_C -880.01021306
sn2_C_E_D_E_A_A sn2_C_E_D_E_A_A -420.78317121
sn2_C_E_D_D_C_B sn2_C_E_D_D_C_B -2977.17195261
sn2_C_E_D_D_C_A sn2_C_E_D_D_C_A -2877.98172406
sn2_C_E_D_D_B_B sn2_C_E_D_D_B_B -863.97033128
sn2_C_E_D_D_B_A sn2_C_E_D_D_B_A -764.77922873
sn2_C_E_D_D_A_C sn2_C_E_D_D_A_C -863.97126467
sn2_C_E_D_D_A_B sn2_C_E_D_D_A_B -503.93916434
sn2_C_E_D_D_A_A sn2_C_E_D_D_A_A -404.74733328
sn2_C_E_D_C_C_C sn2_C_E_D_C_C_C -3390.12084468
sn2_C_E_D_C_C_B sn2_C_E_D_C_C_B -3030.08560711
sn2_C_E_D_C_C_A sn2_C_E_D_C_C_A -2930.89624865
sn2_C_E_D_C_A_C sn2_C_E_D_C_A_C -916.88461163
sn2_C_E_D_C_A_B sn2_C_E_D_C_A_B -556.85708549
sn2_C_E_D_C_A_A sn2_C_E_D_C_A_A -457.66677275
sn2_C_E_D_B_B_B sn2_C_E_D_B_B_B -1028.96272045
sn2_C_E_D_B_B_A sn2_C_E_D_B_B_A -929.77204398
sn2_C_E_D_A_B_B sn2_C_E_D_A_B_B -824.79481659
sn2_C_E_D_A_B_A sn2_C_E_D_A_B_A -725.60375670
sn2_C_E_D_A_A_C sn2_C_E_D_A_A_C -824.79487839
sn2_C_E_D_A_A_A sn2_C_E_D_A_A_A -365.57169333
sn2_C_E_C_E_C_B sn2_C_E_C_E_C_B -3046.12226882
sn2_C_E_C_E_B_B sn2_C_E_C_E_B_B -932.92128164
sn2_C_E_C_E_B_A sn2_C_E_C_E_B_A -833.73079798
sn2_C_E_C_E_A_C sn2_C_E_C_E_A_C -932.92563342
sn2_C_E_C_E_A_B sn2_C_E_C_E_A_B -572.89502352
sn2_C_E_C_E_A_A sn2_C_E_C_E_A_A -473.70142293
sn2_C_E_C_D_C_B sn2_C_E_C_D_C_B -3030.08821441
sn2_C_E_C_D_B_B sn2_C_E_C_D_B_B -916.88712637
sn2_C_E_C_D_A_C sn2_C_E_C_D_A_C -916.88854065
sn2_C_E_C_D_A_A sn2_C_E_C_D_A_A -457.66819054
sn2_C_E_C_C_B_A sn2_C_E_C_C_B_A -870.60156728
sn2_C_E_C_C_A_C sn2_C_E_C_C_A_C -969.79008981
sn2_C_E_C_B_A_C sn2_C_E_C_B_A_C -1081.86594652
sn2_C_E_C_B_A_A sn2_C_E_C_B_A_A -622.65679646
sn2_C_E_C_A_C_A sn2_C_E_C_A_C_A -2891.72380145
sn2_C_E_C_A_B_C sn2_C_E_C_A_B_C -1237.74579402
sn2_C_E_C_A_B_A sn2_C_E_C_A_B_A -778.52179729
sn2_C_E_C_A_A_A sn2_C_E_C_A_A_A -418.49063559
sn2_C_E_B_D_B_A sn2_C_E_B_D_B_A -929.77238364
sn2_C_E_B_D_A_C sn2_C_E_B_D_A_C -1028.96516999
sn2_C_E_B_D_A_A sn2_C_E_B_D_A_A -569.74179876
sn2_C_E_B_C_B_B sn2_C_E_B_C_B_B -1081.86332957
sn2_C_E_B_A_C_A sn2_C_E_B_A_C_A -3003.79521031
sn2_C_E_B_A_B_B sn2_C_E_B_A_B_B -989.78303653
sn2_C_E_B_A_A_B sn2_C_E_B_A_A_B -629.75822210
sn2_C_E_A_E_A_C sn2_C_E_A_E_A_C -840.83216891
sn2_C_E_A_E_A_B sn2_C_E_A_E_A_B -480.79715158
sn2_C_E_A_D_C_B sn2_C_E_A_D_C_B -2937.99922701
sn2_C_E_A_D_C_A sn2_C_E_A_D_C_A -2838.80989257
sn2_C_E_A_D_B_B sn2_C_E_A_D_B_B -824.79748364
sn2_C_E_A_D_B_A sn2_C_E_A_D_B_A -725.60695844
sn2_C_E_A_D_A_C sn2_C_E_A_D_A_C -824.79750633
sn2_C_E_A_D_A_B sn2_C_E_A_D_A_B -464.76383152
sn2_C_E_A_D_A_A sn2_C_E_A_D_A_A -365.57224995
sn2_C_E_A_C_C_C sn2_C_E_A_C_C_C -3350.94922283
sn2_C_E_A_C_C_A sn2_C_E_A_C_C_A -2891.72391869
sn2_C_E_A_C_B_C sn2_C_E_A_C_B_C -1237.74650420
sn2_C_E_A_C_B_B sn2_C_E_A_C_B_B -877.71111849
sn2_C_E_A_C_B_A sn2_C_E_A_C_B_A -778.52184809
sn2_C_E_A_C_A_A sn2_C_E_A_C_A_A -418.49048126
sn2_C_E_A_B_C_B sn2_C_E_A_B_C_B -3102.98631509
sn2_C_E_A_B_A_A sn2_C_E_A_B_A_A -530.57153178
sn2_C_E_A_A_C_B sn2_C_E_A_A_C_B -2898.82331120
sn2_C_E_A_A_C_A sn2_C_E_A_A_C_A -2799.63465439
sn2_C_E_A_A_B_B sn2_C_E_A_A_B_B -785.62155207
sn2_C_E_A_A_B_A sn2_C_E_A_A_B_A -686.43166672
sn2_C_E_A_A_A_C sn2_C_E_A_A_A_C -785.62151041
sn2_C_E_A_A_A_A sn2_C_E_A_A_A_A -326.39674945
sn2_C_D_E_E_C_B sn2_C_D_E_E_C_B -2993.19903587
sn2_C_D_E_E_B_B sn2_C_D_E_E_B_B -879.99742758
sn2_C_D_E_E_A_B sn2_C_D_E_E_A_B -519.97710024
sn2_C_D_E_E_A_A sn2_C_D_E_E_A_A -420.78753122
sn2_C_D_E_D_C_B sn2_C_D_E_D_C_B -2977.16194627
sn2_C_D_E_D_A_B sn2_C_D_E_D_A_B -503.92778988
sn2_C_D_E_C_C_B sn2_C_D_E_C_C_B -3030.07422639
sn2_C_D_E_C_B_B sn2_C_D_E_C_B_B -916.87329232
sn2_C_D_E_C_A_A sn2_C_D_E_C_A_A -457.65837852
sn2_C_D_E_A_C_C sn2_C_D_E_A_C_C -3298.03167126
sn2_C_D_E_A_C_B sn2_C_D_E_A_C_B -2937.99163118
sn2_C_D_E_A_C_A sn2_C_D_E_A_C_A -2838.80425585
sn2_C_D_E_A_B_C sn2_C_D_E_A_B_C -1184.82855144
sn2_C_D_E_A_B_B sn2_C_D_E_A_B_B -824.78999292
sn2_C_D_E_A_A_C sn2_C_D_E_A_A_C -824.78648633
sn2_C_D_E_A_A_B sn2_C_D_E_A_A_B -464.75363326
sn2_C_D_E_A_A_A sn2_C_D_E_A_A_A -365.56646931
sn2_C_D_D_E_C_B sn2_C_D_D_E_C_B -2977.16161806
sn2_C_D_D_D_A_B sn2_C_D_D_D_A_B -487.89233870
sn2_C_D_D_C_C_C sn2_C_D_D_C_C_C -3374.07783789
sn2_C_D_D_C_B_C sn2_C_D_D_C_B_C -1260.87545800
sn2_C_D_D_C_B_A sn2_C_D_D_C_B_A -801.65133991
sn2_C_D_D_A_C_C sn2_C_D_D_A_C_C -3281.99518225
sn2_C_D_D_A_C_B sn2_C_D_D_A_C_B -2921.95142667
sn2_C_D_D_A_B_C sn2_C_D_D_A_B_C -1168.79205225
sn2_C_D_D_A_A_D sn2_C_D_D_A_A_D -2921.95143144
sn2_C_D_D_A_A_C sn2_C_D_D_A_A_C -808.75003560
sn2_C_D_D_A_A_B sn2_C_D_D_A_A_B -448.71488848
sn2_C_D_C_E_C_A sn2_C_D_C_E_C_A -2930.89342514
sn2_C_D_C_E_A_C sn2_C_D_C_E_A_C -916.88272027
sn2_C_D_C_D_C_A sn2_C_D_C_D_C_A -2914.86172896
sn2_C_D_C_D_B_A sn2_C_D_C_D_B_A -801.65865313
sn2_C_D_C_D_A_B sn2_C_D_C_D_A_B -540.81429940
sn2_C_D_C_D_A_A sn2_C_D_C_D_A_A -441.62469425
sn2_C_D_C_C_B_A sn2_C_D_C_C_B_A -854.56087080
sn2_C_D_C_A_C_B sn2_C_D_C_A_C_B -2974.87015465
sn2_C_D_C_A_B_A sn2_C_D_C_A_B_A -762.48301731
sn2_C_D_C_A_A_C sn2_C_D_C_A_A_C -861.66812616
sn2_C_D_B_D_C_A sn2_C_D_B_D_C_A -3026.93841416
sn2_C_D_B_D_A_B sn2_C_D_B_D_A_B -652.89461996
sn2_C_D_B_C_B_C sn2_C_D_B_C_B_C -1425.85623049
sn2_C_D_B_A_C_B sn2_C_D_B_A_C_B -3086.94544001
sn2_C_D_B_A_B_C sn2_C_D_B_A_B_C -1333.78065166
sn2_C_D_B_A_A_A sn2_C_D_B_A_A_A -514.52842997
sn2_C_D_A_E_C_C sn2_C_D_A_E_C_C -3298.03063545
sn2_C_D_A_E_B_D sn2_C_D_A_E_B_D -3298.03066836
sn2_C_D_A_E_B_C sn2_C_D_A_E_B_C -1184.82737629
sn2_C_D_A_E_A_D sn2_C_D_A_E_A_D -2937.99024788
sn2_C_D_A_E_A_C sn2_C_D_A_E_A_C -824.78843215
sn2_C_D_A_E_A_B sn2_C_D_A_E_A_B -464.75150577
sn2_C_D_A_D_C_C sn2_C_D_A_D_C_C -3281.99936295
sn2_C_D_A_D_B_C sn2_C_D_A_D_B_C -1168.79610301
sn2_C_D_A_D_B_A sn2_C_D_A_D_B_A -709.56729332
sn2_C_D_A_D_A_D sn2_C_D_A_D_A_D -2921.95574293
sn2_C_D_A_D_A_B sn2_C_D_A_D_A_B -448.71853652
sn2_C_D_A_C_C_C sn2_C_D_A_C_C_C -3334.90809690
sn2_C_D_A_C_B_C sn2_C_D_A_C_B_C -1221.70520632
sn2_C_D_A_C_B_A sn2_C_D_A_C_B_A -762.48073066
sn2_C_D_A_C_A_B sn2_C_D_A_C_A_B -501.63479934
sn2_C_D_A_B_B_C sn2_C_D_A_B_B_C -1333.77900033
sn2_C_D_A_A_C_D sn2_C_D_A_A_C_D -5356.02698144
sn2_C_D_A_A_C_B sn2_C_D_A_A_C_B -2882.77998705
sn2_C_D_A_A_B_D sn2_C_D_A_A_B_D -3242.82352445
sn2_C_D_A_A_B_C sn2_C_D_A_A_B_C -1129.61994418
sn2_C_D_A_A_B_B sn2_C_D_A_A_B_B -769.57853145
sn2_C_D_A_A_A_B sn2_C_D_A_A_A_B -409.54290522
sn2_C_C_E_E_B_C sn2_C_C_E_E_B_C -1292.94737099
sn2_C_C_E_E_A_B sn2_C_C_E_E_A_B -572.88191045
sn2_C_C_E_E_A_A sn2_C_C_E_E_A_A -473.71037673
sn2_C_C_E_D_B_C sn2_C_C_E_D_B_C -1276.90802247
sn2_C_C_E_D_A_A sn2_C_C_E_D_A_A -457.66045064
sn2_C_C_E_C_C_B sn2_C_C_E_C_C_B -3082.98190996
sn2_C_C_E_A_C_C sn2_C_C_E_A_C_C -3350.94013795
sn2_C_C_E_A_B_B sn2_C_C_E_A_B_B -877.69849465
sn2_C_C_E_A_A_B sn2_C_C_E_A_A_B -517.66577744
sn2_C_C_D_E_B_B sn2_C_C_D_E_B_B -916.87298236
sn2_C_C_D_E_A_C sn2_C_C_D_E_A_C -916.87809556
sn2_C_C_D_E_A_A sn2_C_C_D_E_A_A -457.66225269
sn2_C_C_D_D_B_B sn2_C_C_D_D_B_B -900.83693506
sn2_C_C_D_D_A_C sn2_C_C_D_D_A_C -900.83849602
