calc label enthalpyR enthalpyP
sn2_D_D_B_D_A_C sn2_D_D_B_D_A_C -500.30436608 -860.32220590
sn2_D_D_B_A_B_A sn2_D_D_B_A_B_A -362.01560078
sn2_D_D_B_A_A_B sn2_D_D_B_A_A_B -461.12667788 -461.12666033
sn2_D_D_A_E_C_B sn2_D_D_A_E_C_B -2785.39247235 -312.18018104
sn2_D_D_A_E_B_B sn2_D_D_A_E_B_B -672.19747134 -312.17940924
sn2_D_D_A_E_B_A sn2_D_D_A_E_B_A -672.19746854 -213.06192469
sn2_D_D_A_E_A_D sn2_D_D_A_E_A_D -312.18018295 -2785.39072574
sn2_D_D_A_D_C_B sn2_D_D_A_D_C_B -2769.35567037 -296.14407284
sn2_D_D_A_D_B_C sn2_D_D_A_D_B_C -656.16080036 -656.16080540
sn2_D_D_A_D_A_D sn2_D_D_A_D_A_D -296.14407205 -2769.35566474
sn2_D_D_A_D_A_B sn2_D_D_A_D_A_B -296.14408350 -296.14407941
sn2_D_D_A_C_C_D sn2_D_D_A_C_C_D -2822.26293342 -2822.26292726
sn2_D_D_A_C_B_C sn2_D_D_A_C_B_C -709.06817146 -709.06819038
sn2_D_D_A_C_B_A sn2_D_D_A_C_B_A -709.06817299 -249.93904670
sn2_D_D_A_C_A_B sn2_D_D_A_C_A_B -349.05210160 -349.05212079
sn2_D_D_A_B_C_C sn2_D_D_A_B_C_C -2934.33696727 -821.14229636
sn2_D_D_A_B_B_D sn2_D_D_A_B_B_D -821.14234283 -2934.33697162
sn2_D_D_A_B_A_B sn2_D_D_A_B_A_B -461.12667103 -461.12667493
sn2_D_D_A_B_A_A sn2_D_D_A_B_A_A -461.07205819 -362.01533986
sn2_D_D_A_A_C_C sn2_D_D_A_A_C_C -2730.18451536 -616.98963290
sn2_D_D_A_A_B_D sn2_D_D_A_A_B_D -616.98963163 -2730.18451110
sn2_D_D_A_A_B_C sn2_D_D_A_A_B_C -616.98963158 -616.98963274
sn2_D_D_A_A_B_A sn2_D_D_A_A_B_A -616.98963075 -157.85633646
sn2_D_D_A_A_A_D sn2_D_D_A_A_A_D -256.97304679 -2730.18450211
sn2_D_D_A_A_A_B sn2_D_D_A_A_A_B -256.97305087 -256.97306344
sn2_D_C_E_E_C_B sn2_D_C_E_E_C_B -2893.50900109 -420.29805178
sn2_D_C_E_E_C_A sn2_D_C_E_E_C_A -2893.51212209 -321.18929675
sn2_D_C_E_E_B_B sn2_D_C_E_E_B_B -780.31296623 -420.29239601
sn2_D_C_E_E_A_D sn2_D_C_E_E_A_D -420.29417444 -2893.51013219
sn2_D_C_E_E_A_C sn2_D_C_E_E_A_C -420.29416674 -780.31432946
sn2_D_C_E_E_A_B sn2_D_C_E_E_A_B -420.29413712 -420.29651727
sn2_D_C_E_D_B_C sn2_D_C_E_D_B_C -764.26972860 -764.27222500
sn2_D_C_E_D_A_C sn2_D_C_E_D_A_C -404.25144135 -764.27220240
sn2_D_C_E_D_A_A sn2_D_C_E_D_A_A -404.25525748 -305.14876807
sn2_D_C_E_C_C_A sn2_D_C_E_C_C_A -2930.36888970 -358.05084281
sn2_D_C_E_C_A_B sn2_D_C_E_C_A_B -457.15100344 -457.15334692
sn2_D_C_E_A_A_B sn2_D_C_E_A_A_B -365.07909477 -365.07720635
sn2_D_C_E_A_A_A sn2_D_C_E_A_A_A -365.07967225 -265.97251340
sn2_D_C_D_E_C_C sn2_D_C_D_E_C_C -2877.46953941 -764.27430998
sn2_D_C_D_E_B_C sn2_D_C_D_E_B_C -764.27208281 -764.27432207
sn2_D_C_D_E_B_B sn2_D_C_D_E_B_B -764.27367517 -404.25745614
sn2_D_C_D_E_A_D sn2_D_C_D_E_A_D -404.25594664 -2877.46969583
sn2_D_C_D_E_A_C sn2_D_C_D_E_A_C -404.25593837 -764.27430348
sn2_D_C_D_E_A_A sn2_D_C_D_E_A_A -404.25588291 -305.14832489
sn2_D_C_D_D_B_D sn2_D_C_D_D_B_D -748.23445172 -2861.43091790
sn2_D_C_D_D_A_C sn2_D_C_D_D_A_C -388.21715337 -748.23554711
sn2_D_C_D_D_A_B sn2_D_C_D_D_A_B -388.21714097 -388.21908296
sn2_D_C_D_C_C_C sn2_D_C_D_C_C_C -2914.33431748 -801.13813852
sn2_D_C_D_C_B_C sn2_D_C_D_C_B_C -801.13851332 -801.13925935
sn2_D_C_D_C_B_B sn2_D_C_D_C_B_B -801.13851869 -441.12085176
sn2_D_C_D_C_A_B sn2_D_C_D_C_A_B -441.12139732 -441.12242022
sn2_D_C_D_A_B_C sn2_D_C_D_A_B_C -709.06127823 -709.06124724
sn2_D_C_D_A_B_A sn2_D_C_D_A_B_A -709.06126898 -249.93829527
sn2_D_C_D_A_A_D sn2_D_C_D_A_A_D -349.04415629 -2822.25702256
sn2_D_C_C_E_B_C sn2_D_C_C_E_B_C -817.17278012 -817.17005661
sn2_D_C_C_E_A_A sn2_D_C_C_E_A_A -457.15507379 -358.04966379
sn2_D_C_C_D_B_B sn2_D_C_C_D_B_B -801.13486643 -441.11941973
sn2_D_C_C_D_A_B sn2_D_C_C_D_A_B -441.11776055 -441.11942328
sn2_D_C_C_C_A_A sn2_D_C_C_C_A_A -493.94646169 -394.90936092
sn2_D_C_C_B_C_B sn2_D_C_C_B_C_B -3079.29715808 -606.08590792
sn2_D_C_C_A_B_D sn2_D_C_C_A_B_D -761.96089661 -2875.15673609
sn2_D_C_C_A_A_C sn2_D_C_C_A_A_C -401.94391537 -761.96089659
sn2_D_C_B_E_B_C sn2_D_C_B_E_B_C -929.25719603 -929.25795759
sn2_D_C_B_E_B_B sn2_D_C_B_E_B_B -929.25723031 -569.24116601
sn2_D_C_B_C_C_B sn2_D_C_B_C_C_B -3079.29845406 -606.08660554
sn2_D_C_B_C_B_B sn2_D_C_B_C_B_B -966.10263635 -606.08660845
sn2_D_C_B_A_B_B sn2_D_C_B_A_B_B -874.03492756 -514.01787847
sn2_D_C_B_A_A_D sn2_D_C_B_A_A_D -514.01785213 -2987.23001148
sn2_D_C_B_A_A_C sn2_D_C_B_A_A_C -514.01779366 -874.03500023
sn2_D_C_A_E_B_D sn2_D_C_A_E_B_D -725.09622293 -2838.29210756
sn2_D_C_A_E_B_C sn2_D_C_A_E_B_C -725.09622130 -725.09622264
sn2_D_C_A_E_A_D sn2_D_C_A_E_A_D -365.07846483 -2838.29253988
sn2_D_C_A_E_A_C sn2_D_C_A_E_A_C -365.07846556 -725.09650158
sn2_D_C_A_D_B_D sn2_D_C_A_D_B_D -709.05924475 -2822.25501561
sn2_D_C_A_D_B_C sn2_D_C_A_D_B_C -709.05924216 -709.05923543
sn2_D_C_A_D_B_B sn2_D_C_A_D_B_B -709.05924415 -349.04219351
sn2_D_C_A_D_A_C sn2_D_C_A_D_A_C -349.04220248 -709.05924026
sn2_D_C_A_D_A_B sn2_D_C_A_D_A_B -349.04220201 -349.04334805
sn2_D_C_A_C_C_C sn2_D_C_A_C_C_C -2875.15820425 -761.96238070
sn2_D_C_A_C_C_A sn2_D_C_A_C_C_A -2875.15820504 -302.84300665
sn2_D_C_A_C_B_D sn2_D_C_A_C_B_D -761.96236938 -2875.15821431
sn2_D_C_A_C_B_C sn2_D_C_A_C_B_C -761.96236998 -761.96238060
sn2_D_C_A_B_C_C sn2_D_C_A_B_C_C -2987.23139509 -874.03560519
sn2_D_C_A_B_C_A sn2_D_C_A_B_C_A -2987.23141254 -414.92002605
sn2_D_C_A_B_B_C sn2_D_C_A_B_B_C -874.03558841 -874.03560570
sn2_D_C_A_B_A_C sn2_D_C_A_B_A_C -514.01903173 -874.03684802
sn2_D_C_A_B_A_B sn2_D_C_A_B_A_B -514.01904179 -514.01882151
sn2_D_C_A_A_A_C sn2_D_C_A_A_A_C -309.87089129 -669.88773500
sn2_D_C_A_A_A_B sn2_D_C_A_A_A_B -309.87088147 -309.87088300
sn2_D_B_E_E_A_B sn2_D_B_E_E_A_B -532.38450850 -532.37723880
sn2_D_B_E_E_A_A sn2_D_B_E_E_A_A -532.38451651 -433.26989751
sn2_D_B_E_A_A_D sn2_D_B_E_A_A_D -477.16570095 -2950.37127056
sn2_D_B_E_A_A_B sn2_D_B_E_A_A_B -477.16571253 -477.16280879
sn2_D_B_E_A_A_A sn2_D_B_E_A_A_A -477.16571399 -378.05319628
sn2_D_B_D_E_A_C sn2_D_B_D_E_A_C -516.34029908 -876.35183581
sn2_D_B_D_C_B_C sn2_D_B_D_C_B_C -913.21897747 -913.21687624
sn2_D_B_D_A_B_C sn2_D_B_D_A_B_C -821.14110820 -821.14115008
sn2_D_B_D_A_B_B sn2_D_B_D_A_B_B -821.14109229 -461.13103077
sn2_D_B_D_A_A_C sn2_D_B_D_A_A_C -461.13099263 -821.14114045
sn2_D_B_C_D_A_C sn2_D_B_C_D_A_C -553.20504145 -913.21840188
sn2_D_B_C_A_B_C sn2_D_B_C_A_B_C -874.04118908 -874.04117512
sn2_D_B_C_A_B_A sn2_D_B_C_A_B_A -874.04112895 -414.92292913
sn2_D_B_A_E_B_B sn2_D_B_A_E_B_B -837.17435052 -477.16440860
sn2_D_B_A_E_A_B sn2_D_B_A_E_A_B -477.16460800 -477.16282308
sn2_D_B_A_D_B_B sn2_D_B_A_D_B_B -821.13974809 -461.12912728
sn2_D_B_A_C_B_C sn2_D_B_A_C_B_C -874.04318937 -874.04323420
sn2_D_B_A_B_A_A sn2_D_B_A_B_A_A -626.10495456 -526.99849574
sn2_D_B_A_A_C_B sn2_D_B_A_A_C_B -2895.16296609 -421.95736066
sn2_D_B_A_A_A_B sn2_D_B_A_A_A_B -421.95341931 -421.95342846
sn2_D_B_A_A_A_A sn2_D_B_A_A_A_A -421.95342804 -322.84358082
sn2_D_A_E_E_C_D sn2_D_A_E_E_C_D -2801.42859310 -2801.43035124
sn2_D_A_E_E_C_A sn2_D_A_E_E_C_A -2801.43212550 -229.10580772
sn2_D_A_E_E_B_D sn2_D_A_E_E_B_D -688.23266495 -2801.43119622
sn2_D_A_E_E_B_C sn2_D_A_E_E_B_C -688.23266444 -688.23556706
sn2_D_A_E_E_B_B sn2_D_A_E_E_B_B -688.23265328 -328.21819222
sn2_D_A_E_E_B_A sn2_D_A_E_E_B_A -688.23266214 -229.10581035
sn2_D_A_E_E_A_D sn2_D_A_E_E_A_D -328.21359672 -2801.43119509
sn2_D_A_E_E_A_C sn2_D_A_E_E_A_C -328.21359624 -688.23556558
sn2_D_A_E_E_A_A sn2_D_A_E_E_A_A -328.21358964 -229.10615860
sn2_D_A_E_D_C_D sn2_D_A_E_D_C_D -2785.38578883 -2785.38923359
sn2_D_A_E_D_C_C sn2_D_A_E_D_C_C -2785.38578684 -672.19363462
sn2_D_A_E_D_C_B sn2_D_A_E_D_C_B -2785.38578701 -312.17622363
sn2_D_A_E_D_B_D sn2_D_A_E_D_B_D -672.18990592 -2785.38923149
sn2_D_A_E_D_B_C sn2_D_A_E_D_B_C -672.18990265 -672.19363772
sn2_D_A_E_D_B_B sn2_D_A_E_D_B_B -672.18991723 -312.17622531
sn2_D_A_E_D_A_B sn2_D_A_E_D_A_B -312.17546857 -312.17622237
sn2_D_A_E_D_A_A sn2_D_A_E_D_A_A -312.17547407 -213.06395732
sn2_D_A_E_C_C_D sn2_D_A_E_C_C_D -2838.28803945 -2838.29231093
sn2_D_A_E_C_C_C sn2_D_A_E_C_C_C -2838.28804499 -725.09673242
sn2_D_A_E_C_C_A sn2_D_A_E_C_C_A -2838.19024279 -265.96998622
sn2_D_A_E_C_B_D sn2_D_A_E_C_B_D -725.09224868 -2838.29260237
sn2_D_A_E_C_B_A sn2_D_A_E_C_B_A -725.09225760 -265.96998490
sn2_D_A_E_B_C_A sn2_D_A_E_B_C_A -2950.37367669 -378.05379973
sn2_D_A_E_B_B_A sn2_D_A_E_B_B_A -837.17797220 -378.05596808
sn2_D_A_E_B_A_C sn2_D_A_E_B_A_C -477.16088442 -837.17350169
sn2_D_A_E_B_A_A sn2_D_A_E_B_A_A -477.16709973 -378.05597694
sn2_D_A_E_A_B_D sn2_D_A_E_A_B_D -633.01347998 -2746.21286343
sn2_D_A_E_A_B_A sn2_D_A_E_A_B_A -633.01348123 -173.88658586
sn2_D_A_E_A_A_D sn2_D_A_E_A_A_D -272.99458596 -2746.21285844
sn2_D_A_E_A_A_C sn2_D_A_E_A_A_C -272.99457602 -633.01700207
sn2_D_A_E_A_A_B sn2_D_A_E_A_A_B -272.99750910 -272.99883629
sn2_D_A_D_E_C_C sn2_D_A_D_E_C_C -2785.39030751 -672.19308844
sn2_D_A_D_E_C_A sn2_D_A_D_E_C_A -2785.39030440 -213.06504709
sn2_D_A_D_E_B_D sn2_D_A_D_E_B_D -672.19447270 -2785.38854914
sn2_D_A_D_E_B_C sn2_D_A_D_E_B_C -672.19447254 -672.19308817
sn2_D_A_D_E_B_B sn2_D_A_D_E_B_B -672.19447430 -312.17579528
sn2_D_A_D_E_A_D sn2_D_A_D_E_A_D -312.17626584 -2785.38852169
sn2_D_A_D_E_A_A sn2_D_A_D_E_A_A -312.17627189 -213.06504937
sn2_D_A_D_D_C_D sn2_D_A_D_D_C_D -2769.35179173 -2769.35098031
sn2_D_A_D_D_B_D sn2_D_A_D_D_B_D -656.15602532 -2769.35097698
sn2_D_A_D_D_B_B sn2_D_A_D_D_B_B -656.15603218 -296.13856663
sn2_D_A_D_D_A_C sn2_D_A_D_D_A_C -296.13808153 -656.15558541
sn2_D_A_D_C_C_D sn2_D_A_D_C_C_D -2822.25880939 -2822.25914241
sn2_D_A_D_C_C_C sn2_D_A_D_C_C_C -2822.25881219 -709.06375283
sn2_D_A_D_C_B_D sn2_D_A_D_C_B_D -709.06322674 -2822.25914542
sn2_D_A_D_C_B_C sn2_D_A_D_C_B_C -709.06322509 -709.06376555
sn2_D_A_D_C_B_B sn2_D_A_D_C_B_B -709.06322023 -349.04692633
sn2_D_A_D_C_B_A sn2_D_A_D_C_B_A -708.82467783 -249.93830921
sn2_D_A_D_C_A_C sn2_D_A_D_C_A_C -349.04593388 -709.06376795
sn2_D_A_D_C_A_B sn2_D_A_D_C_A_B -349.04593511 -349.04692322
sn2_D_A_D_C_A_A sn2_D_A_D_C_A_A -349.04592907 -249.93831204
sn2_D_A_D_B_B_D sn2_D_A_D_B_B_D -821.14097206 -2934.34005793
sn2_D_A_D_B_B_C sn2_D_A_D_B_B_C -821.14097398 -821.14065659
sn2_D_A_D_B_A_C sn2_D_A_D_B_A_C -461.12433296 -821.14425023
sn2_D_A_D_B_A_B sn2_D_A_D_B_A_B -461.12434384 -461.12630392
sn2_D_A_D_B_A_A sn2_D_A_D_B_A_A -461.11644981 -362.01999519
sn2_D_A_D_A_C_C sn2_D_A_D_A_C_C -2730.17796647 -616.98223833
sn2_D_A_D_A_C_B sn2_D_A_D_A_C_B -2730.17796155 -256.96447324
sn2_D_A_D_A_C_A sn2_D_A_D_A_C_A -2730.17796226 -157.85303091
sn2_D_A_D_A_B_D sn2_D_A_D_A_B_D -616.98223739 -2730.17797084
sn2_D_A_D_A_B_C sn2_D_A_D_A_B_C -616.98223652 -616.98223802
sn2_D_A_D_A_B_B sn2_D_A_D_A_B_B -616.98223722 -256.96447371
sn2_D_A_D_A_B_A sn2_D_A_D_A_B_A -616.98223388 -157.85303127
sn2_D_A_D_A_A_D sn2_D_A_D_A_A_D -256.96447115 -2730.17797217
sn2_D_A_D_A_A_B sn2_D_A_D_A_A_B -256.96446196 -256.96447259
sn2_D_A_C_E_C_A sn2_D_A_C_E_C_A -265.97259892
sn2_D_A_C_E_B_D sn2_D_A_C_E_B_D -725.09811482 -2838.29275871
sn2_D_A_C_E_B_C sn2_D_A_C_E_B_C -725.09810326 -725.09704886
sn2_D_A_C_E_B_B sn2_D_A_C_E_B_B -725.09812200 -365.07953900
sn2_D_A_C_E_B_A sn2_D_A_C_E_B_A -724.97517094 -265.97260493
sn2_D_A_C_E_A_D sn2_D_A_C_E_A_D -365.08047176 -2838.29275792
sn2_D_A_C_E_A_C sn2_D_A_C_E_A_C -365.08047675 -725.09705053
sn2_D_A_C_E_A_B sn2_D_A_C_E_A_B -365.08050265 -365.07954235
sn2_D_A_C_E_A_A sn2_D_A_C_E_A_A -365.08048360 -265.97259825
sn2_D_A_C_D_C_D sn2_D_A_C_D_C_D -2822.25667596 -2822.25654316
sn2_D_A_C_D_C_C sn2_D_A_C_D_C_C -2822.25667641 -709.06104599
sn2_D_A_C_D_C_B sn2_D_A_C_D_C_B -2822.25666750 -349.04398671
sn2_D_A_C_D_B_C sn2_D_A_C_D_B_C -709.06099362 -709.06104692
sn2_D_A_C_D_B_B sn2_D_A_C_D_B_B -709.06100662 -349.04398743
sn2_D_A_C_D_B_A sn2_D_A_C_D_B_A -249.93649380
sn2_D_A_C_D_A_C sn2_D_A_C_D_A_C -349.04379912 -709.06104591
sn2_D_A_C_D_A_B sn2_D_A_C_D_A_B -349.04379389 -349.04398881
sn2_D_A_C_D_A_A sn2_D_A_C_D_A_A -349.04378950 -249.93649699
sn2_D_A_C_C_C_B sn2_D_A_C_C_C_B -2875.15176730 -401.93990220
sn2_D_A_C_C_C_A sn2_D_A_C_C_C_A -302.83504611
sn2_D_A_C_C_B_C sn2_D_A_C_C_B_C -761.95610740 -761.95692449
sn2_D_A_C_C_B_B sn2_D_A_C_C_B_B -761.95610499 -401.93991048
sn2_D_A_C_C_A_C sn2_D_A_C_C_A_C -401.93913147 -761.95692028
sn2_D_A_C_C_A_A sn2_D_A_C_C_A_A -401.93895454 -302.83502402
sn2_D_A_C_B_C_B sn2_D_A_C_B_C_B -2987.22756487 -514.01674899
sn2_D_A_C_B_B_C sn2_D_A_C_B_B_C -874.03187334 -874.03496847
sn2_D_A_C_B_A_A sn2_D_A_C_B_A_A -513.91015086 -414.91410608
sn2_D_A_C_A_C_C sn2_D_A_C_A_C_C -2783.08292679 -669.88727498
sn2_D_A_C_A_B_B sn2_D_A_C_A_B_B -669.88726219 -309.87013543
sn2_D_A_C_A_B_A sn2_D_A_C_A_B_A -669.88726709 -210.76291014
sn2_D_A_C_A_A_D sn2_D_A_C_A_A_D -309.87015105 -2783.08294480
sn2_D_A_C_A_A_C sn2_D_A_C_A_A_C -309.87015570 -669.88727058
sn2_D_A_C_A_A_B sn2_D_A_C_A_A_B -309.87014017 -309.87015164
sn2_D_A_B_E_A_D sn2_D_A_B_E_A_D -477.16923372 -2950.37984562
sn2_D_A_B_E_A_A sn2_D_A_B_E_A_A -477.08627464 -378.06177812
sn2_D_A_B_D_B_C sn2_D_A_B_D_B_C -821.14180382 -821.14290839
sn2_D_A_B_D_B_B sn2_D_A_B_D_B_B -821.14181040 -461.12538474
sn2_D_A_B_D_A_B sn2_D_A_B_D_A_B -461.12434003 -461.12538649
sn2_D_A_B_D_A_A sn2_D_A_B_D_A_A -461.00178722 -362.01817781
sn2_D_A_B_C_B_C sn2_D_A_B_C_B_C -874.03515150 -874.03592875
sn2_D_A_B_C_B_A sn2_D_A_B_C_B_A -874.03514036 -414.91138179
sn2_D_A_B_C_A_C sn2_D_A_B_C_A_C -514.01765735 -874.03593233
sn2_D_A_B_C_A_B sn2_D_A_B_C_A_B -514.01766391 -514.01851335
sn2_D_A_B_B_B_C sn2_D_A_B_B_B_C -986.10703561 -986.11235331
sn2_D_A_B_A_C_D sn2_D_A_B_A_C_D -2895.16014542 -2895.16015739
sn2_D_A_B_A_C_C sn2_D_A_B_A_C_C -2895.16014401 -781.96449970
sn2_D_A_B_A_C_A sn2_D_A_B_A_C_A -322.84012859
sn2_D_A_B_A_B_D sn2_D_A_B_A_B_D -781.96447087 -2895.16015739
sn2_D_A_B_A_B_C sn2_D_A_B_A_B_C -781.96447428 -781.96449785
sn2_D_A_B_A_B_B sn2_D_A_B_A_B_B -781.96447695 -421.94691356
sn2_D_A_B_A_A_D sn2_D_A_B_A_A_D -421.94693055 -2895.16017318
sn2_D_A_B_A_A_B sn2_D_A_B_A_A_B -421.94692633 -421.94693819
sn2_D_A_B_A_A_A sn2_D_A_B_A_A_A -421.78623690 -322.84104062
sn2_D_A_A_E_C_D sn2_D_A_A_E_C_D -2746.21295028 -2746.21280706
sn2_D_A_A_E_C_A sn2_D_A_A_E_C_A -2746.21295058 -173.88701900
sn2_D_A_A_E_B_D sn2_D_A_A_E_B_D -633.01705091 -2746.21281013
sn2_D_A_A_E_B_C sn2_D_A_A_E_B_C -633.01705180 -633.01691154
sn2_D_A_A_E_A_C sn2_D_A_A_E_A_C -272.99866047 -633.01688074
sn2_D_A_A_D_C_D sn2_D_A_A_D_C_D -2730.17675223 -2730.17719299
sn2_D_A_A_D_C_C sn2_D_A_A_D_C_C -2730.17719056 -616.98100297
sn2_D_A_A_D_C_B sn2_D_A_A_D_C_B -2730.17674977 -256.96336817
sn2_D_A_A_D_C_A sn2_D_A_A_D_C_A -2730.17675808 -157.85191442
sn2_D_A_A_D_B_C sn2_D_A_A_D_B_C -616.98098626 -616.98100200
sn2_D_A_A_D_A_D sn2_D_A_A_D_A_D -256.96309631 -2730.17719108
sn2_D_A_A_D_A_B sn2_D_A_A_D_A_B -256.96309581 -256.96336380
sn2_D_A_A_D_A_A sn2_D_A_A_D_A_A -256.96308965 -157.85191439
sn2_D_A_A_C_C_D sn2_D_A_A_C_C_D -2783.08374638 -2783.08375876
sn2_D_A_A_C_C_C sn2_D_A_A_C_C_C -2783.08375244 -669.88927627
sn2_D_A_A_C_B_D sn2_D_A_A_C_B_D -669.88814584 -2783.08375721
sn2_D_A_A_C_B_C sn2_D_A_A_C_B_C -669.88814948 -669.88814697
sn2_D_A_A_C_B_B sn2_D_A_A_C_B_B -669.88814878 -309.87080845
sn2_D_A_A_C_B_A sn2_D_A_A_C_B_A -669.88815200 -210.76346276
sn2_D_A_A_C_A_C sn2_D_A_A_C_A_C -309.87077391 -669.88927926
sn2_D_A_A_C_A_B sn2_D_A_A_C_A_B -309.87079023 -309.87173848
sn2_D_A_A_B_C_C sn2_D_A_A_B_C_C -2895.15763615 -781.96195735
sn2_D_A_A_B_C_A sn2_D_A_A_B_C_A -322.84103285
sn2_D_A_A_B_B_D sn2_D_A_A_B_B_D -781.96534729 -2895.15762498
sn2_D_A_A_B_B_C sn2_D_A_A_B_B_C -781.96196769 -781.96534483
sn2_D_A_A_B_B_B sn2_D_A_A_B_B_B -781.96197320 -421.94504514
sn2_D_A_A_B_B_A sn2_D_A_A_B_B_A -322.84102050
sn2_D_A_A_B_A_C sn2_D_A_A_B_A_C -421.94503865 -781.96534330
sn2_D_A_A_B_A_A sn2_D_A_A_B_A_A -421.79234336 -322.84101563
sn2_D_A_A_A_C_C sn2_D_A_A_A_C_C -2691.00552009 -577.80975041
sn2_D_A_A_A_C_A sn2_D_A_A_A_C_A -2691.00551871 -118.68077952
sn2_D_A_A_A_B_D sn2_D_A_A_A_B_D -577.80975194 -2691.00552224
sn2_D_A_A_A_B_A sn2_D_A_A_A_B_A -577.80975625 -118.68078068
sn2_D_A_A_A_A_C sn2_D_A_A_A_A_C -217.79207181 -577.80974843
sn2_C_E_E_E_C_B sn2_C_E_E_E_C_B -2909.54995378 -436.33352402
sn2_C_E_E_E_B_A sn2_C_E_E_E_B_A -796.34775763 -337.22635138
sn2_C_E_E_E_A_B sn2_C_E_E_E_A_B -436.33674862 -436.33293391
sn2_C_E_E_D_B_B sn2_C_E_E_D_B_B -780.31314775 -420.29596894
sn2_C_E_E_D_A_A sn2_C_E_E_D_A_A -420.30024318 -321.18592938
sn2_C_E_E_C_C_A sn2_C_E_E_C_C_A -2946.40231796 -374.08535938
sn2_C_E_E_C_A_B sn2_C_E_E_C_A_B -473.19319114 -473.19929962
sn2_C_E_E_C_A_A sn2_C_E_E_C_A_A -473.20146126 -374.08705724
sn2_C_E_E_B_B_B sn2_C_E_E_B_B_B -945.29023024 -585.27258790
sn2_C_E_E_B_A_B sn2_C_E_E_B_A_B -585.27419536 -585.28269323
sn2_C_E_E_A_C_B sn2_C_E_E_A_C_B -2854.32694158 -381.11920235
sn2_C_E_E_A_B_B sn2_C_E_E_A_B_B -741.13161650 -381.11918890
sn2_C_E_E_A_B_A sn2_C_E_E_A_B_A -741.13552586 -282.00820804
sn2_C_E_E_A_A_C sn2_C_E_E_A_A_C -381.11920797 -741.13554072
sn2_C_E_E_A_A_B sn2_C_E_E_A_A_B -381.11773670 -381.11920030
sn2_C_E_E_A_A_A sn2_C_E_E_A_A_A -381.12478825 -282.00820430
sn2_C_E_D_E_C_B sn2_C_E_D_E_C_B -2893.50732120 -420.30010719
sn2_C_E_D_E_B_B sn2_C_E_D_E_B_B -780.31113993 -420.30009957
sn2_C_E_D_E_B_A sn2_C_E_D_E_B_A -780.30978187 -321.18782690
sn2_C_E_D_E_A_C sn2_C_E_D_E_A_C -420.29475547 -780.31126379
sn2_C_E_D_E_A_A sn2_C_E_D_E_A_A -420.30081030 -321.18582392
sn2_C_E_D_D_C_B sn2_C_E_D_D_C_B -2877.47084336 -404.25883711
sn2_C_E_D_D_C_A sn2_C_E_D_D_C_A -2877.47085840 -305.14760090
sn2_C_E_D_D_B_B sn2_C_E_D_D_B_B -764.27479865 -404.25949205
sn2_C_E_D_D_B_A sn2_C_E_D_D_B_A -764.27482386 -305.14760308
sn2_C_E_D_D_A_C sn2_C_E_D_D_A_C -404.25897898 -764.27660812
sn2_C_E_D_D_A_B sn2_C_E_D_D_A_B -404.25897775 -404.25953029
sn2_C_E_D_D_A_A sn2_C_E_D_D_A_A -404.26270722 -305.14825448
sn2_C_E_D_C_C_C sn2_C_E_D_C_C_C -2930.36678024 -817.17557552
sn2_C_E_D_C_C_B sn2_C_E_D_C_C_B -2930.37068720 -457.15968995
sn2_C_E_D_C_C_A sn2_C_E_D_C_C_A -2930.36675625 -358.05330021
sn2_C_E_D_C_A_C sn2_C_E_D_C_A_C -457.15906859 -817.17557990
sn2_C_E_D_C_A_B sn2_C_E_D_C_A_B -457.15907802 -457.16526875
sn2_C_E_D_C_A_A sn2_C_E_D_C_A_A -457.16304762 -358.04966537
sn2_C_E_D_B_B_B sn2_C_E_D_B_B_B -929.25135252 -569.24169325
sn2_C_E_D_B_B_A sn2_C_E_D_B_B_A -929.24838869 -470.13194103
sn2_C_E_D_A_B_B sn2_C_E_D_A_B_B -725.09944144 -365.08355764
sn2_C_E_D_A_B_A sn2_C_E_D_A_B_A -725.09573264 -265.97263046
sn2_C_E_D_A_A_C sn2_C_E_D_A_A_C -365.08354054 -725.09941587
sn2_C_E_D_A_A_A sn2_C_E_D_A_A_A -365.08753814 -265.97262943
sn2_C_E_C_E_C_B sn2_C_E_C_E_C_B -2946.40967168 -473.20211147
sn2_C_E_C_E_B_B sn2_C_E_C_E_B_B -833.20714249 -473.20211340
sn2_C_E_C_E_B_A sn2_C_E_C_E_B_A -833.20617473 -374.08751671
sn2_C_E_C_E_A_C sn2_C_E_C_E_A_C -473.19396570 -833.21426626
sn2_C_E_C_E_A_B sn2_C_E_C_E_A_B -473.19394747 -473.20052000
sn2_C_E_C_E_A_A sn2_C_E_C_E_A_A -473.20087757 -374.08751084
sn2_C_E_C_D_C_B sn2_C_E_C_D_C_B -2930.36727213 -457.15908083
sn2_C_E_C_D_B_B sn2_C_E_C_D_B_B -817.17221623 -457.15908020
sn2_C_E_C_D_A_C sn2_C_E_C_D_A_C -457.15987538 -817.17964688
sn2_C_E_C_D_A_A sn2_C_E_C_D_A_A -457.16724809 -358.05145060
sn2_C_E_C_C_B_A sn2_C_E_C_C_B_A -870.06083050 -410.94476597
sn2_C_E_C_C_A_C sn2_C_E_C_C_A_C -510.04758597 -870.06423628
sn2_C_E_C_B_A_C sn2_C_E_C_B_A_C -622.12298419 -982.13923736
sn2_C_E_C_B_A_A sn2_C_E_C_B_A_A -622.12821210 -523.02157912
