calc label energy
e2ts_C_D_D_E_A_C-e2ts_A_D_D_E_A_A e2ts_A_D_D_E_A_A -312.775393086121
e2ts_C_D_D_E_A_B-e2ts_D_D_D_E_A_A e2ts_D_D_D_E_A_A -351.982728984455
e2ts_C_D_D_E_A_B-e2ts_C_D_E_E_A_A e2ts_C_D_E_E_A_A -420.904088900984
e2ts_C_D_D_E_A_B-e2ts_C_D_A_E_A_A e2ts_C_D_A_E_A_A -365.662505633665
e2ts_C_D_D_E_A_B-e2ts_C_C_D_E_A_A e2ts_C_C_D_E_A_A -457.740552126175
e2ts_C_D_D_E_A_B-e2ts_C_A_D_E_A_A e2ts_C_A_D_E_A_A -365.660748235938
e2ts_C_D_D_E_A_B-e2ts_B_D_D_E_A_A e2ts_B_D_D_E_A_A -516.958149570959
e2ts_C_D_D_E_A_B-e2ts_A_D_D_E_A_A e2ts_A_D_D_E_A_A -312.775396171530
e2ts_C_D_D_E_A_A-e2ts_C_C_D_E_A_A e2ts_C_C_D_E_A_A -457.740556180805
e2ts_C_D_D_E_A_A e2ts_C_D_D_E_A_A -404.867337837382
e2ts_C_D_D_D_B_A e2ts_C_D_D_D_B_A -748.865793724743
e2ts_C_D_A_E_B_B-e2ts_C_D_E_E_B_B e2ts_C_D_E_E_B_B -880.108762785708
e2ts_C_D_A_E_B_B-e2ts_C_D_D_E_B_B e2ts_C_D_D_E_B_B -864.081181675793
e2ts_C_D_A_E_B_B-e2ts_C_D_A_E_B_A e2ts_C_D_A_E_B_A -725.687240798831
e2ts_C_D_A_E_B_B-e2ts_C_C_A_E_B_B e2ts_C_C_A_E_B_B -877.742212127909
e2ts_C_D_A_E_A_A-e2ts_E_D_A_E_A_A e2ts_E_D_A_E_A_A -328.813231063713
e2ts_C_D_A_D_C_B e2ts_C_D_A_D_C_B -2922.047972854105
e2ts_C_D_A_D_B_A-e2ts_C_D_D_D_B_A e2ts_C_D_D_D_B_A -748.865795449285
e2ts_C_D_A_D_B_A-e2ts_B_D_A_D_B_A e2ts_B_D_A_D_B_A -821.742360292898
e2ts_C_D_A_D_A_A-e2ts_B_D_A_D_A_A e2ts_B_D_A_D_A_A -461.723789717624
e2ts_C_D_A_D_A_A e2ts_C_D_A_D_A_A -349.635617734220
e2ts_C_D_A_A_C_B-e2ts_C_D_A_A_C_C e2ts_C_D_A_A_C_C -3242.878747927608
e2ts_C_D_A_A_C_B-e2ts_C_D_A_A_C_A e2ts_C_D_A_A_C_A -2783.656619244937
e2ts_C_D_A_A_C_A-e2ts_C_B_A_A_C_A e2ts_C_B_A_A_C_A -2948.608171184782
e2ts_C_D_A_A_B_B e2ts_C_D_A_A_B_B -769.647214329666
e2ts_C_D_A_A_B_A e2ts_C_D_A_A_B_A -670.457804051220
e2ts_C_C_E_E_B_C-e2ts_C_C_E_E_B_B e2ts_C_C_E_E_B_B -932.980543099496
e2ts_C_C_E_E_B_C e2ts_C_C_E_E_B_C -1293.019103196791
e2ts_C_C_E_D_B_B e2ts_C_C_E_D_B_B -916.950649014430
e2ts_C_C_E_D_B_A e2ts_C_C_E_D_B_A -817.765357179218
e2ts_C_C_D_E_B_A-e2ts_C_C_E_E_B_A e2ts_C_C_E_E_B_A -833.797261808849
e2ts_C_C_D_E_B_A e2ts_C_C_D_E_B_A -817.765380521618
e2ts_C_C_D_C_B_A-e2ts_C_C_D_A_B_A e2ts_C_C_D_A_B_A -762.515619580677
e2ts_C_C_D_C_B_A-e2ts_C_C_C_C_B_A e2ts_C_C_C_C_B_A -907.508039518131
e2ts_C_C_D_A_B_B-e2ts_C_C_E_A_B_B e2ts_C_C_E_A_B_B -877.741891564353
e2ts_C_C_D_A_B_B-e2ts_C_C_D_D_B_B e2ts_C_C_D_D_B_B -900.918528849232
e2ts_C_C_D_A_B_B e2ts_C_C_D_A_B_B -861.713691358675
e2ts_C_C_C_E_B_A-e2ts_C_C_C_D_B_A e2ts_C_C_C_D_B_A -854.621691107107
e2ts_C_C_C_E_B_A-e2ts_C_C_C_C_B_A e2ts_C_C_C_C_B_A -907.508041284986
e2ts_C_C_C_A_B_C e2ts_C_C_C_A_B_C -1274.638061481934
e2ts_C_C_C_A_A_A-e2ts_C_C_C_B_A_A e2ts_C_C_C_B_A_A -659.571742603898
e2ts_C_C_C_A_A_A e2ts_C_C_C_A_A_A -455.400004924407
e2ts_C_C_A_D_C_C-e2ts_C_C_E_D_C_C e2ts_C_C_E_D_C_C -3390.194017272826
e2ts_C_C_A_D_C_C-e2ts_C_C_A_A_C_C e2ts_C_C_A_A_C_C -3295.750963810448
e2ts_C_C_A_D_C_C e2ts_C_C_A_D_C_C -3334.958313202261
e2ts_C_C_A_D_B_C-e2ts_C_C_C_D_B_C e2ts_C_C_C_D_B_C -1313.844382744896
e2ts_C_C_A_D_B_C-e2ts_C_C_A_E_B_C e2ts_C_C_A_E_B_C -1237.779481905443
e2ts_C_C_A_D_B_B-e2ts_C_C_D_D_B_B e2ts_C_C_D_D_B_B -900.918529754466
e2ts_C_C_A_D_B_B e2ts_C_C_A_D_B_B -861.713690698987
e2ts_C_C_A_B_A_A-e2ts_C_C_E_B_A_A e2ts_C_C_E_B_A_A -622.710624524740
e2ts_C_C_A_B_A_A e2ts_C_C_A_B_A_A -567.483046960915
e2ts_C_C_A_A_B_B e2ts_C_C_A_A_B_B -822.511695855556
e2ts_C_B_E_A_C_B-e2ts_C_E_E_A_C_B e2ts_C_E_E_A_C_B -2954.105437422805
e2ts_C_B_E_A_C_A-e2ts_C_C_E_A_C_A e2ts_C_C_E_A_C_A -2891.754213488950
e2ts_C_B_E_A_C_A-e2ts_C_B_E_A_C_B e2ts_C_B_E_A_C_B -3103.017823741211
e2ts_C_B_D_A_B_B e2ts_C_B_D_A_B_B -973.794775452289
e2ts_C_B_C_A_B_A-e2ts_C_B_C_E_B_A e2ts_C_B_C_E_B_A -982.728261039713
e2ts_C_B_C_A_B_A e2ts_C_B_C_A_B_A -927.499294352831
e2ts_C_B_A_E_A_A-e2ts_C_B_D_E_A_A e2ts_C_B_D_E_A_A -569.826827322510
e2ts_C_B_A_E_A_A-e2ts_C_B_A_D_A_A e2ts_C_B_A_D_A_A -514.593870598687
e2ts_C_B_A_E_A_A-e2ts_B_B_A_E_A_A e2ts_B_B_A_E_A_A -642.708093274641
e2ts_C_B_A_E_A_A e2ts_C_B_A_E_A_A -530.621578686126
e2ts_C_A_E_E_B_C-e2ts_C_D_E_E_B_C e2ts_C_D_E_E_B_C -1240.148658462181
e2ts_C_A_E_E_B_C-e2ts_B_A_E_E_B_C e2ts_B_A_E_E_B_C -1313.018371633784
e2ts_C_A_E_E_B_C e2ts_C_A_E_E_B_C -1200.937799665961
e2ts_C_A_E_E_B_A-e2ts_C_C_E_E_B_A e2ts_C_C_E_E_B_A -833.797232250431
e2ts_C_A_E_D_C_C-e2ts_C_C_E_D_C_C e2ts_C_C_E_D_C_C -3390.193117893534
e2ts_C_A_E_D_C_C-e2ts_B_A_E_D_C_C e2ts_B_A_E_D_C_C -3410.190209195829
e2ts_C_A_E_D_C_B-e2ts_C_E_E_D_C_B e2ts_C_E_E_D_C_B -2993.311761073622
e2ts_C_A_E_D_C_B-e2ts_C_C_E_D_C_B e2ts_C_C_E_D_C_B -3030.149068156453
e2ts_C_A_E_D_C_B-e2ts_C_A_E_D_C_A e2ts_C_A_E_D_C_A -2838.889129180086
e2ts_C_A_E_D_C_A-e2ts_D_A_E_D_C_A e2ts_D_A_E_D_C_A -2786.006964960719
e2ts_C_A_E_D_B_D-e2ts_C_A_E_E_B_D e2ts_C_A_E_E_B_D -3314.138814831178
e2ts_C_A_E_D_B_C-e2ts_C_C_E_D_B_C e2ts_C_C_E_D_B_C -1276.990226848717
e2ts_C_A_E_D_B_C-e2ts_C_A_E_D_B_D e2ts_C_A_E_D_B_D -3298.109440503841
e2ts_C_A_E_D_B_C-e2ts_C_A_D_D_B_C e2ts_C_A_D_D_B_C -1168.882379150849
e2ts_C_A_E_D_B_B-e2ts_C_A_E_E_B_B e2ts_C_A_E_E_B_B -840.897994629034
e2ts_C_A_E_D_B_B-e2ts_C_A_E_C_B_B e2ts_C_A_E_C_B_B -877.771813469097
e2ts_C_A_E_D_B_B-e2ts_B_A_E_D_B_B e2ts_B_A_E_D_B_B -936.953267405897
e2ts_C_A_E_D_B_A e2ts_C_A_E_D_B_A -725.688201082857
e2ts_C_A_E_A_C_C-e2ts_C_A_E_E_C_C e2ts_C_A_E_E_C_C -3314.143783936741
e2ts_C_A_E_A_C_C-e2ts_C_A_E_A_C_A e2ts_C_A_E_A_C_A -2799.680075961160
e2ts_C_A_E_A_C_B-e2ts_C_E_E_A_C_B e2ts_C_E_E_A_C_B -2954.103139808616
e2ts_C_A_E_A_C_B-e2ts_C_D_E_A_C_B e2ts_C_D_E_A_C_B -2938.076711779196
e2ts_C_A_E_A_C_B-e2ts_C_A_E_E_C_B e2ts_C_A_E_E_C_B -2954.104061348546
e2ts_C_A_E_A_C_B-e2ts_C_A_E_A_C_A e2ts_C_A_E_A_C_A -2799.680076625133
e2ts_C_A_E_A_C_B e2ts_C_A_E_A_C_B -2898.864232026933
e2ts_C_A_E_A_C_A-e2ts_C_A_E_E_C_A e2ts_C_A_E_E_C_A -2854.911936017792
e2ts_C_A_E_A_C_A-e2ts_C_A_E_C_C_A e2ts_C_A_E_C_C_A -2891.778961729971
e2ts_C_A_E_A_B_D-e2ts_C_D_E_A_B_D e2ts_C_D_E_A_B_D -3298.107600260375
e2ts_C_A_E_A_B_D-e2ts_C_A_E_E_B_D e2ts_C_A_E_E_B_D -3314.138812385055
e2ts_C_A_E_A_B_C e2ts_C_A_E_A_B_C -1145.698380402321
e2ts_C_A_E_A_B_A-e2ts_C_C_E_A_B_A e2ts_C_C_E_A_B_A -778.556747728678
e2ts_C_A_D_E_C_C-e2ts_C_D_D_E_C_C e2ts_C_D_D_E_C_C -3337.320289882884
e2ts_C_A_D_E_C_C-e2ts_C_A_E_E_C_C e2ts_C_A_E_E_C_C -3314.141729693138
e2ts_C_A_D_E_C_B-e2ts_C_A_D_D_C_B e2ts_C_A_D_D_C_B -2922.043254268828
e2ts_C_A_D_E_B_D-e2ts_C_A_D_E_B_B e2ts_C_A_D_E_B_B -824.870683516472
e2ts_C_A_D_E_B_C-e2ts_D_A_D_E_B_C e2ts_D_A_D_E_B_C -1132.026308219939
e2ts_C_A_D_E_B_B-e2ts_C_C_D_E_B_B e2ts_C_C_D_E_B_B -916.948782970625
e2ts_C_A_D_E_B_A-e2ts_C_A_D_E_B_B e2ts_C_A_D_E_B_B -824.870658997245
e2ts_C_A_D_E_A_A-e2ts_D_A_D_E_A_A e2ts_D_A_D_E_A_A -312.776427935262
e2ts_C_A_D_E_A_A-e2ts_C_B_D_E_A_A e2ts_C_B_D_E_A_A -569.826834365210
e2ts_C_A_D_E_A_A-e2ts_C_A_A_E_A_A e2ts_C_A_A_E_A_A -326.453949772056
e2ts_C_A_D_E_A_A-e2ts_B_A_D_E_A_A e2ts_B_A_D_E_A_A -477.750876874065
e2ts_C_A_D_E_A_A-e2ts_A_A_D_E_A_A e2ts_A_A_D_E_A_A -273.569222173156
e2ts_C_A_D_D_C_C-e2ts_B_A_D_D_C_C e2ts_B_A_D_D_C_C -3394.164301641631
e2ts_C_A_D_D_B_B e2ts_C_A_D_D_B_B -808.844171890335
e2ts_C_A_D_D_A_A-e2ts_B_A_D_D_A_A e2ts_B_A_D_D_A_A -461.721750707587
e2ts_C_A_D_D_A_A e2ts_C_A_D_D_A_A -349.633887065378
e2ts_C_A_D_A_C_C-e2ts_D_A_D_A_C_C e2ts_D_A_D_A_C_C -3189.997122427068
e2ts_C_A_D_A_C_C-e2ts_C_A_D_C_C_C e2ts_C_A_D_C_C_C -3334.971421999660
e2ts_C_A_D_A_C_B-e2ts_C_C_D_A_C_B e2ts_C_C_D_A_C_B -2974.911541116054
e2ts_C_A_D_A_C_A-e2ts_C_D_D_A_C_A e2ts_C_D_D_A_C_A -2822.859151142662
e2ts_C_A_D_A_B_C-e2ts_C_A_D_D_B_C e2ts_C_A_D_D_B_C -1168.882367896561
e2ts_C_A_D_A_B_B-e2ts_C_A_D_D_B_B e2ts_C_A_D_D_B_B -808.844168103256
e2ts_C_A_D_A_B_B-e2ts_B_A_D_A_B_B e2ts_B_A_D_A_B_B -881.722826554718
e2ts_C_A_D_A_B_B e2ts_C_A_D_A_B_B -769.639081062157
e2ts_C_A_D_A_A_A-e2ts_C_A_E_A_A_A e2ts_C_A_E_A_A_A -326.456813418866
e2ts_C_A_D_A_A_A-e2ts_B_A_D_A_A_A e2ts_B_A_D_A_A_A -422.516477726747
e2ts_C_A_D_A_A_A e2ts_C_A_D_A_A_A -310.428698517406
e2ts_C_A_C_E_C_C e2ts_C_A_C_E_C_C -3350.994512709305
e2ts_C_A_C_D_C_C-e2ts_C_D_C_D_C_C e2ts_C_D_C_D_C_C -3374.179351027962
e2ts_C_A_C_C_A_D-e2ts_C_A_C_C_A_C e2ts_C_A_C_C_A_C -914.563755328380
e2ts_C_A_C_C_A_D e2ts_C_A_C_C_A_D -3027.758184915797
e2ts_C_A_C_C_A_A-e2ts_C_B_C_C_A_A e2ts_C_B_C_C_A_A -659.576457112820
e2ts_C_A_A_E_C_C-e2ts_C_A_A_E_C_A e2ts_C_A_A_E_C_A -2799.675121964125
e2ts_C_A_A_E_C_C-e2ts_B_A_A_E_C_C e2ts_B_A_A_E_C_C -3370.983679446066
e2ts_C_A_A_E_C_C e2ts_C_A_A_E_C_C -3258.902330944406
e2ts_C_A_A_E_B_D-e2ts_B_A_A_E_B_D e2ts_B_A_A_E_B_D -3370.979709920660
e2ts_C_A_A_E_B_C-e2ts_C_C_A_E_B_C e2ts_C_C_A_E_B_C -1237.779480692302
e2ts_C_A_A_E_B_C e2ts_C_A_A_E_B_C -1145.697885461780
e2ts_C_A_A_E_B_A-e2ts_C_B_A_E_B_A e2ts_C_B_A_E_B_A -890.639674334687
e2ts_C_A_A_D_C_C-e2ts_C_A_A_D_C_A e2ts_C_A_A_D_C_A -2783.649091013417
e2ts_C_A_A_D_C_C-e2ts_B_A_A_D_C_C e2ts_B_A_A_D_C_C -3354.956142078694
e2ts_C_A_A_D_B_B-e2ts_C_A_D_D_B_B e2ts_C_A_D_D_B_B -808.844179515586
e2ts_C_A_A_D_B_B-e2ts_C_A_A_A_B_B e2ts_C_A_A_A_B_B -730.436537397549
e2ts_C_A_A_D_B_B e2ts_C_A_A_D_B_B -769.638077558148
e2ts_C_A_A_D_A_A e2ts_C_A_A_D_A_A -310.426758460034
e2ts_C_A_A_C_C_A-e2ts_B_A_A_C_C_A e2ts_B_A_A_C_C_A -2948.621363648164
e2ts_C_A_A_C_C_A e2ts_C_A_A_C_C_A -2836.543853795195
e2ts_C_A_A_C_B_A e2ts_C_A_A_C_B_A -723.348634145786
e2ts_C_A_A_A_B_A e2ts_C_A_A_A_B_A -631.247806122075
e2ts_B_E_E_E_B_A-e2ts_D_E_E_E_B_A e2ts_D_E_E_E_B_A -744.081048668840
e2ts_B_E_E_E_B_A-e2ts_B_E_E_E_B_B e2ts_B_E_E_E_B_B -1008.223147889466
e2ts_B_E_E_E_B_A-e2ts_A_E_E_E_B_A e2ts_A_E_E_E_B_A -704.869187882481
e2ts_B_E_E_E_A_A-e2ts_C_E_E_E_A_A e2ts_C_E_E_E_A_A -436.936829004448
e2ts_B_E_E_E_A_A-e2ts_B_C_E_E_A_A e2ts_B_C_E_E_A_A -585.863886708455
e2ts_B_E_E_E_A_A e2ts_B_E_E_E_A_A -549.033382497514
e2ts_B_E_E_C_B_A-e2ts_D_E_E_C_B_A e2ts_D_E_E_C_B_A -780.950018027720
e2ts_B_E_E_C_B_A-e2ts_C_E_E_C_B_A e2ts_C_E_E_C_B_A -833.819668461097
e2ts_B_E_E_C_B_A-e2ts_B_E_A_C_B_A e2ts_B_E_A_C_B_A -890.669573525772
e2ts_B_E_E_C_B_A-e2ts_B_A_E_C_B_A e2ts_B_A_E_C_B_A -890.661175488921
e2ts_B_E_E_C_B_A e2ts_B_E_E_C_B_A -945.904034003634
e2ts_B_E_E_A_C_A-e2ts_B_E_E_A_C_B e2ts_B_E_E_A_C_B -3066.187552738580
e2ts_B_E_E_A_C_A-e2ts_B_B_E_A_C_A e2ts_B_B_E_A_C_A -3115.912581893829
e2ts_B_E_D_E_B_A-e2ts_B_D_D_E_B_A e2ts_B_D_D_E_B_A -876.975220155621
e2ts_B_E_D_A_B_B-e2ts_B_E_D_D_B_A e2ts_B_E_D_D_B_A -876.979325896303
e2ts_B_E_C_A_B_A e2ts_B_E_C_A_B_A -890.672721039815
e2ts_B_E_A_E_B_B-e2ts_A_E_A_E_B_B e2ts_A_E_A_E_B_B -748.814223201458
e2ts_B_E_A_E_B_A-e2ts_A_E_A_E_B_A e2ts_A_E_A_E_B_A -649.627145720243
e2ts_B_E_A_E_A_A e2ts_B_E_A_E_A_A -493.788585685252
e2ts_B_E_A_D_B_C-e2ts_B_E_E_D_B_C e2ts_B_E_E_D_B_C -1352.234822154243
e2ts_B_E_A_D_B_C-e2ts_B_E_C_D_B_C e2ts_B_E_C_D_B_C -1389.094259213164
e2ts_B_E_A_D_B_C-e2ts_B_E_A_E_B_C e2ts_B_E_A_E_B_C -1313.022008306757
e2ts_B_E_A_D_B_C-e2ts_B_E_A_A_B_C e2ts_B_E_A_A_B_C -1257.800962404488
e2ts_B_E_A_D_B_C-e2ts_B_D_A_D_B_C e2ts_B_D_A_D_B_C -1280.961252131376
e2ts_B_E_A_D_B_A-e2ts_B_E_A_D_B_C e2ts_B_E_A_D_B_C -1297.001766769057
e2ts_B_E_A_D_B_A e2ts_B_E_A_D_B_A -837.773206684472
e2ts_B_E_A_C_C_A e2ts_B_E_A_C_C_A -3003.863045552322
e2ts_B_E_A_C_B_A e2ts_B_E_A_C_B_A -890.668758998269
e2ts_B_E_A_A_C_B-e2ts_B_E_A_A_C_A e2ts_B_E_A_A_C_A -2911.792928359485
e2ts_B_E_A_A_B_A e2ts_B_E_A_A_B_A -798.572356607559
e2ts_B_E_A_A_A_A-e2ts_E_E_A_A_A_A e2ts_E_E_A_A_A_A -289.621996281660
e2ts_B_E_A_A_A_A e2ts_B_E_A_A_A_A -438.557862243578
e2ts_B_D_E_A_C_B e2ts_B_D_E_A_C_B -3050.157365696559
e2ts_B_D_E_A_C_A-e2ts_C_D_E_A_C_A e2ts_C_D_E_A_C_A -2838.889609743320
e2ts_B_D_E_A_B_A e2ts_B_D_E_A_B_A -837.775310448105
e2ts_B_D_E_A_A_A-e2ts_B_E_E_A_A_A e2ts_B_E_E_A_A_A -493.792422234199
e2ts_B_D_E_A_A_A-e2ts_B_D_E_E_A_A e2ts_B_D_E_E_A_A -532.994419553829
e2ts_B_D_E_A_A_A-e2ts_B_A_E_A_A_A e2ts_B_A_E_A_A_A -438.545606853113
e2ts_B_D_E_A_A_A e2ts_B_D_E_A_A_A -477.755826304149
e2ts_B_D_D_A_B_B-e2ts_D_D_D_A_B_B e2ts_D_D_D_A_B_B -755.968407941139
e2ts_B_D_D_A_A_D-e2ts_B_E_D_A_A_A e2ts_B_E_D_A_A_A -477.761012318325
e2ts_B_D_D_A_A_D-e2ts_B_D_D_D_A_A e2ts_B_D_D_D_A_A -500.928447500057
e2ts_B_D_D_A_A_D-e2ts_B_A_D_A_A_A e2ts_B_A_D_A_A_A -422.516483653668
e2ts_B_D_D_A_A_A e2ts_B_D_D_A_A_A -461.726296458764
e2ts_B_D_A_E_C_B-e2ts_C_D_A_E_C_B e2ts_C_D_A_E_C_B -2938.074516897773
e2ts_B_D_A_E_C_B e2ts_B_D_A_E_C_B -3050.154742055572
e2ts_B_D_A_E_C_A e2ts_B_D_A_E_C_A -2950.962766438345
e2ts_B_D_A_E_B_D-e2ts_C_D_A_E_B_A e2ts_C_D_A_E_B_A -725.687214868523
e2ts_B_D_A_E_B_D-e2ts_B_D_A_A_B_A e2ts_B_D_A_A_B_A -782.542870357361
e2ts_B_D_A_E_B_A-e2ts_B_D_A_E_B_B e2ts_B_D_A_E_B_B -936.956806443115
e2ts_B_D_A_E_B_A-e2ts_B_D_A_D_B_A e2ts_B_D_A_D_B_A -821.742358421672
e2ts_B_D_A_E_B_A-e2ts_B_C_A_E_B_A e2ts_B_C_A_E_B_A -890.637311830585
e2ts_B_D_A_E_B_A e2ts_B_D_A_E_B_A -837.769410274013
e2ts_B_D_A_E_A_A-e2ts_B_C_A_E_A_A e2ts_B_C_A_E_A_A -530.624084809850
e2ts_B_D_A_E_A_A e2ts_B_D_A_E_A_A -477.752759779406
e2ts_B_D_A_D_A_A e2ts_B_D_A_D_A_A -461.723797326446
e2ts_B_D_A_A_C_B e2ts_B_D_A_A_C_B -2994.929518834349
e2ts_B_D_A_A_C_A-e2ts_B_B_A_A_C_A e2ts_B_B_A_A_C_A -3060.690671915021
e2ts_B_D_A_A_A_A e2ts_B_D_A_A_A_A -422.524150697004
e2ts_B_C_E_A_C_B-e2ts_B_C_E_D_C_B e2ts_B_C_E_D_C_B -3142.224370765248
e2ts_B_C_E_A_C_B e2ts_B_C_E_A_C_B -3103.020952604932
e2ts_B_C_D_A_A_A-e2ts_B_C_E_A_A_A e2ts_B_C_E_A_A_A -530.621572895359
e2ts_B_C_A_A_B_B e2ts_B_C_A_A_B_B -934.596806667845
e2ts_B_B_E_A_B_A-e2ts_B_B_E_D_B_A e2ts_B_B_E_D_B_A -1041.925546572205
e2ts_B_A_E_E_C_A e2ts_B_A_E_E_C_A -2966.996274741153
e2ts_B_A_E_E_B_A-e2ts_B_C_E_E_B_A e2ts_B_C_E_E_B_A -945.879508128467
e2ts_B_A_E_E_B_A-e2ts_B_B_E_E_B_A e2ts_B_B_E_E_B_A -1057.957544003843
e2ts_B_A_E_E_B_A-e2ts_B_A_E_E_B_B e2ts_B_A_E_E_B_B -952.986669202655
e2ts_B_A_E_E_B_A-e2ts_A_A_E_E_B_A e2ts_A_A_E_E_B_A -649.633343699148
e2ts_B_A_E_E_B_A e2ts_B_A_E_E_B_A -853.805491643114
e2ts_B_A_E_E_A_D e2ts_B_A_E_E_A_D -3066.150909363422
e2ts_B_A_E_D_C_B e2ts_B_A_E_D_C_B -3050.153480341741
e2ts_B_A_E_A_C_C-e2ts_B_C_E_A_C_C e2ts_B_C_E_A_C_C -3463.062654487009
e2ts_B_A_E_A_C_C-e2ts_B_A_D_A_C_C e2ts_B_A_D_A_C_C -3354.959408040183
e2ts_B_A_E_A_C_B-e2ts_B_A_E_E_C_B e2ts_B_A_E_E_C_B -3066.186267454778
e2ts_B_A_E_A_C_B-e2ts_B_A_E_A_C_A e2ts_B_A_E_A_C_A -2911.762018749263
e2ts_B_A_E_A_C_B-e2ts_B_A_D_A_C_B e2ts_B_A_D_A_C_B -2994.920350393567
e2ts_B_A_E_A_C_A-e2ts_B_B_E_A_C_A e2ts_B_B_E_A_C_A -3115.912585956345
e2ts_B_A_E_A_B_C-e2ts_B_C_E_A_B_C e2ts_B_C_E_A_B_C -1349.861159444826
e2ts_B_A_E_A_B_C-e2ts_B_A_E_A_B_D e2ts_B_A_E_A_B_D -3370.977721135906
e2ts_B_A_E_A_B_C e2ts_B_A_E_A_B_C -1257.778598662955
e2ts_B_A_E_A_B_A-e2ts_E_A_E_A_B_A e2ts_E_A_E_A_B_A -649.627144198994
e2ts_B_A_E_A_B_A-e2ts_B_A_E_D_B_A e2ts_B_A_E_D_B_A -837.767925580285
e2ts_B_A_E_A_B_A e2ts_B_A_E_A_B_A -798.563138207105
e2ts_B_A_D_E_C_C-e2ts_D_A_D_E_C_C e2ts_D_A_D_E_C_C -3245.230832667169
e2ts_B_A_D_E_C_C-e2ts_B_A_E_E_C_C e2ts_B_A_E_E_C_C -3426.222877674802
e2ts_B_A_D_E_C_B-e2ts_B_A_D_E_C_C e2ts_B_A_D_E_C_C -3410.194976040509
e2ts_B_A_D_E_C_B-e2ts_B_A_A_E_C_B e2ts_B_A_A_E_C_B -3010.937936119386
e2ts_B_A_D_E_B_A e2ts_B_A_D_E_B_A -837.769112305990
e2ts_B_A_D_C_B_A e2ts_B_A_D_C_B_A -874.632218212745
e2ts_B_A_A_A_C_B-e2ts_A_A_A_A_C_B e2ts_A_A_A_A_C_B -2751.547753552376
e2ts_B_A_A_A_C_B e2ts_B_A_A_A_C_B -2955.717403796667
e2ts_B_A_A_A_B_B-e2ts_C_A_A_A_B_B e2ts_C_A_A_A_B_B -730.436508554943
e2ts_B_A_A_A_B_A e2ts_B_A_A_A_B_A -743.331873425214
e2ts_A_E_E_D_A_A-e2ts_D_E_E_D_A_A e2ts_D_E_E_D_A_A -368.017965959251
e2ts_A_E_E_D_A_A-e2ts_C_E_E_D_A_A e2ts_C_E_E_D_A_A -420.902156339700
e2ts_A_E_E_D_A_A-e2ts_A_E_E_E_A_A e2ts_A_E_E_E_A_A -344.833111230378
e2ts_A_E_E_C_A_A e2ts_A_E_E_C_A_A -381.724510251024
e2ts_A_E_E_A_C_B-e2ts_A_E_E_E_C_B e2ts_A_E_E_E_C_B -2917.249871946870
e2ts_A_E_E_A_C_B-e2ts_A_E_E_D_C_B e2ts_A_E_E_D_C_B -2901.224740661651
e2ts_A_E_E_A_C_A-e2ts_D_E_E_A_C_A e2ts_D_E_E_A_C_A -2802.043025595190
e2ts_A_E_E_A_C_A-e2ts_A_E_E_E_C_A e2ts_A_E_E_E_C_A -2818.065584863931
e2ts_A_E_E_A_C_A-e2ts_A_E_E_D_C_A e2ts_A_E_E_D_C_A -2802.039297034418
e2ts_A_E_D_E_A_A e2ts_A_E_D_E_A_A -328.806396080911
e2ts_A_E_D_D_C_A e2ts_A_E_D_D_C_A -2786.008235602254
e2ts_A_E_D_D_B_A-e2ts_D_E_D_D_B_A e2ts_D_E_D_D_B_A -712.017012682486
e2ts_A_E_D_D_B_A e2ts_A_E_D_D_B_A -672.807641639555
e2ts_A_E_D_C_C_A e2ts_A_E_D_C_C_A -2838.906713124528
e2ts_A_E_D_A_C_B e2ts_A_E_D_A_C_B -2845.988971408573
e2ts_A_E_D_A_B_B-e2ts_A_E_D_E_B_B e2ts_A_E_D_E_B_B -788.020979642287
e2ts_A_E_D_A_B_A-e2ts_A_E_D_C_B_A e2ts_A_E_D_C_B_A -725.711255295302
e2ts_A_E_D_A_A_A-e2ts_A_E_D_D_A_A e2ts_A_E_D_D_A_A -312.780155643195
e2ts_A_E_D_A_A_A-e2ts_A_E_C_A_A_A e2ts_A_E_C_A_A_A -326.492928262972
e2ts_A_E_D_A_A_A-e2ts_A_E_A_A_A_A e2ts_A_E_A_A_A_A -234.373301212862
e2ts_A_E_C_E_B_A-e2ts_C_E_C_E_B_A e2ts_C_E_C_E_B_A -833.816257102246
e2ts_A_E_C_D_C_B-e2ts_C_E_C_D_C_B e2ts_C_E_C_D_C_B -3030.180879967958
e2ts_A_E_C_D_C_B-e2ts_B_E_C_D_C_B e2ts_B_E_C_D_C_B -3142.262161259984
e2ts_A_E_C_D_C_B e2ts_A_E_C_D_C_B -2938.100110435172
e2ts_A_E_C_D_B_A-e2ts_D_E_C_D_B_A e2ts_D_E_C_D_B_A -764.920311145149
e2ts_A_E_C_D_B_A-e2ts_C_E_C_D_B_A e2ts_C_E_C_D_B_A -817.790342909893
e2ts_A_E_C_D_B_A e2ts_A_E_C_D_B_A -725.712759874695
e2ts_A_E_C_D_A_A-e2ts_C_E_C_D_A_A e2ts_C_E_C_D_A_A -457.776510104780
e2ts_A_E_C_D_A_A-e2ts_A_E_C_A_A_A e2ts_A_E_C_A_A_A -326.492950332320
e2ts_A_E_C_D_A_A e2ts_A_E_C_D_A_A -365.696620273075
