calc label energy
e2ts_D_D_E_A_C_A-e2ts_D_D_E_E_C_A e2ts_D_D_E_E_C_A -2841.250635507391
e2ts_D_D_E_A_C_A-e2ts_D_D_E_D_C_A e2ts_D_D_E_D_C_A -2825.215339441686
e2ts_D_D_E_A_C_A-e2ts_D_D_E_A_C_C e2ts_D_D_E_A_C_C -3245.232425477292
e2ts_D_D_E_A_C_A e2ts_D_D_E_A_C_A -2786.008663166694
e2ts_D_D_E_A_B_B-e2ts_D_D_E_E_B_B e2ts_D_D_E_E_B_B -827.233602401403
e2ts_D_D_E_A_B_A-e2ts_D_D_E_A_B_B e2ts_D_D_E_A_B_B -771.993772493502
e2ts_D_D_D_E_C_B-e2ts_D_D_E_E_C_B e2ts_D_D_E_E_C_B -2940.434945477975
e2ts_D_D_D_E_C_B-e2ts_D_D_D_D_C_B e2ts_D_D_D_D_C_B -2908.371978046530
e2ts_D_D_D_E_C_A-e2ts_D_D_E_E_C_A e2ts_D_D_E_E_C_A -2841.250240841689
e2ts_D_D_D_E_B_A-e2ts_D_D_E_E_B_A e2ts_D_D_E_E_B_A -728.050232902266
e2ts_D_D_D_E_B_A e2ts_D_D_D_E_B_A -712.016077938591
e2ts_D_D_D_E_A_A-e2ts_D_D_C_E_A_A e2ts_D_D_C_E_A_A -404.896398486531
e2ts_D_D_D_A_A_A-e2ts_D_D_E_A_A_A e2ts_D_D_E_A_A_A -312.777830676322
e2ts_D_D_D_A_A_A e2ts_D_D_D_A_A_A -296.751015079516
e2ts_D_D_A_E_C_B-e2ts_D_D_A_E_C_A e2ts_D_D_A_E_C_A -2786.010393765137
e2ts_D_D_A_E_B_B-e2ts_D_D_D_E_B_B e2ts_D_D_D_E_B_B -811.200700349750
e2ts_D_D_A_E_B_B-e2ts_D_D_A_E_B_D e2ts_D_D_A_E_B_D -3245.227814542666
e2ts_D_D_A_E_B_B-e2ts_D_D_A_C_B_B e2ts_D_D_A_C_B_B -808.880259593501
e2ts_D_D_A_E_B_B e2ts_D_D_A_E_B_B -771.995755455489
e2ts_D_D_A_E_A_C e2ts_D_D_A_E_A_C -771.959966286450
e2ts_D_D_A_D_C_C-e2ts_D_D_A_E_C_C e2ts_D_D_A_E_C_C -3245.232417277971
e2ts_D_D_A_D_C_A e2ts_D_D_A_D_C_A -2769.982015238164
e2ts_D_D_A_D_B_D-e2ts_D_D_A_C_B_B e2ts_D_D_A_C_B_B -808.880255448012
e2ts_D_D_A_D_B_D-e2ts_D_D_A_A_B_B e2ts_D_D_A_A_B_B -716.767534670019
e2ts_D_D_A_D_B_B-e2ts_D_D_A_D_B_C e2ts_D_D_A_D_B_C -1116.000774505341
e2ts_D_D_A_D_B_B e2ts_D_D_A_D_B_B -755.968440083362
e2ts_D_D_A_D_B_A e2ts_D_D_A_D_B_A -656.782024287868
e2ts_D_D_A_A_C_A e2ts_D_D_A_A_C_A -2730.779372305767
e2ts_D_D_A_A_B_A e2ts_D_D_A_A_B_A -617.579386031507
e2ts_D_D_A_A_A_A e2ts_D_D_A_A_A_A -257.550215789426
e2ts_D_C_E_E_A_A e2ts_D_C_E_E_A_A -420.901659043332
e2ts_D_C_E_D_B_B-e2ts_D_A_E_D_B_B e2ts_D_A_E_D_B_B -771.991839510140
e2ts_D_C_E_D_B_A-e2ts_D_C_E_D_B_D e2ts_D_C_E_D_B_D -3337.316923771401
e2ts_D_C_E_D_B_A-e2ts_B_C_E_D_B_A e2ts_B_C_E_D_B_A -929.846249572657
e2ts_D_C_E_A_C_C-e2ts_D_C_E_E_C_C e2ts_D_C_E_E_C_C -3353.348652670776
e2ts_D_C_E_A_C_C-e2ts_A_C_E_A_C_C e2ts_A_C_E_A_C_C -3258.901853417398
e2ts_D_C_E_A_C_B-e2ts_D_C_E_A_C_C e2ts_D_C_E_A_C_C -3298.110794727074
e2ts_D_C_E_A_B_D-e2ts_D_A_E_A_B_D e2ts_D_A_E_A_B_D -3206.019252983700
e2ts_D_C_E_A_B_C-e2ts_D_C_D_A_B_C e2ts_D_C_D_A_B_C -1168.882156528949
e2ts_D_C_E_A_B_C-e2ts_D_C_A_A_B_C e2ts_D_C_A_A_B_C -1129.675646409639
e2ts_D_C_E_A_B_C-e2ts_C_C_E_A_B_C e2ts_C_C_E_A_B_C -1237.779446842078
e2ts_D_C_E_A_B_B-e2ts_D_C_D_A_B_B e2ts_D_C_D_A_B_B -808.849165058724
e2ts_D_C_E_A_B_B-e2ts_D_B_E_A_B_B e2ts_D_B_E_A_B_B -936.951091802189
e2ts_D_C_E_A_B_A-e2ts_D_C_E_A_B_D e2ts_D_C_E_A_B_D -3298.106820198428
e2ts_D_C_E_A_B_A-e2ts_C_C_E_A_B_A e2ts_C_C_E_A_B_A -778.556737029867
e2ts_D_C_E_A_B_A-e2ts_B_C_E_A_B_A e2ts_B_C_E_A_B_A -890.639673875327
e2ts_D_C_E_A_A_A-e2ts_D_C_E_D_A_A e2ts_D_C_E_D_A_A -404.869203722056
e2ts_D_C_E_A_A_A-e2ts_D_C_E_A_A_D e2ts_D_C_E_A_A_D -2938.044828461604
e2ts_D_C_E_A_A_A-e2ts_B_C_E_A_A_A e2ts_B_C_E_A_A_A -530.624104320755
e2ts_D_C_E_A_A_A e2ts_D_C_E_A_A_A -365.661942735485
e2ts_D_C_D_E_C_B-e2ts_D_C_E_E_C_B e2ts_D_C_E_E_C_B -2993.312636317708
e2ts_D_C_D_E_C_B-e2ts_D_C_D_A_C_B e2ts_D_C_D_A_C_B -2922.047967900919
e2ts_D_C_D_E_C_A-e2ts_E_C_D_E_C_A e2ts_E_C_D_E_C_A -2894.127072071958
e2ts_D_C_D_E_C_A-e2ts_D_C_D_E_C_B e2ts_D_C_D_E_C_B -2977.282351108201
e2ts_D_C_D_E_C_A e2ts_D_C_D_E_C_A -2878.097776120113
e2ts_D_C_D_D_B_B-e2ts_D_C_D_D_B_C e2ts_D_C_D_D_B_C -1208.089108827625
e2ts_D_C_D_D_B_B e2ts_D_C_D_D_B_B -848.053498501235
e2ts_D_C_D_A_C_A e2ts_D_C_D_A_C_A -2822.859773896604
e2ts_D_C_D_A_B_A e2ts_D_C_D_A_B_A -709.661027593219
e2ts_D_C_D_A_A_A-e2ts_D_C_D_D_A_A e2ts_D_C_D_D_A_A -388.840000075330
e2ts_D_C_A_E_C_A-e2ts_E_C_A_E_C_A e2ts_E_C_A_E_C_A -2854.927414417149
e2ts_D_C_A_E_C_A-e2ts_C_C_A_E_C_A e2ts_C_C_A_E_C_A -2891.754209882390
e2ts_D_C_A_E_C_A-e2ts_B_C_A_E_C_A e2ts_B_C_A_E_C_A -3003.832746902556
e2ts_D_C_A_D_B_C-e2ts_D_C_D_D_B_C e2ts_D_C_D_D_B_C -1208.089110279969
e2ts_D_C_A_D_B_C-e2ts_D_C_A_E_B_C e2ts_D_C_A_E_B_C -1184.906172542174
e2ts_D_C_A_D_B_B e2ts_D_C_A_D_B_B -808.848696710945
e2ts_D_C_A_A_C_A-e2ts_D_C_A_A_C_B e2ts_D_C_A_A_C_B -2882.845300361069
e2ts_D_B_E_E_B_C-e2ts_E_B_E_E_B_C e2ts_E_B_E_E_B_C -1368.257056175260
e2ts_D_B_E_E_B_C-e2ts_D_C_E_E_B_C e2ts_D_C_E_E_B_C -1240.147086227237
e2ts_D_B_E_E_B_C-e2ts_D_A_E_E_B_C e2ts_D_A_E_E_B_C -1148.058813459438
e2ts_D_B_E_E_B_A-e2ts_D_B_E_E_B_D e2ts_D_B_E_E_B_D -3465.425568102105
e2ts_D_B_E_E_B_A-e2ts_D_B_E_E_B_C e2ts_D_B_E_E_B_C -1352.223341763050
e2ts_D_B_E_E_B_A-e2ts_D_B_E_E_B_B e2ts_D_B_E_E_B_B -992.191863696017
e2ts_D_B_E_E_B_A-e2ts_C_B_E_E_B_A e2ts_C_B_E_E_B_A -945.877059537006
e2ts_D_B_E_E_A_A-e2ts_A_B_E_E_A_A e2ts_A_B_E_E_A_A -493.779186522082
e2ts_D_B_E_E_A_A e2ts_D_B_E_E_A_A -532.989011039916
e2ts_D_B_E_A_A_A-e2ts_D_D_E_A_A_A e2ts_D_D_E_A_A_A -312.778755420557
e2ts_D_B_E_A_A_A-e2ts_D_B_E_D_A_A e2ts_D_B_E_D_A_A -516.958129249614
e2ts_D_B_E_A_A_A e2ts_D_B_E_A_A_A -477.752754496703
e2ts_D_B_D_E_B_B e2ts_D_B_D_E_B_B -976.162449178172
e2ts_D_B_D_A_C_B e2ts_D_B_D_A_C_B -3034.127652013098
e2ts_D_B_D_A_A_D-e2ts_E_B_D_A_A_A e2ts_E_B_D_A_A_A -477.757430993310
e2ts_D_B_D_A_A_D-e2ts_D_D_D_A_A_A e2ts_D_D_D_A_A_A -296.751011632980
e2ts_D_B_D_A_A_D-e2ts_D_B_D_D_A_A e2ts_D_B_D_D_A_A -500.928444180292
e2ts_D_B_D_A_A_D-e2ts_D_A_D_A_A_A e2ts_D_A_D_A_A_A -257.542664636134
e2ts_D_B_D_A_A_C-e2ts_D_D_D_A_A_A e2ts_D_D_D_A_A_A -296.751011862017
e2ts_D_B_D_A_A_C-e2ts_D_C_D_A_A_A e2ts_D_C_D_A_A_A -349.635611761667
e2ts_D_B_D_A_A_C-e2ts_D_A_D_A_A_A e2ts_D_A_D_A_A_A -257.542664637595
e2ts_D_B_D_A_A_C-e2ts_A_B_D_A_A_A e2ts_A_B_D_A_A_A -422.514664132237
e2ts_D_B_D_A_A_B-e2ts_E_B_D_A_A_A e2ts_E_B_D_A_A_A -477.757430993310
e2ts_D_B_D_A_A_B-e2ts_D_C_D_A_A_A e2ts_D_C_D_A_A_A -349.635611762750
e2ts_D_B_D_A_A_B-e2ts_D_B_A_A_A_A e2ts_D_B_A_A_A_A -422.524145230596
e2ts_D_B_D_A_A_A-e2ts_D_B_D_E_A_A e2ts_D_B_D_E_A_A -516.958138404593
e2ts_D_B_D_A_A_A-e2ts_A_B_D_A_A_A e2ts_A_B_D_A_A_A -422.514669661161
e2ts_D_B_D_A_A_A e2ts_D_B_D_A_A_A -461.723796682423
e2ts_D_B_A_D_B_B-e2ts_D_B_A_E_B_B e2ts_D_B_A_E_B_B -936.960532074995
e2ts_D_B_A_D_B_B-e2ts_C_B_A_D_B_B e2ts_C_B_A_D_B_B -973.798514405985
e2ts_D_B_A_D_B_B e2ts_D_B_A_D_B_B -920.933958542318
e2ts_D_B_A_D_B_A-e2ts_D_B_A_E_B_A e2ts_D_B_A_E_B_A -837.774121509167
e2ts_D_B_A_D_A_D-e2ts_E_B_A_D_A_A e2ts_E_B_A_D_A_A -477.761013379027
e2ts_D_B_A_D_A_D-e2ts_D_B_A_E_A_A e2ts_D_B_A_E_A_A -477.754451422729
e2ts_D_B_A_D_A_D-e2ts_D_B_A_A_A_A e2ts_D_B_A_A_A_A -422.524094759333
e2ts_D_B_A_D_A_D-e2ts_D_A_A_D_A_A e2ts_D_A_A_D_A_A -257.541508797917
e2ts_D_B_A_D_A_D-e2ts_C_B_A_D_A_A e2ts_C_B_A_D_A_A -514.593863776312
e2ts_D_B_A_D_A_A-e2ts_D_B_D_D_A_A e2ts_D_B_D_D_A_A -500.928450636200
e2ts_D_B_A_D_A_A-e2ts_A_B_A_D_A_A e2ts_A_B_A_D_A_A -422.516478372283
e2ts_D_B_A_A_C_B e2ts_D_B_A_A_C_B -2994.929518118769
e2ts_D_B_A_A_B_A e2ts_D_B_A_A_B_A -782.542858951684
e2ts_D_A_E_E_B_B-e2ts_E_A_E_E_B_B e2ts_E_A_E_E_B_B -804.053478626439
e2ts_D_A_E_E_B_B-e2ts_D_C_E_E_B_B e2ts_D_C_E_E_B_B -880.113997209252
e2ts_D_A_E_E_B_A-e2ts_D_A_E_E_B_B e2ts_D_A_E_E_B_B -788.025015804632
e2ts_D_A_E_E_B_A-e2ts_A_A_E_E_B_A e2ts_A_A_E_E_B_A -649.633336881292
e2ts_D_A_E_E_A_A-e2ts_E_A_E_E_A_A e2ts_E_A_E_E_A_A -344.842601706078
e2ts_D_A_E_E_A_A e2ts_D_A_E_E_A_A -328.808115491502
e2ts_D_A_E_D_C_B-e2ts_D_E_E_D_C_B e2ts_D_E_E_D_C_B -2940.432734873128
e2ts_D_A_E_D_B_A e2ts_D_A_E_D_B_A -672.806601749389
e2ts_D_A_E_D_A_D-e2ts_B_A_E_D_A_D e2ts_B_A_E_D_A_D -3050.120956745088
e2ts_D_A_E_D_A_C-e2ts_D_A_E_A_A_C e2ts_D_A_E_A_A_C -732.749526849113
e2ts_D_A_E_D_A_C-e2ts_A_A_E_D_A_C e2ts_A_A_E_D_A_C -732.746986997500
e2ts_D_A_E_B_B_A e2ts_D_A_E_B_B_A -837.792576765928
e2ts_D_A_E_A_C_C-e2ts_D_A_D_A_C_C e2ts_D_A_D_A_C_C -3189.997122891302
e2ts_D_A_E_A_C_B-e2ts_D_E_E_A_C_B e2ts_D_E_E_A_C_B -2901.227053053855
e2ts_D_A_E_A_C_B-e2ts_D_A_E_A_C_C e2ts_D_A_E_A_C_C -3206.022340605747
e2ts_D_A_E_A_C_B e2ts_D_A_E_A_C_B -2845.986316398485
e2ts_D_A_E_A_C_A e2ts_D_A_E_A_C_A -2746.799051453399
e2ts_D_A_E_A_B_B-e2ts_D_E_E_A_B_B e2ts_D_E_E_A_B_B -788.025797505136
e2ts_D_A_E_A_B_B-e2ts_D_B_E_A_B_B e2ts_D_B_E_A_B_B -936.956793886836
e2ts_D_A_E_A_B_B-e2ts_D_A_C_A_B_B e2ts_D_A_C_A_B_B -769.669226747320
e2ts_D_A_E_A_B_B-e2ts_A_A_E_A_B_B e2ts_A_A_E_A_B_B -693.578126329842
e2ts_D_A_E_A_B_A-e2ts_E_A_E_A_B_A e2ts_E_A_E_A_B_A -649.627133542194
e2ts_D_A_E_A_B_A-e2ts_D_E_E_A_B_A e2ts_D_E_E_A_B_A -688.841699664388
e2ts_D_A_E_A_A_A-e2ts_D_A_C_A_A_A e2ts_D_A_C_A_A_A -310.456823826146
e2ts_D_A_E_A_A_A e2ts_D_A_E_A_A_A -273.570587988213
e2ts_D_A_D_E_C_B e2ts_D_A_D_E_C_B -2885.192175966359
e2ts_D_A_D_E_B_B-e2ts_D_A_C_E_B_B e2ts_D_A_C_E_B_B -824.897384134519
e2ts_D_A_D_E_B_A e2ts_D_A_D_E_B_A -672.809840599638
e2ts_D_A_D_E_A_C-e2ts_D_D_D_E_A_C e2ts_D_D_D_E_A_C -811.166755261724
e2ts_D_A_D_E_A_C-e2ts_D_A_E_E_A_C e2ts_D_A_E_E_A_C -787.990306118034
e2ts_D_A_D_E_A_C-e2ts_A_A_D_E_A_C e2ts_A_A_D_E_A_C -732.747001008100
e2ts_D_A_D_D_C_B-e2ts_D_D_D_D_C_B e2ts_D_D_D_D_C_B -2908.372006962113
e2ts_D_A_D_D_C_A-e2ts_D_A_D_D_C_C e2ts_D_A_D_D_C_C -3229.204197782807
e2ts_D_A_D_D_C_A-e2ts_D_A_D_D_C_B e2ts_D_A_D_D_C_B -2869.165132221453
e2ts_D_A_D_D_C_A e2ts_D_A_D_D_C_A -2769.978237844556
e2ts_D_A_D_D_B_B-e2ts_D_B_D_D_B_B e2ts_D_B_D_D_B_B -960.133771981516
e2ts_D_A_D_D_B_B e2ts_D_A_D_D_B_B -755.964446290411
e2ts_D_A_D_D_B_A-e2ts_D_D_D_D_B_A e2ts_D_D_D_D_B_A -695.985667224213
e2ts_D_A_D_D_B_A-e2ts_C_A_D_D_B_A e2ts_C_A_D_D_B_A -709.657845663564
e2ts_D_A_D_A_C_A-e2ts_D_C_D_A_C_A e2ts_D_C_D_A_C_A -2822.859727249425
e2ts_D_A_D_A_B_B-e2ts_D_C_D_A_B_B e2ts_D_C_D_A_B_B -808.849145902881
e2ts_D_A_D_A_B_B e2ts_D_A_D_A_B_B -716.759653214718
e2ts_D_A_D_A_B_A-e2ts_D_B_D_A_B_A e2ts_D_B_D_A_B_A -821.742350597273
e2ts_D_A_D_A_A_A-e2ts_D_A_C_A_A_A e2ts_D_A_C_A_A_A -310.456873655661
e2ts_D_A_D_A_A_A e2ts_D_A_D_A_A_A -257.542668163442
e2ts_D_A_A_E_C_B-e2ts_D_A_C_E_C_B e2ts_D_A_C_E_C_B -2938.094380117380
e2ts_D_A_A_E_C_B-e2ts_A_A_A_E_C_B e2ts_A_A_A_E_C_B -2806.778534376365
e2ts_D_A_A_E_C_B e2ts_D_A_A_E_C_B -2845.987405427672
e2ts_D_A_A_E_C_A-e2ts_D_A_E_E_C_A e2ts_D_A_E_E_C_A -2802.041348728535
e2ts_D_A_A_E_C_A-e2ts_D_A_D_E_C_A e2ts_D_A_D_E_C_A -2786.009036516510
e2ts_D_A_A_E_B_A-e2ts_D_B_A_E_B_A e2ts_D_B_A_E_B_A -837.775311452938
e2ts_D_A_A_E_B_A e2ts_D_A_A_E_B_A -633.600162867634
e2ts_D_A_A_E_A_D-e2ts_D_A_D_E_A_D e2ts_D_A_D_E_A_D -2885.157615825129
e2ts_D_A_A_E_A_C-e2ts_D_A_A_E_A_D e2ts_D_A_A_E_A_D -2845.947653948023
e2ts_D_A_A_E_A_C-e2ts_A_A_A_E_A_C e2ts_A_A_A_E_A_C -693.538242626827
e2ts_D_A_A_E_A_A-e2ts_D_C_A_E_A_A e2ts_D_C_A_E_A_A -365.666032955526
e2ts_D_A_A_E_A_A-e2ts_D_A_D_E_A_A e2ts_D_A_D_E_A_A -312.779278063729
e2ts_D_A_A_D_C_C-e2ts_D_C_A_D_C_C e2ts_D_C_A_D_C_C -3282.084249940839
e2ts_D_A_A_D_C_C-e2ts_D_A_D_D_C_C e2ts_D_A_D_D_C_C -3229.204199578825
e2ts_D_A_A_D_C_C-e2ts_B_A_A_D_C_C e2ts_B_A_A_D_C_C -3354.956133249332
e2ts_D_A_A_D_B_C-e2ts_D_B_A_D_B_C e2ts_D_B_A_D_B_C -1280.964535482526
e2ts_D_A_A_D_B_C-e2ts_D_A_A_E_B_C e2ts_D_A_A_E_B_C -1092.816528443816
e2ts_D_A_A_D_B_B-e2ts_D_A_C_D_B_B e2ts_D_A_C_D_B_B -808.871132603311
e2ts_D_A_A_C_A_A-e2ts_D_A_E_C_A_A e2ts_D_A_E_C_A_A -365.689791355513
e2ts_D_A_A_A_C_C-e2ts_D_C_A_A_C_C e2ts_D_C_A_A_C_C -3242.878753559350
e2ts_D_A_A_A_C_C-e2ts_B_A_A_A_C_C e2ts_B_A_A_A_C_C -3315.753638007952
e2ts_D_A_A_A_C_A-e2ts_D_B_A_A_C_A e2ts_D_B_A_A_C_A -2895.740657106668
e2ts_D_A_A_A_C_A-e2ts_D_A_A_A_C_C e2ts_D_A_A_A_C_C -3150.791624776922
e2ts_D_A_A_A_C_A e2ts_D_A_A_A_C_A -2691.568900101099
e2ts_D_A_A_A_A_A e2ts_D_A_A_A_A_A -218.340565630263
e2ts_C_E_E_E_B_A e2ts_C_E_E_E_B_A -796.959153341763
e2ts_C_E_E_D_B_B-e2ts_B_E_E_D_B_B e2ts_B_E_E_D_B_B -992.194224224216
e2ts_C_E_E_D_B_B e2ts_C_E_E_D_B_B -880.111874583623
e2ts_C_E_E_A_C_A e2ts_C_E_E_A_C_A -2854.918226290070
e2ts_C_E_E_A_B_B-e2ts_C_E_E_E_B_B e2ts_C_E_E_E_B_B -896.143621863687
e2ts_C_E_E_A_B_B-e2ts_B_E_E_A_B_B e2ts_B_E_E_A_B_B -952.989414064306
e2ts_C_E_E_A_B_A-e2ts_C_E_E_C_B_A e2ts_C_E_E_C_B_A -833.821634512072
e2ts_C_E_E_A_B_A-e2ts_C_E_E_A_B_B e2ts_C_E_E_A_B_B -840.903792242854
e2ts_C_E_E_A_B_A-e2ts_C_C_E_A_B_A e2ts_C_C_E_A_B_A -778.556747137425
e2ts_C_E_E_A_B_A-e2ts_B_E_E_A_B_A e2ts_B_E_E_A_B_A -853.805802608158
e2ts_C_E_D_D_B_B-e2ts_C_D_D_D_B_B e2ts_C_D_D_D_B_B -848.053497594368
e2ts_C_E_D_D_B_B-e2ts_B_E_D_D_B_B e2ts_B_E_D_D_B_B -976.166514173312
e2ts_C_E_D_D_B_A-e2ts_C_A_D_D_B_A e2ts_C_A_D_D_B_A -709.657836955621
e2ts_C_E_D_D_B_A-e2ts_B_E_D_D_B_A e2ts_B_E_D_D_B_A -876.979327451362
e2ts_C_E_D_D_B_A e2ts_C_E_D_D_B_A -764.895631783588
e2ts_C_E_D_C_B_B-e2ts_C_E_D_C_B_A e2ts_C_E_D_C_B_A -817.790584056263
e2ts_C_E_D_C_B_B e2ts_C_E_D_C_B_B -916.983690189188
e2ts_C_E_D_A_C_B-e2ts_C_E_D_D_C_B e2ts_C_E_D_D_C_B -2977.283268143959
e2ts_C_E_D_A_C_B-e2ts_C_E_D_A_C_A e2ts_C_E_D_A_C_A -2838.908229217326
e2ts_C_E_D_A_C_B e2ts_C_E_D_A_C_B -2938.077405639581
e2ts_C_E_D_A_C_A-e2ts_D_E_D_A_C_A e2ts_D_E_D_A_C_A -2786.031820181409
e2ts_C_E_D_A_B_B-e2ts_C_E_C_A_B_B e2ts_C_E_C_A_B_B -877.782248361562
e2ts_C_E_D_A_B_A-e2ts_C_E_D_A_B_B e2ts_C_E_D_A_B_B -824.878010348296
e2ts_C_E_C_D_B_B e2ts_C_E_C_D_B_B -916.985076548465
e2ts_C_E_C_C_B_A e2ts_C_E_C_C_B_A -870.662032391974
e2ts_C_E_C_A_C_A-e2ts_C_E_C_A_C_B e2ts_C_E_C_A_C_B -2990.977425332194
e2ts_C_E_C_A_B_C-e2ts_C_E_D_A_B_C e2ts_C_E_D_A_B_C -1184.921342247374
e2ts_C_E_C_A_B_C-e2ts_C_E_C_D_B_C e2ts_C_E_C_D_B_C -1277.012484180262
e2ts_C_E_C_A_B_C-e2ts_C_E_C_A_B_D e2ts_C_E_C_A_B_D -3351.003461397598
e2ts_C_E_C_A_B_A e2ts_C_E_C_A_B_A -778.586176951927
e2ts_C_E_A_E_C_B-e2ts_C_D_A_E_C_B e2ts_C_D_A_E_C_B -2938.074516161352
e2ts_C_E_A_E_C_B-e2ts_B_E_A_E_C_B e2ts_B_E_A_E_C_B -3066.185563367563
e2ts_C_E_A_E_B_A-e2ts_C_E_D_E_B_A e2ts_C_E_D_E_B_A -780.920706239725
e2ts_C_E_A_E_B_A e2ts_C_E_A_E_B_A -741.712752191257
e2ts_C_E_A_E_A_A-e2ts_C_E_D_E_A_A e2ts_C_E_D_E_A_A -420.898532567897
e2ts_C_E_A_E_A_A-e2ts_C_C_A_E_A_A e2ts_C_C_A_E_A_A -418.534720429260
e2ts_C_E_A_E_A_A e2ts_C_E_A_E_A_A -381.692332533690
e2ts_C_E_A_D_C_A-e2ts_E_E_A_D_C_A e2ts_E_E_A_D_C_A -2802.072296361816
e2ts_C_E_A_D_C_A-e2ts_D_E_A_D_C_A e2ts_D_E_A_D_C_A -2786.028860197116
e2ts_C_E_A_D_C_A-e2ts_B_E_A_D_C_A e2ts_B_E_A_D_C_A -2950.998701854943
e2ts_C_E_A_D_C_A e2ts_C_E_A_D_C_A -2838.916412968151
e2ts_C_E_A_D_B_B-e2ts_B_E_A_D_B_B e2ts_B_E_A_D_B_B -936.961805342082
e2ts_C_E_A_D_B_A-e2ts_C_E_A_D_B_B e2ts_C_E_A_D_B_B -824.878115058404
e2ts_C_E_A_C_C_B-e2ts_C_E_A_C_C_C e2ts_C_E_A_C_C_C -3351.003948242775
e2ts_C_E_A_C_C_A-e2ts_C_C_A_C_C_A e2ts_C_C_A_C_C_A -2928.613020312952
e2ts_C_E_A_C_C_A e2ts_C_E_A_C_C_A -2891.781298393600
e2ts_C_E_A_C_B_A-e2ts_C_E_E_C_B_A e2ts_C_E_E_C_B_A -833.819674787450
e2ts_C_E_A_C_B_A e2ts_C_E_A_C_B_A -778.586139181570
e2ts_C_E_A_A_C_B-e2ts_C_B_A_A_C_B e2ts_C_B_A_A_C_B -3047.793230298927
e2ts_C_E_A_A_C_B e2ts_C_E_A_A_C_B -2898.874176047139
e2ts_C_E_A_A_C_A e2ts_C_E_A_A_C_A -2799.712899022179
e2ts_C_E_A_A_B_B e2ts_C_E_A_A_B_B -785.675737659756
e2ts_C_E_A_A_A_A e2ts_C_E_A_A_A_A -326.465869486471
e2ts_C_D_E_E_A_D-e2ts_C_C_E_E_A_A e2ts_C_C_E_E_A_A -473.764446050641
e2ts_C_D_E_E_A_D-e2ts_C_A_E_E_A_A e2ts_C_A_E_E_A_A -381.686308636620
e2ts_C_D_E_E_A_D-e2ts_B_D_E_E_A_A e2ts_B_D_E_E_A_A -532.983049249916
e2ts_C_D_E_E_A_D-e2ts_A_D_E_E_A_A e2ts_A_D_E_E_A_A -328.799331580974
e2ts_C_D_E_E_A_C-e2ts_C_E_E_E_A_A e2ts_C_E_E_E_A_A -436.926757303579
e2ts_C_D_E_E_A_C-e2ts_C_A_E_E_A_A e2ts_C_A_E_E_A_A -381.686308383560
e2ts_C_D_E_E_A_C-e2ts_B_D_E_E_A_A e2ts_B_D_E_E_A_A -532.983049411304
e2ts_C_D_E_E_A_C-e2ts_A_D_E_E_A_A e2ts_A_D_E_E_A_A -328.799299029843
e2ts_C_D_E_E_A_A-e2ts_C_C_E_E_A_A e2ts_C_C_E_E_A_A -473.764439345297
e2ts_C_D_E_E_A_A-e2ts_C_A_E_E_A_A e2ts_C_A_E_E_A_A -381.686310185911
e2ts_C_D_E_E_A_A-e2ts_B_D_E_E_A_A e2ts_B_D_E_E_A_A -532.983049696966
e2ts_C_D_E_E_A_A e2ts_C_D_E_E_A_A -420.895074443843
e2ts_C_D_E_D_B_B-e2ts_C_D_E_D_B_A e2ts_C_D_E_D_B_A -764.899525857968
e2ts_C_D_E_D_B_B-e2ts_C_D_D_D_B_B e2ts_C_D_D_D_B_B -848.053496908530
e2ts_C_D_E_D_B_B-e2ts_B_D_E_D_B_B e2ts_B_D_E_D_B_B -976.162449141099
e2ts_C_D_E_D_B_A-e2ts_C_D_D_D_B_A e2ts_C_D_D_D_B_A -748.865802854414
e2ts_C_D_E_D_B_A-e2ts_B_D_E_D_B_A e2ts_B_D_E_D_B_A -876.980152366278
e2ts_C_D_E_D_A_A-e2ts_C_E_E_D_A_A e2ts_C_E_E_D_A_A -420.902355323873
e2ts_C_D_E_D_A_A e2ts_C_D_E_D_A_A -404.870703181603
e2ts_C_D_E_A_B_B-e2ts_C_D_E_E_B_B e2ts_C_D_E_E_B_B -880.112975529725
e2ts_C_D_E_A_B_B-e2ts_C_D_E_C_B_B e2ts_C_D_E_C_B_B -916.981535669198
e2ts_C_D_E_A_B_B-e2ts_C_D_D_A_B_B e2ts_C_D_D_A_B_B -808.848691213521
e2ts_C_D_E_A_B_B-e2ts_C_C_E_A_B_B e2ts_C_C_E_A_B_B -877.741911142449
e2ts_C_D_E_A_B_A-e2ts_C_C_E_A_B_A e2ts_C_C_E_A_B_A -778.556727028682
e2ts_C_D_E_A_B_A-e2ts_B_D_E_A_B_A e2ts_B_D_E_A_B_A -837.775316269685
e2ts_C_D_E_A_A_A-e2ts_C_E_E_A_A_A e2ts_C_E_E_A_A_A -381.698668944251
e2ts_C_D_E_A_A_A-e2ts_C_C_E_A_A_A e2ts_C_C_E_A_A_A -418.536163870332
e2ts_C_D_D_E_A_C-e2ts_E_D_D_E_A_A e2ts_E_D_D_E_A_A -368.017627260448
e2ts_C_D_D_E_A_C-e2ts_C_C_D_E_A_A e2ts_C_C_D_E_A_A -457.740553657766
e2ts_C_D_D_E_A_C-e2ts_C_A_D_E_A_A e2ts_C_A_D_E_A_A -365.660747176204
e2ts_C_D_D_E_A_C-e2ts_B_D_D_E_A_A e2ts_B_D_D_E_A_A -516.958146592046
