calc label enthalpyR enthalpyP
e2ts_C_E_D_C_B_B-e2ts_C_E_D_C_B_A e2ts_C_E_D_C_B_A -817.16747205 -356.88716470
e2ts_C_E_D_C_B_B e2ts_C_E_D_C_B_B -817.16701696 -356.88681613
e2ts_C_E_D_A_C_B-e2ts_C_E_D_D_C_B e2ts_C_E_D_D_C_B -2877.46260971 -303.97930170
e2ts_C_E_D_A_C_B-e2ts_C_E_D_A_C_A e2ts_C_E_D_A_C_A -2838.12926358 -264.80103175
e2ts_C_E_D_A_C_B e2ts_C_E_D_A_C_B -2838.28694551 -264.80153563
e2ts_C_E_D_A_C_A-e2ts_D_E_D_A_C_A e2ts_D_E_D_A_C_A -2783.83157399 -211.89505164
e2ts_C_E_D_A_B_B-e2ts_C_E_C_A_B_B e2ts_C_E_C_A_B_B -777.99481828 -317.71293269
e2ts_C_E_D_A_B_A-e2ts_C_E_D_A_B_B e2ts_C_E_D_A_B_B -725.09112127 -264.80111422
e2ts_C_E_C_D_B_B e2ts_C_E_C_D_B_B -817.17086189 -356.89037450
e2ts_C_E_C_C_B_A e2ts_C_E_C_C_B_A -870.05927978 -409.78821351
e2ts_C_E_C_A_C_A-e2ts_C_E_C_A_C_B e2ts_C_E_C_A_C_B -2891.18977165 -317.71268785
e2ts_C_E_C_A_B_C-e2ts_C_E_D_A_B_C e2ts_C_E_D_A_B_C -725.10097092 -264.80156450
e2ts_C_E_C_A_B_C-e2ts_C_E_C_D_B_C e2ts_C_E_C_D_B_C -817.17878029 -356.89073684
e2ts_C_E_C_A_B_C-e2ts_C_E_C_A_B_D e2ts_C_E_C_A_B_D -778.00232199 -317.71267015
e2ts_C_E_C_A_B_C e2ts_C_E_C_A_B_C -778.00232872 -317.71266705
e2ts_C_E_C_A_B_A e2ts_C_E_C_A_B_A -777.99438303 -317.71267077
e2ts_C_E_A_E_C_B-e2ts_C_D_A_E_C_B e2ts_C_D_A_E_C_B -2838.29249672 -264.80981285
e2ts_C_E_A_E_C_B-e2ts_B_E_A_E_C_B e2ts_B_E_A_E_C_B -2966.39826154 -392.91902759
e2ts_C_E_A_E_B_A-e2ts_C_E_D_E_B_A e2ts_C_E_D_E_B_A -780.30323317 -320.02067060
e2ts_C_E_A_E_B_A e2ts_C_E_A_E_B_A -740.91468821 -280.84066690
e2ts_C_E_A_E_A_A-e2ts_C_E_D_E_A_A e2ts_C_E_D_E_A_A -420.29634540 -320.01984933
e2ts_C_E_A_E_A_A-e2ts_C_C_A_E_A_A e2ts_C_C_A_E_A_A -417.96604859 -317.71282311
e2ts_C_E_A_E_A_A e2ts_C_E_A_E_A_A -381.11855106 -280.83876540
e2ts_C_E_A_D_C_A-e2ts_E_E_A_D_C_A e2ts_E_E_A_D_C_A -2801.28414140 -227.93846886
e2ts_C_E_A_D_C_A-e2ts_D_E_A_D_C_A e2ts_D_E_A_D_C_A -211.89254376
e2ts_C_E_A_D_C_A-e2ts_B_E_A_D_C_A e2ts_B_E_A_D_C_A -2950.34903652 -376.87383738
e2ts_C_E_A_D_C_A e2ts_C_E_A_D_C_A -264.80086574
e2ts_C_E_A_D_B_B-e2ts_B_E_A_D_B_B e2ts_B_E_A_D_B_B -837.18062952 -376.87178751
e2ts_C_E_A_D_B_A-e2ts_C_E_A_D_B_B e2ts_C_E_A_D_B_B -725.09287352 -264.80062440
e2ts_C_E_A_C_C_B-e2ts_C_E_A_C_C_C e2ts_C_E_A_C_C_C -2891.19705339 -317.70826214
e2ts_C_E_A_C_C_A-e2ts_C_C_A_C_C_A e2ts_C_C_A_C_C_A -2928.04194406 -354.55580031
e2ts_C_E_A_C_C_A e2ts_C_E_A_C_C_A -2891.15654400 -317.70786115
e2ts_C_E_A_C_B_A-e2ts_C_E_E_C_B_A e2ts_C_E_E_C_B_A -833.10886443 -372.92727062
e2ts_C_E_A_C_B_A e2ts_C_E_A_C_B_A -777.78525799 -317.70787807
e2ts_C_E_A_A_C_B-e2ts_C_B_A_A_C_B e2ts_C_B_A_A_C_B -2948.04938399 -374.55198437
e2ts_C_E_A_A_C_B e2ts_C_E_A_A_C_B -2799.08950738 -225.62392857
e2ts_C_E_A_A_C_A e2ts_C_E_A_A_C_A -2799.05688822 -225.62394136
e2ts_C_E_A_A_B_B e2ts_C_E_A_A_B_B -685.91884281 -225.62394520
e2ts_C_E_A_A_A_A e2ts_C_E_A_A_A_A -325.91093995 -225.62395457
e2ts_C_D_E_E_A_D-e2ts_C_C_E_E_A_A e2ts_C_C_E_E_A_A -473.17951268 -372.94883233
e2ts_C_D_E_E_A_D-e2ts_C_A_E_E_A_A e2ts_C_A_E_E_A_A -381.10875251 -280.86199832
e2ts_C_D_E_E_A_D-e2ts_B_D_E_E_A_A e2ts_B_D_E_E_A_A -532.38154957 -432.10803321
e2ts_C_D_E_E_A_D-e2ts_A_D_E_E_A_A e2ts_A_D_E_E_A_A -328.21717798 -227.93569533
e2ts_C_D_E_E_A_D e2ts_C_D_E_E_A_D -420.28962697 -320.03499100
e2ts_C_D_E_E_A_C-e2ts_C_E_E_E_A_A e2ts_C_E_E_E_A_A -436.33995126 -336.06619900
e2ts_C_D_E_E_A_C-e2ts_C_A_E_E_A_A e2ts_C_A_E_E_A_A -381.11256401 -280.86199606
e2ts_C_D_E_E_A_C-e2ts_B_D_E_E_A_A e2ts_B_D_E_E_A_A -532.37690501 -432.11145190
e2ts_C_D_E_E_A_C-e2ts_A_D_E_E_A_A e2ts_A_D_E_E_A_A -328.21722679 -227.93848702
e2ts_C_D_E_E_A_A-e2ts_C_C_E_E_A_A e2ts_C_C_E_E_A_A -473.17952911 -372.94883881
e2ts_C_D_E_E_A_A-e2ts_C_A_E_E_A_A e2ts_C_A_E_E_A_A -381.11211720 -280.86067949
e2ts_C_D_E_E_A_A-e2ts_B_D_E_E_A_A e2ts_B_D_E_E_A_A -532.38155114 -432.10805798
e2ts_C_D_E_E_A_A e2ts_C_D_E_E_A_A -420.28948001 -320.03155658
e2ts_C_D_E_D_B_B-e2ts_C_D_E_D_B_A e2ts_C_D_E_D_B_A -764.27325759 -303.98894604
e2ts_C_D_E_D_B_B-e2ts_C_D_D_D_B_B e2ts_C_D_D_D_B_B -748.23445692 -287.93946006
e2ts_C_D_E_D_B_B-e2ts_B_D_E_D_B_B e2ts_B_D_E_D_B_B -876.35012822 -416.05597375
e2ts_C_D_E_D_B_A-e2ts_C_D_D_D_B_A e2ts_C_D_D_D_B_A -748.23444509 -287.93817059
e2ts_C_D_E_D_B_A-e2ts_B_D_E_D_B_A e2ts_B_D_E_D_B_A -876.35359357 -416.05734742
e2ts_C_D_E_D_A_A-e2ts_C_E_E_D_A_A e2ts_C_E_E_D_A_A -420.30024400 -320.02193372
e2ts_C_D_E_D_A_A e2ts_C_D_E_D_A_A -404.25443536 -303.98887377
e2ts_C_D_E_A_B_B-e2ts_C_D_E_E_B_B e2ts_C_D_E_E_B_B -780.31279597 -320.03426807
e2ts_C_D_E_A_B_B-e2ts_C_D_E_C_B_B e2ts_C_D_E_C_B_B -817.17275387 -356.88717084
e2ts_C_D_E_A_B_B-e2ts_C_D_D_A_B_B e2ts_C_D_D_A_B_B -709.05916432 -248.76109116
e2ts_C_D_E_A_B_B-e2ts_C_C_E_A_B_B e2ts_C_C_E_A_B_B -777.98312013 -317.71533985
e2ts_C_D_E_A_B_A-e2ts_C_C_E_A_B_A e2ts_C_C_E_A_B_A -777.98350921 -317.71616103
e2ts_C_D_E_A_B_A-e2ts_B_D_E_A_B_A e2ts_B_D_E_A_B_A -837.17530656 -376.88338365
e2ts_C_D_E_A_A_A-e2ts_C_E_E_A_A_A e2ts_C_E_E_A_A_A -381.11950622 -280.83965204
e2ts_C_D_E_A_A_A-e2ts_C_C_E_A_A_A e2ts_C_C_E_A_A_A -417.96408409 -317.71537616
e2ts_C_D_D_E_A_C-e2ts_E_D_D_E_A_C e2ts_E_D_D_E_A_C -367.40299142 -267.10358339
e2ts_C_D_D_E_A_C-e2ts_E_D_D_E_A_A e2ts_E_D_D_E_A_A -367.39601912 -267.10686052
e2ts_C_D_D_E_A_C-e2ts_C_C_D_E_A_A e2ts_C_C_D_E_A_A -457.14403813 -356.89477447
e2ts_C_D_D_E_A_C-e2ts_C_A_D_E_A_A e2ts_C_A_D_E_A_A -365.07053372 -264.81491407
e2ts_C_D_D_E_A_C-e2ts_B_D_D_E_A_C e2ts_B_D_D_E_A_C -516.33891190 -416.06288340
e2ts_C_D_D_E_A_C-e2ts_B_D_D_E_A_A e2ts_B_D_D_E_A_A -516.33903387 -416.06363321
e2ts_C_D_D_E_A_C-e2ts_A_D_D_E_A_A e2ts_A_D_D_E_A_A -312.17496475 -211.89247495
e2ts_C_D_D_E_A_B-e2ts_D_D_D_E_A_B e2ts_D_D_D_E_A_B -351.35414976 -251.06760798
e2ts_C_D_D_E_A_B-e2ts_D_D_D_E_A_A e2ts_D_D_D_E_A_A -351.35438140 -251.06781942
e2ts_C_D_D_E_A_B-e2ts_C_D_E_E_A_A e2ts_C_D_E_E_A_A -420.29414191 -320.03426649
e2ts_C_D_D_E_A_B-e2ts_C_D_A_E_A_A e2ts_C_D_A_E_A_A -365.07961205 -264.80950312
e2ts_C_D_D_E_A_B-e2ts_C_C_D_E_A_A e2ts_C_C_D_E_A_A -457.14411257 -356.89837732
e2ts_C_D_D_E_A_B-e2ts_C_A_D_E_A_A e2ts_C_A_D_E_A_A -365.07051708 -264.81491919
e2ts_C_D_D_E_A_B-e2ts_B_D_D_E_A_A e2ts_B_D_D_E_A_A -516.33891136 -416.06289486
e2ts_C_D_D_E_A_B-e2ts_A_D_D_E_A_A e2ts_A_D_D_E_A_A -312.17474225 -211.89228056
e2ts_C_D_D_E_A_A-e2ts_C_C_D_E_A_A e2ts_C_C_D_E_A_A -457.14404038 -356.89663398
e2ts_C_D_D_E_A_A e2ts_C_D_D_E_A_A -404.25515077 -303.98723561
e2ts_C_D_D_D_B_A e2ts_C_D_D_D_B_A -748.23445767 -287.93920657
e2ts_C_D_D_A_B_A e2ts_C_D_D_A_B_A -709.05915495 -248.76106655
e2ts_C_D_A_E_B_B-e2ts_C_D_E_E_B_B e2ts_C_D_E_E_B_B -780.31265159 -320.03642733
e2ts_C_D_A_E_B_B-e2ts_C_D_D_E_B_B e2ts_C_D_D_E_B_B -764.27323051 -303.98738484
e2ts_C_D_A_E_B_B-e2ts_C_D_A_E_B_A e2ts_C_D_A_E_B_A -725.09746126 -264.80948590
e2ts_C_D_A_E_B_B-e2ts_C_C_A_E_B_B e2ts_C_C_A_E_B_B -777.98640398 -317.71540685
e2ts_C_D_A_E_A_A-e2ts_E_D_A_E_A_A e2ts_E_D_A_E_A_A -328.21979441 -227.92937297
e2ts_C_D_A_D_C_B e2ts_C_D_A_D_C_B -2822.25701657 -248.76353474
e2ts_C_D_A_D_B_A-e2ts_C_D_D_D_B_A e2ts_C_D_D_D_B_A -748.23445788 -287.94044190
e2ts_C_D_A_D_B_A-e2ts_B_D_A_D_B_A e2ts_B_D_A_D_B_A -821.14111319 -360.83449849
e2ts_C_D_A_D_A_A-e2ts_B_D_A_D_A_A e2ts_B_D_A_D_A_A -461.13102066 -360.83440529
e2ts_C_D_A_D_A_A e2ts_C_D_A_D_A_A -349.04407635 -248.76338532
e2ts_C_D_A_A_C_B-e2ts_C_D_A_A_C_C e2ts_C_D_A_A_C_C -2783.08355659 -209.58434651
e2ts_C_D_A_A_C_B-e2ts_C_D_A_A_C_A e2ts_C_D_A_A_C_A -2783.08351707 -209.58434529
e2ts_C_D_A_A_C_A-e2ts_C_B_A_A_C_A e2ts_C_B_A_A_C_A -2948.05050133 -374.55298480
e2ts_C_D_A_A_B_B e2ts_C_D_A_A_B_B -669.88772972 -209.58434637
e2ts_C_D_A_A_B_A e2ts_C_D_A_A_B_A -669.88768514 -209.58431396
e2ts_C_C_E_E_B_C-e2ts_C_C_E_E_B_B e2ts_C_C_E_E_B_B -833.19939455 -372.94538574
e2ts_C_C_E_E_B_C e2ts_C_C_E_E_B_C -833.19968619 -372.94545881
e2ts_C_C_E_D_B_B e2ts_C_C_E_D_B_B -817.16083395 -356.89787604
e2ts_C_C_E_D_B_A e2ts_C_C_E_D_B_A -817.16079060 -356.89828484
e2ts_C_C_D_E_B_A-e2ts_C_C_E_E_B_A e2ts_C_C_E_E_B_A -833.19954507 -372.94542541
e2ts_C_C_D_E_B_A e2ts_C_C_D_E_B_A -817.16048937 -356.89684113
e2ts_C_C_D_C_B_A-e2ts_C_C_D_A_B_A e2ts_C_C_D_A_B_A -761.88877927 -301.66155470
e2ts_C_C_D_C_B_A-e2ts_C_C_C_C_B_A e2ts_C_C_C_C_B_A -906.90708162 -446.62429573
e2ts_C_C_D_A_B_B-e2ts_C_C_E_A_B_B e2ts_C_C_E_A_B_B -777.98309987 -317.71540846
e2ts_C_C_D_A_B_B-e2ts_C_C_D_D_B_B e2ts_C_C_D_D_B_B -801.12475118 -340.84379681
e2ts_C_C_D_A_B_B e2ts_C_C_D_A_B_B -761.94879605 -301.66157116
e2ts_C_C_C_E_B_A-e2ts_C_C_C_D_B_A e2ts_C_C_C_D_B_A -854.00620250 -393.73917908
e2ts_C_C_C_E_B_A-e2ts_C_C_C_C_B_A e2ts_C_C_C_C_B_A -906.90706241 -446.62431570
e2ts_C_C_C_E_B_A e2ts_C_C_C_E_B_A -869.79730735 -409.78819517
e2ts_C_C_C_A_B_C e2ts_C_C_C_A_B_C -814.84426667 -354.55587024
e2ts_C_C_C_A_A_A-e2ts_C_C_C_B_A_A e2ts_C_C_C_B_A_A -658.96303689 -558.69058342
e2ts_C_C_C_A_A_A e2ts_C_C_C_A_A_A -454.82557608 -354.55578633
e2ts_C_C_A_D_C_C-e2ts_C_C_E_D_C_C e2ts_C_C_E_D_C_C -2930.36040009 -356.89684500
e2ts_C_C_A_D_C_C-e2ts_C_C_A_A_C_C e2ts_C_C_A_A_C_C -2835.97169514 -262.47976263
e2ts_C_C_A_D_C_C e2ts_C_C_A_D_C_C -2875.14567062 -301.66153379
e2ts_C_C_A_D_B_C-e2ts_C_C_C_D_B_C e2ts_C_C_C_D_B_C -854.02127475 -393.73922912
e2ts_C_C_A_D_B_C-e2ts_C_C_A_E_B_C e2ts_C_C_A_E_B_C -777.98519736 -317.71541720
e2ts_C_C_A_D_B_B-e2ts_C_C_D_D_B_B e2ts_C_C_D_D_B_B -801.12474954 -340.84366831
e2ts_C_C_A_D_B_B e2ts_C_C_A_D_B_B -761.94879872 -301.65818305
e2ts_C_C_A_B_A_A-e2ts_C_C_E_B_A_A e2ts_C_C_E_B_A_A -622.11798718 -521.86183387
e2ts_C_C_A_B_A_A e2ts_C_C_A_B_A_A -566.70973265 -466.62207507
e2ts_C_C_A_A_B_B e2ts_C_C_A_A_B_B -722.77473670 -262.47458348
e2ts_C_B_E_A_C_B-e2ts_C_E_E_A_C_B e2ts_C_E_E_A_C_B -2854.24017110 -280.83964364
e2ts_C_B_E_A_C_A-e2ts_C_C_E_A_C_A e2ts_C_C_E_A_C_A -2891.18048179 -317.71615730
e2ts_C_B_E_A_C_A-e2ts_C_B_E_A_C_B e2ts_C_B_E_A_C_B -3003.25837318 -429.78951619
e2ts_C_B_D_A_B_B e2ts_C_B_D_A_B_B -874.02863859 -413.72991821
e2ts_C_B_C_A_B_A-e2ts_C_B_C_E_B_A e2ts_C_B_C_E_B_A -981.88444370 -521.85574509
e2ts_C_B_C_A_B_A e2ts_C_B_C_A_B_A -466.62256717
e2ts_C_B_A_E_A_A-e2ts_C_B_D_E_A_A e2ts_C_B_D_E_A_A -569.22891184 -468.96608744
e2ts_C_B_A_E_A_A-e2ts_C_B_A_D_A_A e2ts_C_B_A_D_A_A -514.01577069 -413.73470335
e2ts_C_B_A_E_A_A-e2ts_B_B_A_E_A_A e2ts_B_B_A_E_A_A -642.12947218 -541.85783135
e2ts_C_B_A_E_A_A e2ts_C_B_A_E_A_A -530.05013578 -429.78945616
e2ts_C_A_E_E_B_C-e2ts_C_D_E_E_B_C e2ts_C_D_E_E_B_C -780.31188763 -320.03513758
e2ts_C_A_E_E_B_C-e2ts_B_A_E_E_B_C e2ts_B_A_E_E_B_C -853.21001167 -392.93620006
e2ts_C_A_E_E_B_C e2ts_C_A_E_E_B_C -741.13079793 -280.85740398
e2ts_C_A_E_E_B_A-e2ts_C_C_E_E_B_A e2ts_C_C_E_E_B_A -833.19946870 -372.94535130
e2ts_C_A_E_D_C_C-e2ts_C_C_E_D_C_C e2ts_C_C_E_D_C_C -2930.35773501 -356.89682767
e2ts_C_A_E_D_C_C-e2ts_B_A_E_D_C_C e2ts_B_A_E_D_C_C -2950.36585867 -376.87962315
e2ts_C_A_E_D_C_B-e2ts_C_E_E_D_C_B e2ts_C_E_E_D_C_B -2893.51410453 -320.02194872
e2ts_C_A_E_D_C_B-e2ts_C_C_E_D_C_B e2ts_C_C_E_D_C_B -2930.35811106 -356.89841670
e2ts_C_A_E_D_C_B-e2ts_C_A_E_D_C_A e2ts_C_A_E_D_C_A -2838.28906220 -264.81255322
e2ts_C_A_E_D_C_A-e2ts_D_A_E_D_C_A e2ts_D_A_E_D_C_A -2785.38872901 -211.89232489
e2ts_C_A_E_D_B_D-e2ts_C_A_E_E_B_D e2ts_C_A_E_E_B_D -741.13147480 -280.85740250
e2ts_C_A_E_D_B_C-e2ts_C_C_E_D_B_C e2ts_C_C_E_D_B_C -817.16335318 -356.89680846
e2ts_C_A_E_D_B_C-e2ts_C_A_E_D_B_D e2ts_C_A_E_D_B_D -725.09253506 -264.81258161
e2ts_C_A_E_D_B_C-e2ts_C_A_D_D_B_C e2ts_C_A_D_D_B_C -709.05592641 -248.76539090
e2ts_C_A_E_D_B_B-e2ts_C_A_E_E_B_B e2ts_C_A_E_E_B_B -741.12767221 -280.86070445
e2ts_C_A_E_D_B_B-e2ts_C_A_E_C_B_B e2ts_C_A_E_C_B_B -777.98783846 -317.70788365
e2ts_C_A_E_D_B_B-e2ts_B_A_E_D_B_B e2ts_B_A_E_D_B_B -837.17124751 -376.88069416
e2ts_C_A_E_D_B_A e2ts_C_A_E_D_B_A -725.09253754 -264.81256718
e2ts_C_A_E_A_C_C-e2ts_C_A_E_E_C_C e2ts_C_A_E_E_C_C -2854.32793238 -280.86069294
e2ts_C_A_E_A_C_C-e2ts_C_A_E_A_C_A e2ts_C_A_E_A_C_A -2799.10892258 -225.63106699
e2ts_C_A_E_A_C_B-e2ts_C_E_E_A_C_B e2ts_C_E_E_A_C_B -2854.31165934 -280.83966929
e2ts_C_A_E_A_C_B-e2ts_C_D_E_A_C_B e2ts_C_D_E_A_C_B -2838.29111734 -264.80778320
e2ts_C_A_E_A_C_B-e2ts_C_A_E_E_C_B e2ts_C_A_E_E_C_B -2854.32888930 -280.85941724
e2ts_C_A_E_A_C_B-e2ts_C_A_E_A_C_A e2ts_C_A_E_A_C_A -2799.10890876 -225.63107847
e2ts_C_A_E_A_C_B e2ts_C_A_E_A_C_B -2799.10891038 -225.63107788
e2ts_C_A_E_A_C_A-e2ts_C_A_E_E_C_A e2ts_C_A_E_E_C_A -2854.32857556 -280.86070460
e2ts_C_A_E_A_C_A-e2ts_C_A_E_C_C_A e2ts_C_A_E_C_C_A -2891.17719618 -317.70789126
e2ts_C_A_E_A_B_D-e2ts_C_D_E_A_B_D e2ts_C_D_E_A_B_D -725.09616724 -264.80795995
e2ts_C_A_E_A_B_D-e2ts_C_A_E_E_B_D e2ts_C_A_E_E_B_D -741.13147020 -280.85735791
e2ts_C_A_E_A_B_C e2ts_C_A_E_A_B_C -685.91441646 -225.63107654
e2ts_C_A_E_A_B_A-e2ts_C_C_E_A_B_A e2ts_C_C_E_A_B_A -777.98352025 -317.71615933
e2ts_C_A_D_E_C_C-e2ts_C_D_D_E_C_C e2ts_C_D_D_E_C_C -2877.46921553 -303.98869336
e2ts_C_A_D_E_C_C-e2ts_C_A_E_E_C_C e2ts_C_A_E_E_C_C -2854.32859718 -280.86067141
e2ts_C_A_D_E_C_B-e2ts_C_A_D_D_C_B e2ts_C_A_D_D_C_B -2822.25272281 -248.76531751
e2ts_C_A_D_E_B_D-e2ts_C_A_D_E_B_B e2ts_C_A_D_E_B_B -725.09379664 -264.81490664
e2ts_C_A_D_E_B_C-e2ts_D_A_D_E_B_C e2ts_D_A_D_E_B_C -672.19363646 -211.89495633
e2ts_C_A_D_E_B_B-e2ts_C_C_D_E_B_B e2ts_C_C_D_E_B_B -817.16333591 -356.89784955
e2ts_C_A_D_E_B_A-e2ts_C_A_D_E_B_B e2ts_C_A_D_E_B_B -725.09404034 -264.81523190
e2ts_C_A_D_E_A_A-e2ts_D_A_D_E_A_A e2ts_D_A_D_E_A_A -312.17536892 -211.89507124
e2ts_C_A_D_E_A_A-e2ts_C_B_D_E_A_A e2ts_C_B_D_E_A_A -569.22890276 -468.96602432
e2ts_C_A_D_E_A_A-e2ts_C_A_A_E_A_A e2ts_C_A_A_E_A_A -325.89535744 -225.63426264
e2ts_C_A_D_E_A_A-e2ts_B_A_D_E_A_A e2ts_B_A_D_E_A_A -477.15570818 -376.89028791
e2ts_C_A_D_E_A_A-e2ts_A_A_D_E_A_A e2ts_A_A_D_E_A_A -272.99540970 -172.71983434
e2ts_C_A_D_D_C_C-e2ts_B_A_D_D_C_C e2ts_B_A_D_D_C_C -2934.32986624 -360.83322347
e2ts_C_A_D_D_B_B e2ts_C_A_D_D_B_B -709.05584388 -248.76531508
e2ts_C_A_D_D_A_A-e2ts_B_A_D_D_A_A e2ts_B_A_D_D_A_A -461.12246917 -360.83351619
e2ts_C_A_D_D_A_A e2ts_C_A_D_D_A_A -349.03719718 -248.76531665
e2ts_C_A_D_A_C_C-e2ts_D_A_D_A_C_C e2ts_D_A_D_A_C_C -2730.17796370 -156.67452354
e2ts_C_A_D_A_C_C-e2ts_C_A_D_C_C_C e2ts_C_A_D_C_C_C -2875.15235160 -301.66535347
e2ts_C_A_D_A_C_B-e2ts_C_C_D_A_C_B e2ts_C_C_D_A_C_B -2875.14566010 -301.66155740
e2ts_C_A_D_A_C_A-e2ts_C_D_D_A_C_A e2ts_C_D_D_A_C_A -2822.25494966 -248.76115086
e2ts_C_A_D_A_B_C-e2ts_C_A_D_D_B_C e2ts_C_A_D_D_B_C -709.05592316 -248.76537046
e2ts_C_A_D_A_B_B-e2ts_C_A_D_D_B_B e2ts_C_A_D_D_B_B -709.05585364 -248.76531802
e2ts_C_A_D_A_B_B-e2ts_B_A_D_A_B_B e2ts_B_A_D_A_B_B -781.95422570 -321.65785227
e2ts_C_A_D_A_B_B e2ts_C_A_D_A_B_B -669.87987190 -209.58473198
e2ts_C_A_D_A_A_A-e2ts_C_A_E_A_A_A e2ts_C_A_E_A_A_A -325.89569363 -225.63106973
e2ts_C_A_D_A_A_A-e2ts_B_A_D_A_A_A e2ts_B_A_D_A_A_A -421.81931921 -321.65789441
e2ts_C_A_D_A_A_A e2ts_C_A_D_A_A_A -309.86146469 -209.58472867
e2ts_C_A_C_E_C_C e2ts_C_A_C_E_C_C -2891.18697992 -317.71269092
e2ts_C_A_C_D_C_C-e2ts_C_D_C_D_C_C e2ts_C_D_C_D_C_C -2914.33431152 -340.84806660
e2ts_C_A_C_C_A_D-e2ts_C_A_C_C_A_C e2ts_C_A_C_C_A_C -454.82524800 -354.55587874
e2ts_C_A_C_C_A_D e2ts_C_A_C_C_A_D -454.82526450 -354.55582884
e2ts_C_A_C_C_A_A-e2ts_C_B_C_C_A_A e2ts_C_B_C_C_A_A -658.71391903 -558.69070047
e2ts_C_A_A_E_C_C-e2ts_C_A_A_E_C_A e2ts_C_A_A_E_C_A -2799.11307420 -225.63395323
e2ts_C_A_A_E_C_C-e2ts_B_A_A_E_C_C e2ts_B_A_A_E_C_C -2911.18758518 -337.71004350
e2ts_C_A_A_E_C_C e2ts_C_A_A_E_C_C -2799.11323797 -225.63426888
e2ts_C_A_A_E_B_D-e2ts_B_A_A_E_B_D e2ts_B_A_A_E_B_D -797.99006202 -337.71021389
e2ts_C_A_A_E_B_C-e2ts_C_C_A_E_B_C e2ts_C_C_A_E_B_C -777.98530887 -317.71578296
e2ts_C_A_A_E_B_C e2ts_C_A_A_E_B_C -685.91599008 -225.63393358
e2ts_C_A_A_E_B_A-e2ts_C_B_A_E_B_A e2ts_C_B_A_E_B_A -890.06244161 -429.78942050
e2ts_C_A_A_D_C_C-e2ts_C_A_A_D_C_A e2ts_C_A_A_D_C_A -2783.07738874 -209.58530154
e2ts_C_A_A_D_C_C-e2ts_B_A_A_D_C_C e2ts_B_A_A_D_C_C -2895.15431834 -321.65432813
e2ts_C_A_A_D_B_B-e2ts_C_A_D_D_B_B e2ts_C_A_D_D_B_B -709.05583630 -248.76532346
e2ts_C_A_A_D_B_B-e2ts_C_A_A_A_B_B e2ts_C_A_A_A_B_B -630.70677826 -170.40575320
e2ts_C_A_A_D_B_B e2ts_C_A_A_D_B_B -669.88050730 -209.58531961
e2ts_C_A_A_D_A_A e2ts_C_A_A_D_A_A -309.86212763 -209.58537626
e2ts_C_A_A_C_C_A-e2ts_B_A_A_C_C_A e2ts_B_A_A_C_C_A -2947.89362753 -374.55243800
e2ts_C_A_A_C_C_A e2ts_C_A_A_C_C_A -2835.84220116 -262.48469055
e2ts_C_A_A_C_B_A e2ts_C_A_A_C_B_A -722.77962768 -262.48467826
e2ts_C_A_A_A_B_A e2ts_C_A_A_A_B_A -630.61611012 -170.40575132
e2ts_B_E_E_E_B_A-e2ts_D_E_E_E_B_A e2ts_D_E_E_E_B_A -743.45205922 -283.14354629
e2ts_B_E_E_E_B_A-e2ts_B_E_E_E_B_B e2ts_B_E_E_E_B_B -908.43343579 -448.15862562
e2ts_B_E_E_E_B_A-e2ts_A_E_E_E_B_A e2ts_A_E_E_E_B_A -704.27047135 -243.96972982
e2ts_B_E_E_E_A_A-e2ts_C_E_E_E_A_A e2ts_C_E_E_E_A_A -436.33367327 -336.06416224
e2ts_B_E_E_E_A_A-e2ts_B_C_E_E_A_A e2ts_B_C_E_E_A_A -585.26439967 -485.02160203
e2ts_B_E_E_E_A_A e2ts_B_E_E_E_A_A -548.42120101 -448.08158412
e2ts_B_E_E_C_B_A-e2ts_D_E_E_C_B_A e2ts_D_E_E_C_B_A -780.31188019 -320.02989812
e2ts_B_E_E_C_B_A-e2ts_C_E_E_C_B_A e2ts_C_E_E_C_B_A -832.97461469 -372.92735412
e2ts_B_E_E_C_B_A-e2ts_B_E_A_C_B_A e2ts_B_E_A_C_B_A -429.78268015
e2ts_B_E_E_C_B_A-e2ts_B_A_E_C_B_A e2ts_B_A_E_C_B_A -889.95936506 -429.77493249
e2ts_B_E_E_C_B_A e2ts_B_E_E_C_B_A -945.08480435 -485.00141181
e2ts_B_E_E_A_C_A-e2ts_B_E_E_A_C_B e2ts_B_E_E_A_C_B -2966.37603784 -392.91264372
e2ts_B_E_E_A_C_A-e2ts_B_B_E_A_C_A e2ts_B_B_E_A_C_A -3115.33558489 -541.85248701
e2ts_B_E_D_E_B_C e2ts_B_E_D_E_B_C -432.10193452
e2ts_B_E_D_E_B_A-e2ts_B_D_D_E_B_A e2ts_B_D_D_E_B_A -876.35328232 -416.06360312
e2ts_B_E_D_A_B_B-e2ts_B_E_D_D_B_B e2ts_B_E_D_D_B_B -876.16302458 -416.05193392
e2ts_B_E_D_A_B_B-e2ts_B_E_D_D_B_A e2ts_B_E_D_D_B_A -416.05216492
e2ts_B_E_C_A_B_A e2ts_B_E_C_A_B_A -889.82583324 -429.79106026
e2ts_B_E_A_E_B_B-e2ts_A_E_A_E_B_B e2ts_A_E_A_E_B_B -649.05002612 -188.74896404
e2ts_B_E_A_E_B_A-e2ts_A_E_A_E_B_A e2ts_A_E_A_E_B_A -648.86488942 -188.74897302
