calc label enthalpyR enthalpyP
e2ts_D_E_D_C_C_B-e2ts_D_E_D_E_C_B e2ts_D_E_D_E_C_B -2840.60206480 -267.10528932
e2ts_D_E_D_C_B_A e2ts_D_E_D_C_B_A -764.27729058 -303.98890669
e2ts_D_E_D_B_B_A e2ts_D_E_D_B_B_A -876.35544694 -416.05735782
e2ts_D_E_D_B_A_A e2ts_D_E_D_B_A_A -516.34497598 -416.05731633
e2ts_D_E_D_A_B_A-e2ts_D_E_D_D_B_A e2ts_D_E_D_D_B_A -711.36955101 -251.06774773
e2ts_D_E_D_A_B_A-e2ts_D_D_D_A_B_A e2ts_D_D_D_A_B_A -656.16070293 -195.85047327
e2ts_D_E_D_A_B_A e2ts_D_E_D_A_B_A -672.19664943 -211.89491117
e2ts_D_E_D_A_A_A-e2ts_D_E_D_C_A_A e2ts_D_E_D_C_A_A -404.26554109 -303.98545402
e2ts_D_E_B_A_C_B-e2ts_D_E_C_A_C_B e2ts_D_E_C_A_C_B -2838.29895651 -264.81523523
e2ts_D_E_A_E_B_B e2ts_D_E_A_E_B_B -688.23380345 -227.92922449
e2ts_D_E_A_E_B_A-e2ts_D_E_E_E_B_A e2ts_D_E_E_E_B_A -743.44524623 -283.14959572
e2ts_D_E_A_E_B_A-e2ts_D_E_C_E_B_A e2ts_D_E_C_E_B_A -780.31225912 -320.01998798
e2ts_D_E_A_E_B_A e2ts_D_E_A_E_B_A -688.23298259 -227.92767318
e2ts_D_E_A_D_B_A-e2ts_D_E_D_D_B_A e2ts_D_E_D_D_B_A -711.36953539 -251.06765524
e2ts_D_E_A_D_B_A e2ts_D_E_A_D_B_A -672.19661515 -211.89229695
e2ts_D_E_A_D_A_A-e2ts_E_E_A_D_A_A e2ts_E_E_A_D_A_A -328.23011043 -227.93421182
e2ts_D_E_A_D_A_A-e2ts_D_E_E_D_A_A e2ts_D_E_E_D_A_A -367.39312579 -267.10571114
e2ts_D_E_A_D_A_A-e2ts_D_E_C_D_A_A e2ts_D_E_C_D_A_A -404.26623261 -303.98777901
e2ts_D_E_A_D_A_A e2ts_D_E_A_D_A_A -312.18489853 -211.89228980
e2ts_D_E_A_C_C_B-e2ts_D_D_A_C_C_B e2ts_D_D_A_C_C_B -2822.26294855 -248.76538169
e2ts_D_E_A_C_C_A e2ts_D_E_A_C_C_A -2838.29758314 -264.81254928
e2ts_D_E_A_C_B_A-e2ts_D_E_E_C_B_A e2ts_D_E_E_C_B_A -780.31184751 -320.02188462
e2ts_D_E_A_A_B_A e2ts_D_E_A_A_B_A -633.02478012 -172.71982890
e2ts_D_E_A_A_A_A-e2ts_A_E_A_A_A_A e2ts_A_E_A_A_A_A -233.83172273 -133.54032127
e2ts_D_D_E_E_A_A e2ts_D_D_E_E_A_A -367.39754286 -267.11258513
e2ts_D_D_E_D_B_C-e2ts_D_D_E_E_B_A e2ts_D_D_E_E_B_A -727.41512560 -267.10942146
e2ts_D_D_E_D_B_C-e2ts_D_D_D_D_B_C e2ts_D_D_D_D_B_C -695.33300685 -235.02369351
e2ts_D_D_E_D_B_C-e2ts_D_D_D_D_B_A e2ts_D_D_D_D_B_A -695.33313079 -235.02389479
e2ts_D_D_E_D_B_B-e2ts_D_D_E_E_B_B e2ts_D_D_E_E_B_B -727.41508232 -267.10564445
e2ts_D_D_E_D_B_A-e2ts_D_D_E_D_B_B e2ts_D_D_E_D_B_B -711.37197882 -251.06761487
e2ts_D_D_E_D_A_C-e2ts_D_D_E_E_A_C e2ts_D_D_E_E_A_C -367.38886888 -267.11289409
e2ts_D_D_E_D_A_C-e2ts_D_D_E_A_A_C e2ts_D_D_E_A_A_C -312.17971216 -211.89152368
e2ts_D_D_E_D_A_C e2ts_D_D_E_D_A_C -351.35404552 -251.06757787
e2ts_D_D_E_A_C_C-e2ts_D_D_E_D_C_C e2ts_D_D_E_D_C_C -2824.56686191 -251.06783196
e2ts_D_D_E_A_C_B-e2ts_D_D_E_D_C_B e2ts_D_D_E_D_C_B -2824.56660247 -251.06761546
e2ts_D_D_E_A_C_B-e2ts_D_D_E_A_C_C e2ts_D_D_E_A_C_C -2785.39192047 -211.89053380
e2ts_D_D_E_A_C_A-e2ts_D_D_E_E_C_A e2ts_D_D_E_E_C_A -2840.61072384 -267.11110927
e2ts_D_D_E_A_C_A-e2ts_D_D_E_D_C_A e2ts_D_D_E_D_C_A -2824.56296187 -251.06766438
e2ts_D_D_E_A_C_A-e2ts_D_D_E_A_C_C e2ts_D_D_E_A_C_C -2785.39215131 -211.89054409
e2ts_D_D_E_A_C_A e2ts_D_D_E_A_C_A -2785.38832497 -211.89055458
e2ts_D_D_E_A_B_B-e2ts_D_D_E_E_B_B e2ts_D_D_E_E_B_B -727.41511823 -267.10568207
e2ts_D_D_E_A_B_A-e2ts_D_D_E_A_B_B e2ts_D_D_E_A_B_B -672.19715109 -211.89054668
e2ts_D_D_D_E_C_B-e2ts_D_D_E_E_C_B e2ts_D_D_E_E_C_B -2840.61022580 -267.10562553
e2ts_D_D_D_E_C_B-e2ts_D_D_D_D_C_B e2ts_D_D_D_D_C_B -2808.52790923 -235.02376088
e2ts_D_D_D_E_C_A-e2ts_D_D_E_E_C_A e2ts_D_D_E_E_C_A -2840.61022758 -267.10930938
e2ts_D_D_D_E_C_A e2ts_D_D_D_E_C_A -2824.56694871 -251.06762873
e2ts_D_D_D_E_B_A-e2ts_D_D_E_E_B_A e2ts_D_D_E_E_B_A -727.41512941 -267.10938860
e2ts_D_D_D_E_B_A e2ts_D_D_D_E_B_A -711.37175662 -251.06761717
e2ts_D_D_D_E_A_A-e2ts_D_D_C_E_A_A e2ts_D_D_C_E_A_A -404.25871280 -303.97935925
e2ts_D_D_D_D_B_B e2ts_D_D_D_D_B_B -695.33299928 -235.02375832
e2ts_D_D_D_A_A_A-e2ts_D_D_E_A_A_A e2ts_D_D_E_A_A_A -312.17558600 -211.89055062
e2ts_D_D_D_A_A_A e2ts_D_D_D_A_A_A -296.14395965 -195.85045710
e2ts_D_D_A_E_C_B-e2ts_D_D_A_E_C_A e2ts_D_D_A_E_C_A -2785.39191736 -211.89049851
e2ts_D_D_A_E_B_B-e2ts_D_D_D_E_B_B e2ts_D_D_D_E_B_B -711.37158386 -251.06759460
e2ts_D_D_A_E_B_B-e2ts_D_D_A_E_B_D e2ts_D_D_A_E_B_D -672.19686759 -211.89050465
e2ts_D_D_A_E_B_B-e2ts_D_D_A_C_B_B e2ts_D_D_A_C_B_B -709.06811445 -248.76530405
e2ts_D_D_A_E_B_B e2ts_D_D_A_E_B_B -672.19686431 -211.89051718
e2ts_D_D_A_E_B_A e2ts_D_D_A_E_B_A -672.19332874 -211.89150148
e2ts_D_D_A_E_A_C e2ts_D_D_A_E_A_C -312.17939725 -211.89076073
e2ts_D_D_A_D_C_C-e2ts_D_D_A_E_C_C e2ts_D_D_A_E_C_C -2785.39247050 -211.89152066
e2ts_D_D_A_D_C_A e2ts_D_D_A_D_C_A -2769.35558581 -195.85045251
e2ts_D_D_A_D_B_D-e2ts_D_D_A_C_B_B e2ts_D_D_A_C_B_B -709.06818360 -248.76539247
e2ts_D_D_A_D_B_D-e2ts_D_D_A_A_B_B e2ts_D_D_A_A_B_B -616.98956647 -156.67617371
e2ts_D_D_A_D_B_B-e2ts_D_D_A_D_B_C e2ts_D_D_A_D_B_C -656.16070737 -195.85046202
e2ts_D_D_A_D_B_B e2ts_D_D_A_D_B_B -656.16069936 -195.85044882
e2ts_D_D_A_D_B_A e2ts_D_D_A_D_B_A -656.16070444 -195.85046993
e2ts_D_D_A_A_C_A e2ts_D_D_A_A_C_A -2730.18446656 -156.67616726
e2ts_D_D_A_A_B_A e2ts_D_D_A_A_B_A -616.98957011 -156.67616529
e2ts_D_D_A_A_A_A e2ts_D_D_A_A_A_A -256.97292689 -156.67618929
e2ts_D_C_E_E_A_A e2ts_D_C_E_E_A_A -420.29415899 -320.03142781
e2ts_D_C_E_D_B_B-e2ts_D_A_E_D_B_B e2ts_D_A_E_D_B_B -672.19323724 -211.89229375
e2ts_D_C_E_D_B_A-e2ts_D_C_E_D_B_D e2ts_D_C_E_D_B_D -764.26996313 -303.98008498
e2ts_D_C_E_D_B_A-e2ts_B_C_E_D_B_A e2ts_B_C_E_D_B_A -929.24077821 -468.96603778
e2ts_D_C_E_A_C_C-e2ts_D_C_E_E_C_C e2ts_D_C_E_E_C_C -2893.50857557 -320.03315559
e2ts_D_C_E_A_C_C-e2ts_A_C_E_A_C_C e2ts_A_C_E_A_C_C -2799.11310133 -225.63393726
e2ts_D_C_E_A_C_B-e2ts_D_C_E_A_C_C e2ts_D_C_E_A_C_C -2838.29338394 -264.80950878
e2ts_D_C_E_A_B_D-e2ts_D_A_E_A_B_D e2ts_D_A_E_A_B_D -633.01665314 -172.71466595
e2ts_D_C_E_A_B_C-e2ts_D_C_D_A_B_C e2ts_D_C_D_A_B_C -709.06124336 -248.76343517
e2ts_D_C_E_A_B_C-e2ts_D_C_A_A_B_C e2ts_D_C_A_A_B_C -669.88769145 -209.58434626
e2ts_D_C_E_A_B_C-e2ts_C_C_E_A_B_C e2ts_C_C_E_A_B_C -777.98520343 -317.71582917
e2ts_D_C_E_A_B_B-e2ts_D_C_D_A_B_B e2ts_D_C_D_A_B_B -709.06115357 -248.76345098
e2ts_D_C_E_A_B_B-e2ts_D_B_E_A_B_B e2ts_D_B_E_A_B_B -837.17447970 -376.88768217
e2ts_D_C_E_A_B_A-e2ts_D_C_E_A_B_D e2ts_D_C_E_A_B_D -725.09446730 -264.80948485
e2ts_D_C_E_A_B_A-e2ts_C_C_E_A_B_A e2ts_C_C_E_A_B_A -777.98317743 -317.71541577
e2ts_D_C_E_A_B_A-e2ts_B_C_E_A_B_A e2ts_B_C_E_A_B_A -890.06053715 -429.78747587
e2ts_D_C_E_A_B_A e2ts_D_C_E_A_B_A -725.09472816 -264.80951662
e2ts_D_C_E_A_A_A-e2ts_D_C_E_D_A_A e2ts_D_C_E_D_A_A -404.25246087 -303.98784866
e2ts_D_C_E_A_A_A-e2ts_D_C_E_A_A_D e2ts_D_C_E_A_A_D -365.07718268 -264.80982366
e2ts_D_C_E_A_A_A-e2ts_B_C_E_A_A_A e2ts_B_C_E_A_A_A -530.04881636 -429.78993493
e2ts_D_C_E_A_A_A e2ts_D_C_E_A_A_A -365.07697670 -264.80955710
e2ts_D_C_D_E_C_B-e2ts_D_C_E_E_C_B e2ts_D_C_E_E_C_B -2893.50818084 -320.03297092
e2ts_D_C_D_E_C_B-e2ts_D_C_D_A_C_B e2ts_D_C_D_A_C_B -2822.25686457 -248.76342477
e2ts_D_C_D_E_C_A-e2ts_E_C_D_E_C_A e2ts_E_C_D_E_C_A -2893.51412893 -320.02995776
e2ts_D_C_D_E_C_A-e2ts_D_C_D_E_C_B e2ts_D_C_D_E_C_B -2877.46632340 -303.98890611
e2ts_D_C_D_E_C_A e2ts_D_C_D_E_C_A -2877.46629534 -303.98893616
e2ts_D_C_D_D_B_B-e2ts_D_C_D_D_B_C e2ts_D_C_D_D_B_C -748.23445531 -287.93945822
e2ts_D_C_D_D_B_B e2ts_D_C_D_D_B_B -748.23445692 -287.93947585
e2ts_D_C_D_A_C_A e2ts_D_C_D_A_C_A -2822.25696389 -248.76340446
e2ts_D_C_D_A_B_A e2ts_D_C_D_A_B_A -709.06124235 -248.76343512
e2ts_D_C_D_A_A_A-e2ts_D_C_D_D_A_A e2ts_D_C_D_D_A_A -388.21705618 -287.94033430
e2ts_D_C_A_E_C_A-e2ts_E_C_A_E_C_A e2ts_E_C_A_E_C_A -2854.33561914 -280.83958655
e2ts_D_C_A_E_C_A-e2ts_C_C_A_E_C_A e2ts_C_C_A_E_C_A -2891.18009194 -317.71538993
e2ts_D_C_A_E_C_A-e2ts_B_C_A_E_C_A e2ts_B_C_A_E_C_A -3003.25885752 -429.79132807
e2ts_D_C_A_D_B_C-e2ts_D_C_D_D_B_C e2ts_D_C_D_D_B_C -748.23444638 -287.94035138
e2ts_D_C_A_D_B_C-e2ts_D_C_A_E_B_C e2ts_D_C_A_E_B_C -725.09539767 -264.80797503
e2ts_D_C_A_D_B_B e2ts_D_C_A_D_B_B -709.05916081 -248.76107368
e2ts_D_C_A_A_C_A-e2ts_D_C_A_A_C_B e2ts_D_C_A_A_C_B -2783.08352280 -209.58431579
e2ts_D_B_E_E_B_C-e2ts_E_B_E_E_B_C e2ts_E_B_E_E_B_C -908.43008653 -448.15519201
e2ts_D_B_E_E_B_C-e2ts_D_C_E_E_B_C e2ts_D_C_E_E_B_C -780.31264709 -320.03639605
e2ts_D_B_E_E_B_C-e2ts_D_A_E_E_B_C e2ts_D_A_E_E_B_C -688.23531022 -227.93494651
e2ts_D_B_E_E_B_A-e2ts_D_B_E_E_B_D e2ts_D_B_E_E_B_D -892.39311163 -432.10753410
e2ts_D_B_E_E_B_A-e2ts_D_B_E_E_B_C e2ts_D_B_E_E_B_C -892.39192158 -432.06703510
e2ts_D_B_E_E_B_A-e2ts_D_B_E_E_B_B e2ts_D_B_E_E_B_B -892.38777663 -432.10753098
e2ts_D_B_E_E_B_A-e2ts_C_B_E_E_B_A e2ts_C_B_E_E_B_A -945.27791413 -485.02094677
e2ts_D_B_E_E_A_B e2ts_D_B_E_E_A_B -532.38048808 -432.10753901
e2ts_D_B_E_E_A_A-e2ts_A_B_E_E_A_A e2ts_A_B_E_E_A_A -493.19768697 -392.93388668
e2ts_D_B_E_E_A_A e2ts_D_B_E_E_A_A -532.38153674 -432.10760083
e2ts_D_B_E_A_A_A-e2ts_D_D_E_A_A_A e2ts_D_D_E_A_A_A -312.17939149 -211.89051631
e2ts_D_B_E_A_A_A-e2ts_D_B_E_D_A_A e2ts_D_B_E_D_A_A -516.33894691 -416.06172045
e2ts_D_B_E_A_A_A e2ts_D_B_E_A_A_A -477.16570547 -376.88749492
e2ts_D_B_D_E_B_B e2ts_D_B_D_E_B_B -876.34996101 -416.05590722
e2ts_D_B_D_A_C_B e2ts_D_B_D_A_C_B -2934.33501442 -360.83441404
e2ts_D_B_D_A_A_D-e2ts_E_B_D_A_A_A e2ts_E_B_D_A_A_A -477.17290665 -376.87395590
e2ts_D_B_D_A_A_D-e2ts_D_D_D_A_A_D e2ts_D_D_D_A_A_D -296.14395968 -195.85047456
e2ts_D_B_D_A_A_D-e2ts_D_D_D_A_A_A e2ts_D_D_D_A_A_A -296.14408042 -195.85054055
e2ts_D_B_D_A_A_D-e2ts_D_B_D_D_A_A e2ts_D_B_D_D_A_A -500.30494829 -400.01042992
e2ts_D_B_D_A_A_D-e2ts_D_A_D_A_A_A e2ts_D_A_D_A_A_A -256.96434463 -156.67451408
e2ts_D_B_D_A_A_C-e2ts_D_D_D_A_A_A e2ts_D_D_D_A_A_A -296.14407618 -195.85059448
e2ts_D_B_D_A_A_C-e2ts_D_C_D_A_A_C e2ts_D_C_D_A_A_C -349.04406695 -248.76338537
e2ts_D_B_D_A_A_C-e2ts_D_C_D_A_A_A e2ts_D_C_D_A_A_A -349.04414733 -248.76344670
e2ts_D_B_D_A_A_C-e2ts_D_A_D_A_A_A e2ts_D_A_D_A_A_A -256.96446788 -156.67457146
e2ts_D_B_D_A_A_C-e2ts_A_B_D_A_A_A e2ts_A_B_D_A_A_A -421.94604850 -321.65455494
e2ts_D_B_D_A_A_C e2ts_D_B_D_A_A_C -461.13092704 -360.83448185
e2ts_D_B_D_A_A_B-e2ts_E_B_D_A_A_A e2ts_E_B_D_A_A_A -476.99550204 -376.86925208
e2ts_D_B_D_A_A_B-e2ts_D_C_D_A_A_A e2ts_D_C_D_A_A_A -349.04414742 -248.76345412
e2ts_D_B_D_A_A_B-e2ts_D_B_A_A_A_A e2ts_D_B_A_A_A_A -421.95346598 -321.65979874
e2ts_D_B_D_A_A_A-e2ts_D_B_D_E_A_A e2ts_D_B_D_E_A_A -516.34159500 -416.05731921
e2ts_D_B_D_A_A_A-e2ts_A_B_D_A_A_A e2ts_A_B_D_A_A_A -421.94710796 -321.65455588
e2ts_D_B_D_A_A_A e2ts_D_B_D_A_A_A -461.13092998 -360.83449404
e2ts_D_B_A_D_B_B-e2ts_D_B_A_E_B_B e2ts_D_B_A_E_B_B -837.17334642 -376.88228565
e2ts_D_B_A_D_B_B-e2ts_C_B_A_D_B_B e2ts_C_B_A_D_B_B -874.02894034 -413.73469785
e2ts_D_B_A_D_B_B e2ts_D_B_A_D_B_B -821.13970753 -360.83680522
e2ts_D_B_A_D_B_A-e2ts_D_B_A_E_B_A e2ts_D_B_A_E_B_A -837.17458114 -376.88338111
e2ts_D_B_A_D_A_D-e2ts_E_B_A_D_A_A e2ts_E_B_A_D_A_A -477.07944797 -376.88011392
e2ts_D_B_A_D_A_D-e2ts_D_B_A_E_A_A e2ts_D_B_A_E_A_A -477.16318008 -376.87606684
e2ts_D_B_A_D_A_D-e2ts_D_B_A_A_A_A e2ts_D_B_A_A_A_A -421.95739222 -321.66002947
e2ts_D_B_A_D_A_D-e2ts_D_A_A_D_A_A e2ts_D_A_A_D_A_A -256.96296407 -156.67144475
e2ts_D_B_A_D_A_D-e2ts_C_B_A_D_A_A e2ts_C_B_A_D_A_A -514.01582472 -413.73354856
e2ts_D_B_A_D_A_A-e2ts_D_B_D_D_A_A e2ts_D_B_D_D_A_A -500.30495786 -400.01044527
e2ts_D_B_A_D_A_A-e2ts_A_B_A_D_A_A e2ts_A_B_A_D_A_A -421.94320380 -321.65786633
e2ts_D_B_A_A_C_B e2ts_D_B_A_A_C_B -2895.16294396 -321.66002574
e2ts_D_B_A_A_B_A e2ts_D_B_A_A_B_A -781.96691737 -321.65881261
e2ts_D_A_E_E_B_B-e2ts_E_A_E_E_B_B e2ts_E_A_E_E_B_B -704.22244124 -243.96871302
e2ts_D_A_E_E_B_B-e2ts_D_C_E_E_B_B e2ts_D_C_E_E_B_B -780.31216048 -320.03310835
e2ts_D_A_E_E_B_A-e2ts_D_A_E_E_B_B e2ts_D_A_E_E_B_B -688.23528049 -227.93491050
e2ts_D_A_E_E_B_A-e2ts_A_A_E_E_B_A e2ts_A_A_E_E_B_A -649.05378220 -188.76116322
e2ts_D_A_E_E_A_A-e2ts_E_A_E_E_A_A e2ts_E_A_E_E_A_A -344.26198010 -243.97247939
e2ts_D_A_E_E_A_A e2ts_D_A_E_E_A_A -328.21358134 -227.93573013
e2ts_D_A_E_D_C_B-e2ts_D_E_E_D_C_B e2ts_D_E_E_D_C_B -2840.60333272 -267.11058724
e2ts_D_A_E_D_B_A e2ts_D_A_E_D_B_A -672.19323248 -211.89230602
e2ts_D_A_E_D_A_D-e2ts_B_A_E_D_A_D e2ts_B_A_E_D_A_D -477.15802652 -376.88073255
e2ts_D_A_E_D_A_C-e2ts_D_A_E_A_A_C e2ts_D_A_E_A_A_C -272.99888172 -172.71481227
e2ts_D_A_E_D_A_C-e2ts_A_A_E_D_A_C e2ts_A_A_E_D_A_C -272.99538808 -172.71986561
e2ts_D_A_E_B_B_A e2ts_D_A_E_B_B_A -837.17728556 -376.87396444
e2ts_D_A_E_A_C_C-e2ts_D_A_D_A_C_C e2ts_D_A_D_A_C_C -2730.17797307 -156.67456002
e2ts_D_A_E_A_C_B-e2ts_D_E_E_A_C_B e2ts_D_E_E_A_C_B -2801.42786655 -227.93469387
e2ts_D_A_E_A_C_B-e2ts_D_A_E_A_C_C e2ts_D_A_E_A_C_C -2746.21302351 -172.71468155
e2ts_D_A_E_A_C_B e2ts_D_A_E_A_C_B -2746.21302522 -172.71466184
e2ts_D_A_E_A_C_A e2ts_D_A_E_A_C_A -2746.21302521 -172.71467742
e2ts_D_A_E_A_B_B-e2ts_D_E_E_A_B_B e2ts_D_E_E_A_B_B -688.23247310 -227.93314055
e2ts_D_A_E_A_B_B-e2ts_D_B_E_A_B_B e2ts_D_B_E_A_B_B -837.17349546 -376.88776968
e2ts_D_A_E_A_B_B-e2ts_D_A_C_A_B_B e2ts_D_A_C_A_B_B -669.88692162 -209.58472607
e2ts_D_A_E_A_B_B-e2ts_A_A_E_A_B_B e2ts_A_A_E_A_B_B -593.83832702 -133.54031485
e2ts_D_A_E_A_B_A-e2ts_E_A_E_A_B_A e2ts_E_A_E_A_B_A -649.05137901 -188.74898784
e2ts_D_A_E_A_B_A-e2ts_D_E_E_A_B_A e2ts_D_E_E_A_B_A -688.23244754 -227.92938364
e2ts_D_A_E_A_A_A-e2ts_D_A_C_A_A_A e2ts_D_A_C_A_A_A -309.86994643 -209.58473555
e2ts_D_A_E_A_A_A e2ts_D_A_E_A_A_A -272.99863233 -172.71466547
e2ts_D_A_D_E_C_B e2ts_D_A_D_E_C_B -2785.38601461 -211.89490219
e2ts_D_A_D_E_B_B-e2ts_D_A_C_E_B_B e2ts_D_A_C_E_B_B -725.09144087 -264.80116456
e2ts_D_A_D_E_B_A e2ts_D_A_D_E_B_A -672.19408795 -211.89491486
e2ts_D_A_D_E_A_C-e2ts_D_D_D_E_A_C e2ts_D_D_D_E_A_C -351.35438855 -251.06781690
e2ts_D_A_D_E_A_C-e2ts_D_A_E_E_A_C e2ts_D_A_E_E_A_C -328.21680281 -227.93840915
e2ts_D_A_D_E_A_C-e2ts_A_A_D_E_A_C e2ts_A_A_D_E_A_C -272.99567959 -172.71998456
e2ts_D_A_D_D_C_B-e2ts_D_D_D_D_C_B e2ts_D_D_D_D_C_B -2808.52793786 -235.02374884
e2ts_D_A_D_D_C_A-e2ts_D_A_D_D_C_C e2ts_D_A_D_D_C_C -2769.35179266 -195.85058331
e2ts_D_A_D_D_C_A-e2ts_D_A_D_D_C_B e2ts_D_A_D_D_C_B -2769.35179157 -195.85059688
e2ts_D_A_D_D_C_A e2ts_D_A_D_D_C_A -2769.35177635 -195.85059677
e2ts_D_A_D_D_B_B-e2ts_D_B_D_D_B_B e2ts_D_B_D_D_B_B -860.31511211 -400.01048286
e2ts_D_A_D_D_B_B e2ts_D_A_D_D_B_B -656.15591116 -195.85048073
e2ts_D_A_D_D_B_A-e2ts_D_D_D_D_B_A e2ts_D_D_D_D_B_A -695.33300365 -235.02374279
e2ts_D_A_D_D_B_A-e2ts_C_A_D_D_B_A e2ts_C_A_D_D_B_A -709.05590729 -248.76539717
e2ts_D_A_D_A_C_A-e2ts_D_C_D_A_C_A e2ts_D_C_D_A_C_A -2822.25699363 -248.76343345
e2ts_D_A_D_A_B_B-e2ts_D_C_D_A_B_B e2ts_D_C_D_A_B_B -709.06123410 -248.76338639
e2ts_D_A_D_A_B_B e2ts_D_A_D_A_B_B -616.98217397 -156.67454175
e2ts_D_A_D_A_B_A-e2ts_D_B_D_A_B_A e2ts_D_B_D_A_B_A -821.13791302 -360.83447461
e2ts_D_A_D_A_A_A-e2ts_D_A_C_A_A_A e2ts_D_A_C_A_A_A -309.86994719 -209.58472420
e2ts_D_A_D_A_A_A e2ts_D_A_D_A_A_A -256.96433980 -156.67451963
e2ts_D_A_A_E_C_B-e2ts_D_A_C_E_C_B e2ts_D_A_C_E_C_B -2838.29058445 -264.80154952
e2ts_D_A_A_E_C_B-e2ts_A_A_A_E_C_B e2ts_A_A_A_E_C_B -2707.03521342 -133.54031519
e2ts_D_A_A_E_C_B e2ts_D_A_A_E_C_B -2746.21236107 -172.71514417
e2ts_D_A_A_E_C_A-e2ts_D_A_E_E_C_A e2ts_D_A_E_E_C_A -2801.43119157 -227.93495397
e2ts_D_A_A_E_C_A-e2ts_D_A_D_E_C_A e2ts_D_A_D_E_C_A -2785.38934823 -211.89490740
e2ts_D_A_A_E_B_A-e2ts_D_B_A_E_B_A e2ts_D_B_A_E_B_A -837.17190430 -376.88238256
e2ts_D_A_A_E_B_A e2ts_D_A_A_E_B_A -633.01313687 -172.71525288
e2ts_D_A_A_E_A_D-e2ts_D_A_D_E_A_D e2ts_D_A_D_E_A_D -312.17504056 -211.88003040
e2ts_D_A_A_E_A_C-e2ts_D_A_A_E_A_D e2ts_D_A_A_E_A_D -272.99781380 -172.71510962
e2ts_D_A_A_E_A_C-e2ts_A_A_A_E_A_C e2ts_A_A_A_E_A_C -233.81806912 -133.54031553
e2ts_D_A_A_E_A_A-e2ts_D_C_A_E_A_A e2ts_D_C_A_E_A_A -365.07552120 -264.80782890
e2ts_D_A_A_E_A_A-e2ts_D_A_D_E_A_A e2ts_D_A_D_E_A_A -312.17628502 -211.89507384
e2ts_D_A_A_D_C_C-e2ts_D_C_A_D_C_C e2ts_D_C_A_D_C_C -2822.25492294 -248.75951921
e2ts_D_A_A_D_C_C-e2ts_D_A_D_D_C_C e2ts_D_A_D_D_C_C -2769.35179721 -195.85059659
e2ts_D_A_A_D_C_C-e2ts_B_A_A_D_C_C e2ts_B_A_A_D_C_C -2895.15078833 -321.65426115
e2ts_D_A_A_D_B_C-e2ts_D_B_A_D_B_C e2ts_D_B_A_D_B_C -821.13975144 -360.83695860
e2ts_D_A_A_D_B_C-e2ts_D_A_A_E_B_C e2ts_D_A_A_E_B_C -633.01671215 -172.71534748
e2ts_D_A_A_D_B_B-e2ts_D_A_C_D_B_B e2ts_D_A_C_D_B_B -709.06100615 -248.76120421
e2ts_D_A_A_C_A_A-e2ts_D_A_E_C_A_A e2ts_D_A_E_C_A_A -365.07816798 -264.80088963
e2ts_D_A_A_A_C_C-e2ts_D_C_A_A_C_C e2ts_D_C_A_A_C_C -2783.08354839 -209.58434351
e2ts_D_A_A_A_C_C-e2ts_B_A_A_A_C_C e2ts_B_A_A_A_C_C -2855.98203530 -282.47955816
e2ts_D_A_A_A_C_A-e2ts_D_B_A_A_C_A e2ts_D_B_A_A_C_A -2895.16177915 -321.65978213
e2ts_D_A_A_A_C_A-e2ts_D_A_A_A_C_C e2ts_D_A_A_A_C_C -2691.00545040 -117.49794381
e2ts_D_A_A_A_C_A e2ts_D_A_A_A_C_A -2691.00545083 -117.49793730
e2ts_D_A_A_A_A_A e2ts_D_A_A_A_A_A -217.79195311 -117.49793343
e2ts_C_E_E_E_B_A e2ts_C_E_E_E_B_A -796.34613451 -336.06615564
e2ts_C_E_E_D_C_A e2ts_C_E_E_D_C_A -2893.50456376 -320.02974631
e2ts_C_E_E_D_B_B-e2ts_B_E_E_D_B_B e2ts_B_E_E_D_B_B -892.39811498 -432.10397513
e2ts_C_E_E_D_B_B e2ts_C_E_E_D_B_B -780.31777731 -320.02198664
e2ts_C_E_E_A_C_A e2ts_C_E_E_A_C_A -2854.33627841 -280.84091182
e2ts_C_E_E_A_B_B-e2ts_C_E_E_E_B_B e2ts_C_E_E_E_B_B -796.35101360 -336.06424071
e2ts_C_E_E_A_B_B-e2ts_B_E_E_A_B_B e2ts_B_E_E_A_B_B -853.22315563 -392.92779966
e2ts_C_E_E_A_B_A-e2ts_C_E_E_C_B_A e2ts_C_E_E_C_B_A -833.20737874 -372.92087163
e2ts_C_E_E_A_B_A-e2ts_C_E_E_A_B_B e2ts_C_E_E_A_B_B -741.12681291 -280.83951440
e2ts_C_E_E_A_B_A-e2ts_C_C_E_A_B_A e2ts_C_C_E_A_B_A -777.98351524 -317.71615561
e2ts_C_E_E_A_B_A-e2ts_B_E_E_A_B_A e2ts_B_E_E_A_B_A -392.92779691
e2ts_C_E_D_D_B_B-e2ts_C_D_D_D_B_B e2ts_C_D_D_D_B_B -748.23444556 -287.94034678
e2ts_C_E_D_D_B_B-e2ts_B_E_D_D_B_B e2ts_B_E_D_D_B_B -876.23033905 -416.05196812
e2ts_C_E_D_D_B_A-e2ts_C_A_D_D_B_A e2ts_C_A_D_D_B_A -709.05590673 -248.76539913
e2ts_C_E_D_D_B_A-e2ts_B_E_D_D_B_A e2ts_B_E_D_D_B_A -876.15025380 -416.04639417
e2ts_C_E_D_D_B_A e2ts_C_E_D_D_B_A -764.23679294 -303.97886363
